time=46093, red=27767, ir=29299
time=48233, red=27782, ir=29251
time=48243, red=27781, ir=29247
time=48253, red=27773, ir=29257
time=48263, red=27795, ir=29279
time=48273, red=27820, ir=29299
time=48283, red=27838, ir=29329
time=48293, red=27854, ir=29338
time=48303, red=27877, ir=29362
time=48313, red=27908, ir=29383
time=48323, red=27945, ir=29424
time=48333, red=27959, ir=29442
time=48343, red=27975, ir=29479
time=48353, red=27992, ir=29475
time=48363, red=27989, ir=29487
time=48373, red=27996, ir=29499
time=48383, red=28015, ir=29504
time=48393, red=28018, ir=29516
time=48403, red=28036, ir=29525
time=48413, red=28042, ir=29521
time=48423, red=28038, ir=29507
time=48433, red=28030, ir=29501
time=48443, red=28012, ir=29506
time=48453, red=28008, ir=29513
time=48463, red=28018, ir=29496
time=48473, red=28007, ir=29491
time=48483, red=28012, ir=29512
time=48493, red=28001, ir=29487
time=48503, red=27992, ir=29482
time=48513, red=27984, ir=29481
time=48523, red=27993, ir=29484
time=48533, red=27992, ir=29482
time=48543, red=28001, ir=29488
time=48553, red=27996, ir=29484
time=48563, red=27978, ir=29474
time=48573, red=27963, ir=29452
time=48583, red=27952, ir=29439
time=48593, red=27956, ir=29437
time=48603, red=27946, ir=29440
time=48613, red=27944, ir=29445
time=48623, red=27954, ir=29438
time=48633, red=27934, ir=29433
time=48643, red=27943, ir=29423
time=48653, red=27935, ir=29419
time=48663, red=27934, ir=29419
time=48674, red=27915, ir=29416
time=48684, red=27911, ir=29400
time=48694, red=27921, ir=29391
time=48704, red=27920, ir=29390
time=48714, red=27902, ir=29399
time=48724, red=27907, ir=29388
time=48734, red=27910, ir=29403
time=48744, red=27931, ir=29407
time=48754, red=27944, ir=29429
time=48764, red=27961, ir=29438
time=48774, red=27977, ir=29466
time=48784, red=27992, ir=29477
time=48794, red=28001, ir=29484
time=48804, red=28012, ir=29513
time=48814, red=28016, ir=29506
time=48824, red=28022, ir=29531
time=48834, red=28031, ir=29535
time=48844, red=28049, ir=29538
time=48854, red=28036, ir=29545
time=48864, red=28058, ir=29546
time=48874, red=28029, ir=29536
time=48884, red=28019, ir=29514
time=48894, red=28008, ir=29517
time=48904, red=28015, ir=29525
time=48914, red=28033, ir=29541
time=48924, red=28040, ir=29549
time=48934, red=28053, ir=29547
time=48944, red=28058, ir=29555
time=48954, red=28048, ir=29548
time=48964, red=28036, ir=29537
time=48974, red=28029, ir=29557
time=48984, red=28049, ir=29549
time=48994, red=28056, ir=29561
time=49004, red=28057, ir=29571
time=49014, red=28041, ir=29551
time=49024, red=28029, ir=29533
time=49034, red=27997, ir=29512
time=49044, red=28009, ir=29511
time=49054, red=28002, ir=29501
time=49064, red=27986, ir=29493
time=49074, red=27994, ir=29496
time=49084, red=27988, ir=29489
time=49094, red=27976, ir=29474
time=49104, red=27984, ir=29485
time=49114, red=27974, ir=29462
time=49124, red=27969, ir=29454
time=49134, red=27931, ir=29433
time=49144, red=27947, ir=29439
time=49154, red=27939, ir=29416
time=49164, red=27925, ir=29428
time=49174, red=27940, ir=29429
time=49184, red=27928, ir=29424
time=49194, red=27904, ir=29425
time=49204, red=27897, ir=29391
time=49214, red=27881, ir=29376
HR=272, SP=73
time=49224, red=27859, ir=29356
time=49234, red=27837, ir=29325
time=49244, red=27827, ir=29316
time=49254, red=27833, ir=29330
time=49264, red=27836, ir=29340
time=49274, red=27846, ir=29370
time=49284, red=27856, ir=29360
time=49294, red=27869, ir=29366
time=49304, red=27858, ir=29359
time=49314, red=27852, ir=29340
time=49324, red=27842, ir=29329
time=49334, red=27828, ir=29307
time=49344, red=27833, ir=29307
time=49354, red=27837, ir=29309
time=49364, red=27829, ir=29313
time=49374, red=27846, ir=29311
time=49384, red=27841, ir=29312
time=49394, red=27855, ir=29328
time=49404, red=27851, ir=29329
time=49414, red=27853, ir=29327
time=49424, red=27861, ir=29341
time=49434, red=27877, ir=29335
time=49444, red=27885, ir=29348
time=49454, red=27895, ir=29363
time=49464, red=27900, ir=29373
time=49474, red=27894, ir=29385
time=49484, red=27906, ir=29385
time=49494, red=27905, ir=29348
time=49504, red=27894, ir=29348
time=49514, red=27881, ir=29331
time=49524, red=27858, ir=29333
time=49534, red=27836, ir=29303
time=49544, red=27848, ir=29309
time=49554, red=27852, ir=29319
time=49564, red=27859, ir=29333
time=49574, red=27865, ir=29323
time=49584, red=27872, ir=29331
time=49594, red=27888, ir=29348
time=49604, red=27891, ir=29352
time=49614, red=27859, ir=29345
time=49624, red=27877, ir=29317
time=49634, red=27866, ir=29322
time=49644, red=27854, ir=29320
time=49654, red=27856, ir=29325
time=49664, red=27865, ir=29324
time=49674, red=27874, ir=29330
time=49684, red=27881, ir=29350
time=49694, red=27892, ir=29359
time=49704, red=27899, ir=29353
time=49714, red=27914, ir=29355
time=49724, red=27907, ir=29381
time=49734, red=27920, ir=29393
time=49744, red=27937, ir=29390
time=49754, red=27930, ir=29407
time=49764, red=27932, ir=29380
time=49774, red=27930, ir=29382
time=49784, red=27903, ir=29372
time=49794, red=27895, ir=29357
time=49804, red=27888, ir=29339
time=49814, red=27875, ir=29337
time=49824, red=27846, ir=29308
time=49834, red=27839, ir=29300
time=49844, red=27822, ir=29279
time=49854, red=27805, ir=29270
time=49864, red=27806, ir=29242
time=49874, red=27778, ir=29234
time=49884, red=27763, ir=29210
time=49894, red=27743, ir=29198
time=49904, red=27743, ir=29203
time=49914, red=27750, ir=29205
time=49924, red=27734, ir=29191
time=49934, red=27744, ir=29206
time=49944, red=27753, ir=29206
time=49954, red=27761, ir=29220
time=49964, red=27777, ir=29235
time=49974, red=27782, ir=29265
time=49984, red=27792, ir=29260
time=49994, red=27814, ir=29269
time=50004, red=27809, ir=29285
time=50014, red=27808, ir=29282
time=50024, red=27798, ir=29288
time=50034, red=27824, ir=29296
time=50044, red=27851, ir=29310
time=50054, red=27862, ir=29329
time=50064, red=27873, ir=29355
time=50074, red=27899, ir=29369
time=50084, red=27926, ir=29383
time=50094, red=27936, ir=29401
time=50104, red=27956, ir=29423
time=50114, red=27962, ir=29407
time=50124, red=27953, ir=29417
time=50134, red=27928, ir=29400
time=50144, red=27920, ir=29373
time=50154, red=27899, ir=29366
time=50164, red=27898, ir=29360
time=50174, red=27897, ir=29360
time=50184, red=27904, ir=29369
time=50194, red=27901, ir=29367
time=50204, red=27917, ir=29367
time=50214, red=27913, ir=29384
HR=157, SP=57
time=50241, red=27923, ir=29395
time=50245, red=27944, ir=29402
time=50254, red=27921, ir=29386
time=50264, red=27919, ir=29376
time=50274, red=27915, ir=29386
time=50284, red=27916, ir=29361
time=50294, red=27897, ir=29366
time=50304, red=27889, ir=29346
time=50314, red=27875, ir=29331
time=50324, red=27866, ir=29304
time=50334, red=27825, ir=29286
time=50344, red=27768, ir=29234
time=50354, red=27727, ir=29173
time=50364, red=27698, ir=29150
time=50374, red=27684, ir=29142
time=50384, red=27663, ir=29121
time=50394, red=27663, ir=29108
time=50404, red=27646, ir=29085
time=50414, red=27649, ir=29093
time=50424, red=27635, ir=29081
time=50434, red=27658, ir=29109
time=50444, red=27657, ir=29098
time=50454, red=27653, ir=29119
time=50464, red=27656, ir=29115
time=50474, red=27652, ir=29115
time=50484, red=27667, ir=29111
time=50494, red=27686, ir=29145
time=50504, red=27697, ir=29162
time=50514, red=27725, ir=29180
time=50524, red=27743, ir=29220
time=50534, red=27752, ir=29236
time=50544, red=27759, ir=29231
time=50554, red=27836, ir=29248
time=50564, red=27789, ir=29270
time=50574, red=27800, ir=29274
time=50584, red=27818, ir=29283
time=50594, red=27824, ir=29300
time=50604, red=27826, ir=29293
time=50614, red=27851, ir=29303
time=50624, red=27839, ir=29327
time=50634, red=27847, ir=29337
time=50644, red=27851, ir=29322
time=50654, red=27862, ir=29343
time=50664, red=27846, ir=29333
time=50674, red=27854, ir=29345
time=50684, red=27860, ir=29348
time=50694, red=27865, ir=29361
time=50704, red=27876, ir=29369
time=50714, red=27885, ir=29386
time=50724, red=27899, ir=29397
time=50734, red=27904, ir=29411
time=50744, red=27900, ir=29408
time=50754, red=27890, ir=29396
time=50764, red=27904, ir=29416
time=50774, red=27912, ir=29417
time=50784, red=27913, ir=29430
time=50794, red=27926, ir=29426
time=50804, red=27919, ir=29440
time=50814, red=27916, ir=29429
time=50824, red=27906, ir=29420
time=50834, red=27896, ir=29406
time=50844, red=27862, ir=29371
time=50854, red=27838, ir=29333
time=50864, red=27800, ir=29296
time=50874, red=27768, ir=29258
time=50884, red=27765, ir=29238
time=50894, red=27721, ir=29206
time=50904, red=27695, ir=29185
time=50914, red=27667, ir=29152
time=50924, red=27639, ir=29126
time=50934, red=27620, ir=29094
time=50944, red=27618, ir=29080
time=50954, red=27603, ir=29073
time=50964, red=27603, ir=29061
time=50974, red=27600, ir=29058
time=50984, red=27601, ir=29060
time=50994, red=27604, ir=29059
time=51004, red=27598, ir=29057
time=51014, red=27598, ir=29063
time=51024, red=27621, ir=29089
time=51034, red=27652, ir=29123
time=51044, red=27707, ir=29198
time=51054, red=27786, ir=29264
time=51064, red=27837, ir=29330
time=51074, red=27908, ir=29397
time=51084, red=27948, ir=29466
time=51094, red=27969, ir=29459
time=51104, red=27979, ir=29469
time=51114, red=27977, ir=29475
time=51124, red=27986, ir=29472
time=51134, red=27973, ir=29475
time=51144, red=27987, ir=29491
time=51154, red=27996, ir=29463
time=51164, red=27981, ir=29468
time=51174, red=27992, ir=29465
time=51184, red=27999, ir=29479
time=51194, red=28004, ir=29493
time=51204, red=28002, ir=29487
time=51214, red=27992, ir=29474
time=51224, red=27996, ir=29463
HR=222, SP=74
time=51234, red=27987, ir=29470
time=51244, red=27997, ir=29467
time=51254, red=28017, ir=29477
time=51264, red=28019, ir=29494
time=51274, red=28017, ir=29488
time=51284, red=28015, ir=29495
time=51294, red=28008, ir=29496
time=51304, red=28002, ir=29487
time=51314, red=28011, ir=29453
time=51324, red=27986, ir=29454
time=51334, red=27963, ir=29438
time=51344, red=27969, ir=29434
time=51354, red=27966, ir=29430
time=51364, red=27966, ir=29423
time=51374, red=27954, ir=29417
time=51384, red=27962, ir=29402
time=51394, red=27948, ir=29406
time=51404, red=27942, ir=29398
time=51414, red=27947, ir=29389
time=51424, red=27943, ir=29385
time=51434, red=27939, ir=29394
time=51444, red=27908, ir=29374
time=51454, red=27922, ir=29367
time=51464, red=27921, ir=29345
time=51474, red=27894, ir=29344
time=51484, red=27890, ir=29347
time=51494, red=27903, ir=29348
time=51504, red=27890, ir=29352
time=51514, red=27877, ir=29334
time=51524, red=27870, ir=29324
time=51534, red=27867, ir=29318
time=51544, red=27873, ir=29323
time=51554, red=27848, ir=29319
time=51564, red=27841, ir=29307
time=51574, red=27867, ir=29299
time=51584, red=27872, ir=29288
time=51594, red=27877, ir=29259
time=51604, red=27859, ir=29251
time=51614, red=27870, ir=29230
time=51624, red=27876, ir=29221
time=51634, red=27870, ir=29204
time=51644, red=27859, ir=29192
time=51654, red=27890, ir=29201
time=51664, red=27906, ir=29230
time=51674, red=27934, ir=29235
time=51684, red=27947, ir=29255
time=51694, red=27969, ir=29281
time=51704, red=27981, ir=29297
time=51714, red=28000, ir=29279
time=51724, red=27986, ir=29284
time=51734, red=27982, ir=29273
time=51744, red=27946, ir=29262
time=51754, red=27958, ir=29253
time=51764, red=27937, ir=29254
time=51774, red=27907, ir=29236
time=51784, red=27889, ir=29222
time=51794, red=27869, ir=29215
time=51804, red=27855, ir=29204
time=51814, red=27836, ir=29186
time=51824, red=27817, ir=29184
time=51834, red=27825, ir=29181
time=51844, red=27841, ir=29196
time=51854, red=27849, ir=29209
time=51864, red=27863, ir=29230
time=51874, red=27859, ir=29237
time=51884, red=27866, ir=29244
time=51894, red=27848, ir=29242
time=51904, red=27839, ir=29228
time=51914, red=27844, ir=29227
time=51924, red=27841, ir=29230
time=51934, red=27857, ir=29252
time=51944, red=27876, ir=29279
time=51954, red=27883, ir=29286
time=51964, red=27884, ir=29288
time=51974, red=27867, ir=29286
time=51984, red=27860, ir=29272
time=51994, red=27849, ir=29255
time=52004, red=27831, ir=29248
time=52014, red=27834, ir=29259
time=52024, red=27841, ir=29262
time=52034, red=27849, ir=29262
time=52044, red=27859, ir=29281
time=52054, red=27872, ir=29298
time=52064, red=27887, ir=29309
time=52074, red=27896, ir=29338
time=52084, red=27922, ir=29344
time=52094, red=27937, ir=29355
time=52104, red=27920, ir=29345
time=52114, red=27927, ir=29338
time=52124, red=27923, ir=29347
time=52134, red=27917, ir=29344
time=52144, red=27917, ir=29350
time=52154, red=27922, ir=29333
time=52164, red=27920, ir=29360
time=52174, red=27920, ir=29353
time=52184, red=27910, ir=29340
time=52194, red=27880, ir=29309
time=52204, red=27849, ir=29283
time=52214, red=27823, ir=29256
time=52224, red=27811, ir=29231
HR=153, SP=79
time=52249, red=27777, ir=29213
time=52254, red=27762, ir=29190
time=52264, red=27726, ir=29160
time=52274, red=27717, ir=29136
time=52284, red=27719, ir=29134
time=52294, red=27699, ir=29155
time=52304, red=27704, ir=29141
time=52314, red=27710, ir=29134
time=52324, red=27705, ir=29133
time=52334, red=27696, ir=29130
time=52344, red=27688, ir=29110
time=52354, red=27691, ir=29118
time=52364, red=27690, ir=29126
time=52374, red=27688, ir=29121
time=52384, red=27675, ir=29124
time=52394, red=27674, ir=29110
time=52404, red=27674, ir=29126
time=52414, red=27690, ir=29143
time=52424, red=27694, ir=29149
time=52434, red=27713, ir=29167
time=52444, red=27717, ir=29178
time=52454, red=27724, ir=29199
time=52464, red=27733, ir=29185
time=52474, red=27744, ir=29201
time=52484, red=27765, ir=29227
time=52494, red=27790, ir=29238
time=52504, red=27816, ir=29274
time=52514, red=27841, ir=29297
time=52524, red=27855, ir=29307
time=52534, red=27874, ir=29343
time=52544, red=27893, ir=29359
time=52554, red=27915, ir=29382
time=52564, red=27992, ir=29431
time=52574, red=28006, ir=29461
time=52584, red=28022, ir=29455
time=52594, red=27999, ir=29413
time=52604, red=27974, ir=29381
time=52614, red=27964, ir=29359
time=52624, red=27981, ir=29375
time=52634, red=27981, ir=29384
time=52644, red=27985, ir=29401
time=52654, red=28001, ir=29402
time=52664, red=27996, ir=29395
time=52674, red=28005, ir=29412
time=52684, red=28002, ir=29420
time=52694, red=28010, ir=29413
time=52704, red=28016, ir=29410
time=52714, red=28016, ir=29422
time=52724, red=28019, ir=29418
time=52734, red=28027, ir=29434
time=52744, red=28031, ir=29446
time=52754, red=28037, ir=29433
time=52764, red=28036, ir=29426
time=52774, red=28039, ir=29424
time=52784, red=28037, ir=29428
time=52794, red=28059, ir=29422
time=52804, red=28063, ir=29440
time=52814, red=28063, ir=29453
time=52824, red=28076, ir=29446
time=52834, red=28065, ir=29431
time=52844, red=28070, ir=29414
time=52854, red=28063, ir=29413
time=52864, red=28056, ir=29427
time=52874, red=28071, ir=29439
time=52884, red=28071, ir=29436
time=52894, red=28086, ir=29433
time=52904, red=28082, ir=29440
time=52914, red=28093, ir=29445
time=52924, red=28114, ir=29448
time=52934, red=28107, ir=29460
time=52944, red=28126, ir=29465
time=52954, red=28109, ir=29448
time=52964, red=28108, ir=29442
time=52974, red=28111, ir=29427
time=52984, red=28131, ir=29435
time=52994, red=28131, ir=29452
time=53004, red=28149, ir=29452
time=53014, red=28158, ir=29463
time=53024, red=28187, ir=29483
time=53034, red=28215, ir=29514
time=53044, red=28241, ir=29547
time=53054, red=28274, ir=29590
time=53064, red=28324, ir=29622
time=53074, red=28343, ir=29661
time=53084, red=28363, ir=29687
time=53094, red=28373, ir=29695
time=53104, red=28367, ir=29709
time=53114, red=28380, ir=29711
time=53124, red=28378, ir=29706
time=53134, red=28374, ir=29700
time=53144, red=28354, ir=29676
time=53154, red=28352, ir=29670
time=53164, red=28361, ir=29697
time=53174, red=28377, ir=29706
time=53184, red=28386, ir=29720
time=53194, red=28415, ir=29748
time=53204, red=28423, ir=29766
time=53214, red=28442, ir=29781
time=53224, red=28464, ir=29819
time=53234, red=28481, ir=29821
HR=260, SP=85
time=53244, red=28494, ir=29845
time=53254, red=28500, ir=29851
time=53264, red=28482, ir=29830
time=53274, red=28493, ir=29834
time=53284, red=28494, ir=29836
time=53294, red=28506, ir=29842
time=53304, red=28515, ir=29826
time=53314, red=28507, ir=29840
time=53324, red=28511, ir=29841
time=53334, red=28512, ir=29834
time=53344, red=28502, ir=29826
time=53354, red=28487, ir=29811
time=53364, red=28474, ir=29817
time=53374, red=28470, ir=29809
time=53384, red=28473, ir=29796
time=53394, red=28453, ir=29784
time=53404, red=28442, ir=29761
time=53414, red=28416, ir=29746
time=53424, red=28409, ir=29714
time=53434, red=28370, ir=29673
time=53444, red=28358, ir=29683
time=53454, red=28353, ir=29661
time=53464, red=28351, ir=29683
time=53474, red=28358, ir=29669
time=53484, red=28354, ir=29677
time=53494, red=28334, ir=29669
time=53504, red=28315, ir=29648
time=53514, red=28293, ir=29624
time=53524, red=28291, ir=29607
time=53534, red=28283, ir=29605
time=53544, red=28264, ir=29601
time=53554, red=28276, ir=29614
time=53564, red=28272, ir=29625
time=53574, red=28277, ir=29619
time=53584, red=28265, ir=29613
time=53594, red=28257, ir=29606
time=53604, red=28232, ir=29592
time=53614, red=28243, ir=29592
time=53624, red=28238, ir=29602
time=53634, red=28263, ir=29620
time=53644, red=28250, ir=29637
time=53654, red=28279, ir=29631
time=53664, red=28283, ir=29654
time=53674, red=28303, ir=29674
time=53684, red=28309, ir=29681
time=53695, red=28332, ir=29693
time=53705, red=28358, ir=29734
time=53715, red=28353, ir=29746
time=53725, red=28394, ir=29761
time=53735, red=28385, ir=29766
time=53745, red=28391, ir=29770
time=53755, red=28398, ir=29770
time=53765, red=28402, ir=29792
time=53775, red=28428, ir=29807
time=53785, red=28435, ir=29802
time=53795, red=28414, ir=29798
time=53805, red=28430, ir=29807
time=53815, red=28432, ir=29815
time=53825, red=28435, ir=29813
time=53835, red=28430, ir=29805
time=53845, red=28399, ir=29787
time=53855, red=28394, ir=29772
time=53865, red=28365, ir=29762
time=53875, red=28368, ir=29737
time=53885, red=28357, ir=29737
time=53895, red=28370, ir=29748
time=53905, red=28369, ir=29770
time=53915, red=28376, ir=29757
time=53925, red=28380, ir=29767
time=53935, red=28383, ir=29756
time=53945, red=28374, ir=29758
time=53955, red=28382, ir=29777
time=53965, red=28383, ir=29773
time=53975, red=28393, ir=29765
time=53985, red=28400, ir=29778
time=53995, red=28384, ir=29776
time=54005, red=28373, ir=29762
time=54015, red=28369, ir=29756
time=54025, red=28351, ir=29747
time=54035, red=28350, ir=29745
time=54045, red=28336, ir=29730
time=54055, red=28304, ir=29712
time=54065, red=28307, ir=29700
time=54075, red=28295, ir=29693
time=54085, red=28298, ir=29696
time=54095, red=28309, ir=29716
time=54105, red=28308, ir=29708
time=54115, red=28339, ir=29718
time=54125, red=28330, ir=29720
time=54135, red=28337, ir=29740
time=54145, red=28337, ir=29736
time=54155, red=28345, ir=29747
time=54165, red=28365, ir=29779
time=54175, red=28379, ir=29786
time=54185, red=28411, ir=29816
time=54195, red=28437, ir=29849
time=54205, red=28462, ir=29876
time=54215, red=28488, ir=29894
time=54225, red=28508, ir=29913
time=54235, red=28518, ir=29920
HR=181, SP=76
time=54261, red=28538, ir=29932
time=54265, red=28540, ir=29948
time=54275, red=28561, ir=29957
time=54285, red=28581, ir=29965
time=54295, red=28589, ir=29977
time=54305, red=28610, ir=29990
time=54315, red=28611, ir=29985
time=54325, red=28609, ir=29980
time=54335, red=28597, ir=29989
time=54345, red=28589, ir=29974
time=54355, red=28606, ir=29980
time=54365, red=28600, ir=29978
time=54375, red=28600, ir=29969
time=54385, red=28600, ir=29987
time=54395, red=28609, ir=29991
time=54405, red=28628, ir=30010
time=54415, red=28669, ir=30044
time=54425, red=28693, ir=30079
time=54435, red=28715, ir=30106
time=54445, red=28735, ir=30119
time=54455, red=28746, ir=30122
time=54465, red=28746, ir=30131
time=54475, red=28763, ir=30160
time=54485, red=28772, ir=30161
time=54495, red=28785, ir=30193
time=54505, red=28791, ir=30186
time=54515, red=28801, ir=30203
time=54525, red=28817, ir=30210
time=54535, red=28820, ir=30204
time=54545, red=28809, ir=30203
time=54555, red=28779, ir=30195
time=54565, red=28770, ir=30175
time=54575, red=28807, ir=30161
time=54585, red=28776, ir=30170
time=54595, red=28781, ir=30174
time=54605, red=28802, ir=30192
time=54615, red=28838, ir=30204
time=54625, red=28845, ir=30229
time=54635, red=28857, ir=30231
time=54645, red=28887, ir=30260
time=54655, red=28928, ir=30296
time=54665, red=28961, ir=30347
time=54675, red=28984, ir=30365
time=54685, red=29000, ir=30369
time=54695, red=28996, ir=30377
time=54705, red=29001, ir=30399
time=54715, red=29005, ir=30401
time=54725, red=29025, ir=30396
time=54735, red=29036, ir=30410
time=54745, red=29051, ir=30431
time=54755, red=29059, ir=30456
time=54765, red=29066, ir=30458
time=54775, red=29076, ir=30461
time=54785, red=29080, ir=30458
time=54795, red=29078, ir=30473
time=54805, red=29076, ir=30484
time=54815, red=29081, ir=30484
