time=104230, red=80183, ir=93361
time=104240, red=80194, ir=93377
time=104250, red=80179, ir=93386
time=104260, red=80186, ir=93388
time=104270, red=80185, ir=93400
time=104280, red=80180, ir=93403
time=104290, red=80184, ir=93390
time=104300, red=80180, ir=93395
time=104310, red=80186, ir=93419
time=104320, red=80197, ir=93424
time=104330, red=80188, ir=93439
time=104340, red=80187, ir=93445
time=104350, red=80201, ir=93444
time=104360, red=80189, ir=93448
time=104370, red=80165, ir=93442
time=104380, red=80176, ir=93454
time=104390, red=80186, ir=93469
time=104400, red=80189, ir=93469
time=104410, red=80188, ir=93456
time=104420, red=80183, ir=93484
time=104430, red=80186, ir=93485
time=104440, red=80181, ir=93486
time=104450, red=80191, ir=93483
time=104460, red=80193, ir=93500
time=104470, red=80203, ir=93514
time=104480, red=80190, ir=93507
time=104490, red=80186, ir=93503
time=104500, red=80198, ir=93507
HR=136, SP=100
time=104526, red=80186, ir=93500
time=104531, red=80184, ir=93502
time=104540, red=80180, ir=93520
time=104550, red=80192, ir=93524
time=104560, red=80190, ir=93530
time=104570, red=80193, ir=93531
time=104580, red=80188, ir=93536
time=104590, red=80192, ir=93539
time=104600, red=80177, ir=93546
time=104610, red=80188, ir=93544
time=104620, red=80189, ir=93553
time=104630, red=80178, ir=93551
time=104640, red=80190, ir=93556
time=104650, red=80175, ir=93566
time=104660, red=80177, ir=93583
time=104670, red=80177, ir=93573
time=104680, red=80177, ir=93582
time=104690, red=80171, ir=93575
time=104700, red=80183, ir=93582
time=104710, red=80186, ir=93588
time=104720, red=80202, ir=93604
time=104730, red=80183, ir=93592
time=104740, red=80183, ir=93603
time=104750, red=80186, ir=93616
time=104760, red=80175, ir=93627
time=104770, red=80173, ir=93632
time=104780, red=80192, ir=93626
time=104790, red=80169, ir=93618
time=104800, red=80180, ir=93624
time=104810, red=80163, ir=93641
time=104820, red=80179, ir=93650
time=104830, red=80182, ir=93650
time=104840, red=80203, ir=93664
time=104850, red=80188, ir=93669
time=104860, red=80181, ir=93673
time=104870, red=80175, ir=93666
time=104880, red=80181, ir=93677
time=104890, red=80180, ir=93687
time=104900, red=80182, ir=93691
time=104910, red=80182, ir=93688
time=104920, red=80185, ir=93690
time=104930, red=80190, ir=93684
time=104940, red=80178, ir=93697
time=104950, red=80166, ir=93696
time=104960, red=80173, ir=93687
time=104970, red=80162, ir=93672
time=104980, red=80174, ir=93673
time=104990, red=80165, ir=93670
time=105000, red=80156, ir=93644
time=105010, red=80149, ir=93650
time=105020, red=80148, ir=93636
time=105030, red=80146, ir=93629
time=105040, red=80146, ir=93613
time=105050, red=80135, ir=93593
time=105060, red=80146, ir=93583
time=105070, red=80118, ir=93581
time=105080, red=80115, ir=93562
time=105090, red=80122, ir=93545
time=105100, red=80116, ir=93521
time=105110, red=80114, ir=93517
time=105120, red=80115, ir=93494
time=105130, red=80102, ir=93476
time=105140, red=80110, ir=93455
time=105150, red=80118, ir=93452
time=105160, red=80107, ir=93425
time=105170, red=80103, ir=93418
time=105180, red=80101, ir=93409
time=105190, red=80096, ir=93396
time=105200, red=80115, ir=93375
time=105210, red=80095, ir=93365
time=105220, red=80106, ir=93360
time=105230, red=80111, ir=93347
time=105240, red=80104, ir=93331
time=105250, red=80112, ir=93341
time=105260, red=80106, ir=93325
time=105270, red=80111, ir=93323
time=105280, red=80111, ir=93316
time=105290, red=80117, ir=93299
time=105300, red=80126, ir=93295
time=105310, red=80116, ir=93310
time=105320, red=80132, ir=93290
time=105330, red=80119, ir=93320
time=105340, red=80111, ir=93304
time=105350, red=80131, ir=93310
time=105360, red=80128, ir=93318
time=105370, red=80125, ir=93329
time=105380, red=80144, ir=93335
time=105390, red=80143, ir=93320
time=105400, red=80155, ir=93331
time=105410, red=80145, ir=93335
time=105420, red=80151, ir=93346
time=105430, red=80163, ir=93351
time=105440, red=80164, ir=93356
time=105450, red=80159, ir=93355
time=105460, red=80174, ir=93363
time=105470, red=80162, ir=93360
time=105480, red=80157, ir=93380
time=105490, red=80175, ir=93389
time=105500, red=80179, ir=93377
time=105510, red=80192, ir=93379
HR=127, SP=100
time=105520, red=80172, ir=93394
time=105530, red=80179, ir=93391
time=105540, red=80172, ir=93395
time=105550, red=80167, ir=93398
time=105560, red=80188, ir=93395
time=105570, red=80177, ir=93398
time=105580, red=80179, ir=93395
time=105590, red=80193, ir=93404
time=105600, red=80200, ir=93399
time=105610, red=80186, ir=93407
time=105620, red=80184, ir=93402
time=105630, red=80177, ir=93419
time=105640, red=80190, ir=93403
time=105650, red=80186, ir=93414
time=105660, red=80192, ir=93401
time=105670, red=80201, ir=93416
time=105680, red=80187, ir=93421
time=105690, red=80178, ir=93414
time=105700, red=80186, ir=93422
time=105710, red=80186, ir=93420
time=105720, red=80194, ir=93430
time=105730, red=80181, ir=93431
time=105740, red=80181, ir=93442
time=105750, red=80192, ir=93439
time=105760, red=80187, ir=93457
time=105770, red=80200, ir=93454
time=105780, red=80201, ir=93445
time=105790, red=80193, ir=93448
time=105800, red=80203, ir=93456
time=105810, red=80205, ir=93459
time=105820, red=80207, ir=93457
time=105830, red=80207, ir=93467
time=105840, red=80185, ir=93460
time=105850, red=80197, ir=93476
time=105860, red=80203, ir=93481
time=105870, red=80203, ir=93485
time=105880, red=80190, ir=93499
time=105890, red=80210, ir=93490
time=105900, red=80194, ir=93491
time=105910, red=80197, ir=93508
time=105920, red=80193, ir=93507
time=105930, red=80209, ir=93518
time=105940, red=80211, ir=93505
time=105950, red=80205, ir=93516
time=105960, red=80191, ir=93519
time=105970, red=80205, ir=93531
time=105980, red=80216, ir=93519
time=105990, red=80204, ir=93539
time=106000, red=80217, ir=93548
time=106010, red=80212, ir=93545
time=106020, red=80211, ir=93548
time=106030, red=80212, ir=93556
time=106040, red=80218, ir=93550
time=106050, red=80199, ir=93572
time=106060, red=80207, ir=93578
time=106070, red=80201, ir=93572
time=106080, red=80219, ir=93561
time=106090, red=80227, ir=93580
time=106100, red=80204, ir=93569
time=106110, red=80230, ir=93588
time=106120, red=80206, ir=93583
time=106130, red=80213, ir=93571
time=106140, red=80211, ir=93586
time=106150, red=80224, ir=93592
time=106160, red=80212, ir=93621
time=106170, red=80208, ir=93619
time=106180, red=80208, ir=93609
time=106190, red=80204, ir=93623
time=106200, red=80208, ir=93618
time=106210, red=80223, ir=93623
time=106220, red=80216, ir=93642
time=106230, red=80207, ir=93637
time=106240, red=80220, ir=93637
time=106250, red=80219, ir=93643
time=106260, red=80224, ir=93650
time=106270, red=80214, ir=93658
time=106280, red=80207, ir=93674
time=106290, red=80216, ir=93670
time=106300, red=80226, ir=93675
