time=24228, red=82596, ir=255728
time=28620, red=82495, ir=255094
time=28630, red=82498, ir=255100
time=28640, red=82494, ir=255111
time=28650, red=82491, ir=255124
time=28660, red=82502, ir=255123
time=28670, red=82488, ir=255130
time=28680, red=82492, ir=255115
time=28690, red=82484, ir=255123
time=28700, red=82501, ir=255127
time=28710, red=82494, ir=255139
time=28720, red=82495, ir=255143
time=28730, red=82495, ir=255171
time=28740, red=82504, ir=255204
time=28750, red=82502, ir=255198
time=28760, red=82513, ir=255230
time=28770, red=82504, ir=255234
time=28780, red=82512, ir=255233
time=28790, red=82500, ir=255248
time=28800, red=82501, ir=255251
time=28810, red=82502, ir=255243
time=28820, red=82506, ir=255230
time=28830, red=82494, ir=255256
time=28840, red=82498, ir=255275
time=28850, red=82502, ir=255280
time=28860, red=82518, ir=255320
time=28870, red=82511, ir=255337
time=28880, red=82502, ir=255355
time=28890, red=82527, ir=255366
time=28900, red=82517, ir=255374
time=28910, red=82519, ir=255379
time=28920, red=82514, ir=255372
time=28930, red=82527, ir=255394
time=28940, red=82524, ir=255414
time=28950, red=82518, ir=255417
time=28960, red=82512, ir=255413
time=28970, red=82504, ir=255410
time=28980, red=82520, ir=255442
time=28990, red=82501, ir=255440
time=29000, red=82516, ir=255486
time=29010, red=82502, ir=255495
time=29020, red=82519, ir=255496
time=29030, red=82521, ir=255495
time=29040, red=82508, ir=255522
time=29050, red=82516, ir=255532
time=29060, red=82511, ir=255535
time=29070, red=82525, ir=255543
time=29080, red=82514, ir=255558
time=29090, red=82530, ir=255574
time=29100, red=82517, ir=255580
time=29110, red=82523, ir=255587
HR=57, SP=16
time=29120, red=82518, ir=255585
time=29130, red=82506, ir=255600
time=29140, red=82520, ir=255611
time=29150, red=82516, ir=255623
time=29160, red=82518, ir=255637
time=29170, red=82514, ir=255654
time=29180, red=82519, ir=255641
time=29190, red=82514, ir=255662
time=29200, red=82531, ir=255666
time=29210, red=82523, ir=255669
time=29220, red=82516, ir=255688
time=29230, red=82521, ir=255690
time=29240, red=82510, ir=255715
time=29250, red=82516, ir=255726
time=29260, red=82531, ir=255743
time=29270, red=82526, ir=255735
time=29280, red=82527, ir=255744
time=29290, red=82526, ir=255756
time=29300, red=82511, ir=255792
time=29310, red=82525, ir=255816
time=29320, red=82536, ir=255824
time=29330, red=82550, ir=255873
time=29340, red=82542, ir=255874
time=29350, red=82556, ir=255892
time=29360, red=82541, ir=255903
time=29370, red=82538, ir=255907
time=29380, red=82533, ir=255887
time=29390, red=82529, ir=255903
time=29400, red=82513, ir=255889
time=29410, red=82525, ir=255864
time=29420, red=82524, ir=255845
time=29430, red=82498, ir=255809
time=29440, red=82501, ir=255802
time=29450, red=82498, ir=255758
time=29460, red=82489, ir=255733
time=29470, red=82499, ir=255689
time=29480, red=82480, ir=255649
time=29490, red=82477, ir=255607
time=29500, red=82479, ir=255570
time=29510, red=82460, ir=255562
time=29520, red=82461, ir=255512
time=29530, red=82458, ir=255479
time=29540, red=82456, ir=255430
time=29550, red=82449, ir=255388
time=29560, red=82443, ir=255353
time=29570, red=82440, ir=255323
time=29580, red=82434, ir=255255
time=29590, red=82433, ir=255210
time=29600, red=82407, ir=255136
time=29610, red=82418, ir=255097
time=29620, red=82410, ir=255067
time=29630, red=82421, ir=255034
time=29640, red=82419, ir=255037
time=29650, red=82421, ir=255006
time=29660, red=82422, ir=254981
time=29670, red=82419, ir=254957
time=29680, red=82425, ir=254950
time=29690, red=82414, ir=254916
time=29700, red=82416, ir=254900
time=29710, red=82436, ir=254869
time=29720, red=82420, ir=254844
time=29730, red=82423, ir=254833
time=29740, red=82418, ir=254811
time=29750, red=82425, ir=254817
time=29760, red=82409, ir=254808
time=29770, red=82427, ir=254793
time=29780, red=82435, ir=254779
time=29790, red=82424, ir=254780
time=29800, red=82438, ir=254767
time=29810, red=82425, ir=254777
time=29820, red=82443, ir=254809
time=29830, red=82437, ir=254811
time=29840, red=82448, ir=254818
time=29850, red=82451, ir=254831
time=29860, red=82455, ir=254856
time=29870, red=82456, ir=254870
time=29880, red=82462, ir=254885
time=29890, red=82460, ir=254936
time=29900, red=82475, ir=254947
time=29910, red=82475, ir=254959
time=29920, red=82485, ir=254973
time=29930, red=82475, ir=254975
time=29940, red=82493, ir=254974
time=29950, red=82486, ir=254984
time=29960, red=82483, ir=255011
time=29970, red=82487, ir=255021
time=29980, red=82488, ir=255041
time=29990, red=82499, ir=255028
time=30000, red=82500, ir=255040
time=30010, red=82488, ir=255053
time=30020, red=82495, ir=255070
time=30030, red=82506, ir=255085
time=30040, red=82494, ir=255082
time=30050, red=82496, ir=255067
time=30060, red=82492, ir=255062
time=30070, red=82475, ir=255053
time=30080, red=82491, ir=255054
time=30090, red=82484, ir=255052
time=30100, red=82498, ir=255049
time=30110, red=82497, ir=255055
HR=74, SP=16
time=30135, red=82487, ir=255052
time=30140, red=82478, ir=255075
time=30150, red=82492, ir=255056
time=30160, red=82500, ir=255074
time=30170, red=82490, ir=255076
time=30180, red=82486, ir=255054
time=30190, red=82498, ir=255065
time=30200, red=82492, ir=255050
time=30210, red=82493, ir=255088
time=30220, red=82505, ir=255103
time=30230, red=82493, ir=255104
time=30240, red=82494, ir=255129
time=30250, red=82501, ir=255135
time=30260, red=82484, ir=255121
time=30270, red=82483, ir=255099
time=30280, red=82506, ir=255090
time=30290, red=82496, ir=255061
time=30300, red=82503, ir=255038
time=30310, red=82498, ir=255040
time=30320, red=82489, ir=255044
time=30330, red=82475, ir=255060
time=30340, red=82503, ir=255054
time=30350, red=82485, ir=255071
time=30360, red=82487, ir=255085
time=30370, red=82491, ir=255101
time=30380, red=82496, ir=255117
time=30390, red=82485, ir=255129
time=30400, red=82490, ir=255155
time=30410, red=82499, ir=255145
time=30420, red=82499, ir=255166
time=30430, red=82492, ir=255175
time=30440, red=82499, ir=255187
time=30450, red=82508, ir=255244
time=30460, red=82512, ir=255248
time=30470, red=82508, ir=255279
time=30480, red=82514, ir=255281
time=30490, red=82514, ir=255288
time=30500, red=82505, ir=255317
time=30510, red=82517, ir=255330
time=30520, red=82504, ir=255373
time=30530, red=82515, ir=255375
time=30540, red=82514, ir=255390
time=30550, red=82518, ir=255393
time=30560, red=82518, ir=255401
time=30570, red=82523, ir=255432
time=30580, red=82533, ir=255441
time=30590, red=82517, ir=255468
time=30600, red=82529, ir=255475
time=30610, red=82522, ir=255518
time=30620, red=82527, ir=255528
time=30630, red=82532, ir=255557
time=30640, red=82536, ir=255559
time=30650, red=82522, ir=255568
time=30660, red=82519, ir=255578
time=30670, red=82529, ir=255614
time=30680, red=82526, ir=255622
time=30690, red=82519, ir=255640
time=30700, red=82526, ir=255653
time=30710, red=82546, ir=255677
time=30720, red=82534, ir=255675
time=30730, red=82538, ir=255674
time=30740, red=82535, ir=255705
time=30750, red=82537, ir=255699
time=30760, red=82530, ir=255714
time=30770, red=82539, ir=255731
time=30780, red=82541, ir=255727
time=30790, red=82539, ir=255747
time=30800, red=82544, ir=255736
time=30810, red=82538, ir=255769
time=30820, red=82531, ir=255782
time=30830, red=82535, ir=255799
time=30840, red=82542, ir=255828
time=30850, red=82539, ir=255842
time=30860, red=82541, ir=255836
time=30870, red=82536, ir=255860
time=30880, red=82535, ir=255875
time=30890, red=82526, ir=255883
time=30900, red=82549, ir=255892
time=30910, red=82556, ir=255948
time=30920, red=82552, ir=255957
time=30930, red=82556, ir=255977
time=30940, red=82562, ir=255975
time=30950, red=82553, ir=255992
time=30960, red=82545, ir=256004
time=30970, red=82538, ir=255996
time=30980, red=82552, ir=255985
time=30990, red=82553, ir=255972
time=31000, red=82536, ir=255955
time=31010, red=82534, ir=255931
time=31020, red=82532, ir=255900
time=31030, red=82511, ir=255873
time=31040, red=82512, ir=255825
time=31050, red=82512, ir=255800
time=31060, red=82503, ir=255753
time=31070, red=82504, ir=255736
time=31080, red=82502, ir=255706
time=31090, red=82488, ir=255677
time=31100, red=82479, ir=255624
time=31110, red=82486, ir=255586
time=31120, red=82482, ir=255526
HR=74, SP=16
time=31130, red=82467, ir=255479
time=31140, red=82465, ir=255455
time=31150, red=82459, ir=255410
time=31160, red=82456, ir=255366
time=31170, red=82457, ir=255324
time=31180, red=82457, ir=255285
time=31190, red=82441, ir=255234
time=31200, red=82428, ir=255185
time=31210, red=82433, ir=255149
time=31220, red=82433, ir=255086
time=31230, red=82438, ir=255045
time=31240, red=82421, ir=255018
time=31250, red=82433, ir=255003
time=31260, red=82415, ir=254986
time=31270, red=82423, ir=254956
time=31280, red=82433, ir=254942
time=31290, red=82432, ir=254909
time=31300, red=82448, ir=254896
time=31310, red=82436, ir=254882
time=31320, red=82439, ir=254854
time=31330, red=82444, ir=254854
time=31340, red=82436, ir=254838
time=31350, red=82447, ir=254821
time=31360, red=82449, ir=254809
time=31370, red=82448, ir=254792
time=31380, red=82438, ir=254786
time=31390, red=82440, ir=254810
time=31400, red=82469, ir=254823
time=31410, red=82444, ir=254826
time=31420, red=82454, ir=254845
time=31430, red=82460, ir=254850
time=31440, red=82473, ir=254860
time=31450, red=82470, ir=254880
time=31460, red=82471, ir=254890
time=31470, red=82489, ir=254889
time=31480, red=82486, ir=254899
time=31490, red=82476, ir=254905
time=31500, red=82475, ir=254901
time=31510, red=82474, ir=254939
time=31520, red=82483, ir=254957
time=31530, red=82498, ir=254977
time=31540, red=82491, ir=254980
time=31550, red=82509, ir=255002
time=31560, red=82509, ir=255014
time=31570, red=82501, ir=255009
time=31580, red=82485, ir=255014
time=31590, red=82503, ir=255017
time=31600, red=82503, ir=255039
time=31610, red=82491, ir=255038
time=31620, red=82503, ir=255065
time=31630, red=82500, ir=255061
time=31640, red=82505, ir=255070
time=31650, red=82514, ir=255056
time=31660, red=82506, ir=255087
time=31670, red=82496, ir=255062
time=31680, red=82507, ir=255061
time=31690, red=82500, ir=255057
time=31700, red=82509, ir=255065
time=31710, red=82497, ir=255075
time=31720, red=82503, ir=255094
time=31730, red=82510, ir=255074
time=31740, red=82509, ir=255058
time=31750, red=82508, ir=255049
time=31760, red=82500, ir=255028
time=31770, red=82508, ir=255038
time=31780, red=82498, ir=255026
time=31790, red=82511, ir=255056
time=31800, red=82499, ir=255074
time=31810, red=82519, ir=255068
time=31820, red=82512, ir=255072
time=31830, red=82512, ir=255081
time=31840, red=82492, ir=255074
time=31850, red=82508, ir=255084
time=31860, red=82497, ir=255106
time=31870, red=82504, ir=255109
time=31880, red=82521, ir=255122
time=31890, red=82518, ir=255134
time=31900, red=82518, ir=255182
time=31910, red=82521, ir=255174
time=31920, red=82529, ir=255199
time=31930, red=82516, ir=255214
time=31940, red=82519, ir=255212
time=31950, red=82524, ir=255222
time=31960, red=82525, ir=255244
time=31970, red=82527, ir=255253
time=31980, red=82529, ir=255277
time=31990, red=82543, ir=255307
time=32000, red=82533, ir=255305
time=32010, red=82537, ir=255319
time=32020, red=82534, ir=255323
time=32030, red=82521, ir=255317
time=32040, red=82537, ir=255322
time=32050, red=82528, ir=255323
time=32060, red=82537, ir=255336
time=32070, red=82531, ir=255369
time=32080, red=82524, ir=255342
time=32090, red=82525, ir=255363
time=32100, red=82523, ir=255368
time=32110, red=82517, ir=255367
time=32120, red=82528, ir=255387
HR=107, SP=40
time=32145, red=82528, ir=255378
time=32150, red=82527, ir=255416
time=32160, red=82520, ir=255413
time=32170, red=82543, ir=255415
time=32180, red=82519, ir=255431
time=32190, red=82533, ir=255426
time=32200, red=82550, ir=255455
time=32210, red=82513, ir=255465
time=32220, red=82528, ir=255469
time=32230, red=82537, ir=255485
time=32240, red=82534, ir=255481
time=32250, red=82531, ir=255472
time=32260, red=82545, ir=255494
time=32270, red=82526, ir=255488
time=32280, red=82526, ir=255490
time=32290, red=82521, ir=255508
time=32300, red=82530, ir=255517
time=32310, red=82513, ir=255515
time=32320, red=82531, ir=255537
time=32330, red=82535, ir=255550
time=32340, red=82524, ir=255540
time=32350, red=82535, ir=255582
time=32360, red=82531, ir=255597
time=32370, red=82529, ir=255600
time=32380, red=82525, ir=255595
time=32390, red=82545, ir=255621
time=32400, red=82536, ir=255625
time=32410, red=82531, ir=255656
time=32420, red=82537, ir=255671
time=32430, red=82544, ir=255664
time=32440, red=82529, ir=255663
time=32450, red=82525, ir=255654
time=32460, red=82520, ir=255635
time=32470, red=82511, ir=255617
time=32480, red=82524, ir=255650
time=32490, red=82517, ir=255644
time=32500, red=82513, ir=255673
time=32510, red=82528, ir=255679
time=32520, red=82518, ir=255697
time=32530, red=82523, ir=255713
time=32540, red=82510, ir=255697
time=32550, red=82508, ir=255697
time=32560, red=82524, ir=255666
time=32570, red=82519, ir=255658
time=32580, red=82507, ir=255638
time=32590, red=82501, ir=255615
time=32600, red=82491, ir=255584
time=32610, red=82501, ir=255579
time=32620, red=82493, ir=255547
time=32630, red=82475, ir=255486
time=32640, red=82480, ir=255433
time=32650, red=82474, ir=255396
time=32661, red=82455, ir=255338
time=32671, red=82465, ir=255299
time=32681, red=82453, ir=255252
time=32691, red=82448, ir=255219
time=32701, red=82439, ir=255163
time=32711, red=82441, ir=255117
time=32721, red=82424, ir=255067
time=32731, red=82434, ir=255018
time=32741, red=82416, ir=254956
time=32751, red=82416, ir=254921
time=32761, red=82408, ir=254873
time=32771, red=82420, ir=254823
time=32781, red=82417, ir=254798
time=32791, red=82409, ir=254783
time=32801, red=82403, ir=254746
time=32811, red=82411, ir=254729
time=32821, red=82422, ir=254694
time=32831, red=82412, ir=254681
time=32841, red=82412, ir=254648
time=32851, red=82420, ir=254651
time=32861, red=82416, ir=254656
time=32871, red=82437, ir=254629
time=32881, red=82426, ir=254603
time=32891, red=82424, ir=254594
time=32901, red=82417, ir=254580
time=32911, red=82442, ir=254583
time=32921, red=82435, ir=254584
time=32931, red=82431, ir=254569
time=32941, red=82439, ir=254577
