time=29494, red=82873, ir=92574
time=29504, red=82887, ir=92585
time=29514, red=82886, ir=92591
time=29524, red=82881, ir=92591
time=29534, red=82868, ir=92605
time=29544, red=82886, ir=92609
time=29554, red=82884, ir=92617
time=29564, red=82883, ir=92631
time=29574, red=82870, ir=92634
time=29584, red=82878, ir=92640
time=29594, red=82863, ir=92656
time=29604, red=82880, ir=92681
time=29614, red=82877, ir=92691
time=29624, red=82879, ir=92708
time=29634, red=82878, ir=92718
time=29644, red=82903, ir=92732
time=29654, red=82896, ir=92743
time=29664, red=82901, ir=92757
time=29674, red=82895, ir=92751
time=29684, red=82894, ir=92741
time=29694, red=82912, ir=92760
time=29704, red=82887, ir=92785
time=29714, red=82887, ir=92781
time=29724, red=82884, ir=92788
time=29734, red=82891, ir=92808
time=29744, red=82884, ir=92804
time=29754, red=82900, ir=92824
time=29764, red=82896, ir=92828
time=29774, red=82876, ir=92805
time=29784, red=82888, ir=92811
time=29794, red=82877, ir=92818
time=29804, red=82883, ir=92831
time=29814, red=82885, ir=92836
time=29824, red=82874, ir=92846
time=29834, red=82874, ir=92846
time=29844, red=82881, ir=92851
time=29854, red=82877, ir=92866
time=29864, red=82887, ir=92884
time=29874, red=82897, ir=92913
time=29884, red=82900, ir=92915
time=29894, red=82899, ir=92908
time=29904, red=82908, ir=92936
time=29914, red=82893, ir=92947
time=29924, red=82909, ir=92963
time=29934, red=82908, ir=92968
time=29944, red=82901, ir=92970
time=29954, red=82894, ir=92976
time=29964, red=82892, ir=92969
time=29974, red=82897, ir=92961
time=29984, red=82870, ir=92970
time=29994, red=82890, ir=92964
time=30004, red=82895, ir=92972
time=30014, red=82896, ir=92983
time=30024, red=82896, ir=92989
time=30034, red=82919, ir=92987
time=30044, red=82914, ir=92989
time=30054, red=82913, ir=92995
time=30064, red=82902, ir=93018
time=30074, red=82913, ir=93025
time=30084, red=82918, ir=93024
time=30094, red=82914, ir=93018
time=30104, red=82917, ir=93035
time=30114, red=82900, ir=93039
HR=125, SP=96
time=30140, red=82898, ir=93042
time=30144, red=82898, ir=93057
time=30154, red=82914, ir=93056
time=30164, red=82886, ir=93079
time=30174, red=82879, ir=93067
time=30184, red=82899, ir=93073
time=30194, red=82892, ir=93081
time=30204, red=82889, ir=93094
time=30214, red=82883, ir=93066
time=30224, red=82879, ir=93081
time=30234, red=82877, ir=93076
time=30244, red=82865, ir=93079
time=30254, red=82863, ir=93082
time=30264, red=82851, ir=93073
time=30274, red=82845, ir=93072
time=30284, red=82829, ir=93049
time=30294, red=82819, ir=93028
time=30304, red=82791, ir=93021
time=30314, red=82790, ir=92980
time=30324, red=82777, ir=92970
time=30334, red=82776, ir=92946
time=30344, red=82747, ir=92937
time=30354, red=82749, ir=92928
time=30364, red=82730, ir=92905
time=30374, red=82739, ir=92856
time=30384, red=82695, ir=92860
time=30394, red=82692, ir=92808
time=30404, red=82674, ir=92767
time=30414, red=82664, ir=92740
time=30424, red=82674, ir=92700
time=30434, red=82637, ir=92664
time=30444, red=82625, ir=92618
time=30454, red=82651, ir=92530
time=30464, red=82584, ir=92500
time=30474, red=82591, ir=92449
time=30484, red=82583, ir=92424
time=30494, red=82579, ir=92417
time=30504, red=82571, ir=92393
time=30514, red=82566, ir=92342
time=30524, red=82540, ir=92324
time=30534, red=82552, ir=92303
time=30544, red=82552, ir=92282
time=30554, red=82560, ir=92279
time=30564, red=82558, ir=92269
time=30574, red=82570, ir=92260
time=30584, red=82551, ir=92240
time=30594, red=82544, ir=92234
time=30604, red=82562, ir=92228
time=30614, red=82542, ir=92225
time=30624, red=82540, ir=92214
time=30634, red=82553, ir=92221
time=30644, red=82563, ir=92221
time=30654, red=82567, ir=92225
time=30664, red=82584, ir=92240
time=30674, red=82572, ir=92226
time=30684, red=82562, ir=92221
time=30694, red=82579, ir=92234
time=30704, red=82573, ir=92230
time=30714, red=82587, ir=92238
time=30724, red=82578, ir=92246
time=30734, red=82576, ir=92227
time=30744, red=82573, ir=92226
time=30754, red=82578, ir=92234
time=30764, red=82580, ir=92244
time=30774, red=82601, ir=92245
time=30784, red=82587, ir=92251
time=30794, red=82580, ir=92235
time=30804, red=82593, ir=92243
time=30814, red=82614, ir=92258
time=30824, red=82607, ir=92268
time=30834, red=82604, ir=92272
time=30844, red=82619, ir=92268
time=30854, red=82611, ir=92246
time=30864, red=82612, ir=92260
time=30874, red=82619, ir=92266
time=30884, red=82614, ir=92249
time=30894, red=82625, ir=92245
time=30904, red=82624, ir=92251
time=30914, red=82638, ir=92256
time=30924, red=82642, ir=92246
time=30934, red=82652, ir=92258
time=30944, red=82654, ir=92230
time=30954, red=82655, ir=92215
time=30964, red=82648, ir=92213
time=30974, red=82662, ir=92234
time=30984, red=82658, ir=92212
time=30994, red=82666, ir=92205
time=31004, red=82664, ir=92186
time=31014, red=82656, ir=92183
time=31024, red=82654, ir=92167
time=31034, red=82674, ir=92165
time=31044, red=82658, ir=92171
time=31054, red=82650, ir=92167
time=31064, red=82645, ir=92152
time=31074, red=82656, ir=92152
time=31084, red=82663, ir=92130
time=31094, red=82657, ir=92136
time=31104, red=82668, ir=92129
time=31114, red=82660, ir=92111
time=31124, red=82652, ir=92108
HR=64, SP=-1
time=31134, red=82646, ir=92094
time=31144, red=82642, ir=92094
time=31154, red=82643, ir=92084
time=31164, red=82641, ir=92084
time=31174, red=82635, ir=92104
time=31184, red=82659, ir=92089
time=31194, red=82646, ir=92089
time=31204, red=82649, ir=92110
time=31214, red=82653, ir=92125
time=31224, red=82653, ir=92136
time=31234, red=82655, ir=92143
time=31244, red=82651, ir=92177
time=31254, red=82673, ir=92193
time=31264, red=82660, ir=92192
time=31274, red=82668, ir=92196
time=31284, red=82666, ir=92218
time=31294, red=82654, ir=92232
time=31304, red=82662, ir=92243
time=31314, red=82672, ir=92257
time=31324, red=82685, ir=92281
time=31334, red=82688, ir=92296
time=31344, red=82689, ir=92298
time=31354, red=82704, ir=92302
time=31364, red=82708, ir=92326
time=31374, red=82719, ir=92328
time=31384, red=82709, ir=92315
time=31394, red=82695, ir=92308
time=31404, red=82698, ir=92301
time=31414, red=82689, ir=92289
time=31424, red=82681, ir=92301
time=31434, red=82697, ir=92307
time=31444, red=82696, ir=92330
time=31454, red=82708, ir=92317
time=31464, red=82712, ir=92337
time=31474, red=82724, ir=92350
time=31484, red=82730, ir=92357
time=31494, red=82727, ir=92374
time=31504, red=82729, ir=92375
time=31514, red=82739, ir=92381
time=31524, red=82728, ir=92380
time=31534, red=82735, ir=92383
time=31544, red=82730, ir=92396
time=31554, red=82721, ir=92386
time=31564, red=82719, ir=92398
time=31574, red=82715, ir=92383
time=31584, red=82718, ir=92371
time=31594, red=82715, ir=92372
time=31604, red=82705, ir=92350
time=31614, red=82711, ir=92314
time=31624, red=82689, ir=92303
time=31634, red=82681, ir=92278
time=31644, red=82671, ir=92245
time=31654, red=82657, ir=92208
time=31664, red=82643, ir=92182
time=31674, red=82636, ir=92162
time=31684, red=82630, ir=92126
time=31694, red=82622, ir=92099
time=31704, red=82622, ir=92069
time=31714, red=82609, ir=92054
time=31724, red=82597, ir=92019
time=31734, red=82586, ir=91988
time=31744, red=82585, ir=91964
time=31754, red=82576, ir=91938
time=31764, red=82577, ir=91911
time=31774, red=82584, ir=91878
time=31784, red=82567, ir=91852
time=31794, red=82571, ir=91825
time=31804, red=82559, ir=91785
time=31814, red=82559, ir=91776
time=31824, red=82545, ir=91746
time=31834, red=82537, ir=91702
time=31844, red=82538, ir=91703
time=31854, red=82547, ir=91663
time=31864, red=82551, ir=91658
time=31874, red=82564, ir=91654
time=31884, red=82550, ir=91626
time=31894, red=82578, ir=91621
time=31904, red=82576, ir=91593
time=31914, red=82563, ir=91563
time=31924, red=82559, ir=91562
time=31934, red=82570, ir=91551
time=31944, red=82581, ir=91544
time=31954, red=82593, ir=91542
time=31964, red=82603, ir=91540
time=31974, red=82600, ir=91552
time=31984, red=82618, ir=91554
time=31994, red=82621, ir=91581
time=32004, red=82647, ir=91581
time=32014, red=82643, ir=91592
time=32024, red=82663, ir=91623
time=32034, red=82677, ir=91632
time=32044, red=82690, ir=91653
time=32054, red=82701, ir=91659
time=32064, red=82711, ir=91657
time=32074, red=82715, ir=91663
time=32084, red=82699, ir=91675
time=32094, red=82707, ir=91675
time=32104, red=82696, ir=91666
time=32114, red=82690, ir=91682
time=32124, red=82717, ir=91691
HR=64, SP=-1
time=32149, red=82721, ir=91675
time=32154, red=82711, ir=91690
time=32164, red=82709, ir=91650
time=32174, red=82715, ir=91631
time=32184, red=82727, ir=91606
time=32194, red=82719, ir=91585
time=32204, red=82692, ir=91551
time=32214, red=82700, ir=91526
time=32224, red=82688, ir=91491
time=32234, red=82709, ir=91487
time=32244, red=82690, ir=91471
time=32254, red=82685, ir=91428
time=32264, red=82694, ir=91416
time=32274, red=82687, ir=91384
time=32284, red=82672, ir=91370
time=32294, red=82668, ir=91364
time=32304, red=82682, ir=91364
time=32314, red=82696, ir=91368
time=32324, red=82710, ir=91344
time=32334, red=82720, ir=91338
time=32344, red=82704, ir=91334
time=32354, red=82687, ir=91291
time=32364, red=82687, ir=91284
time=32374, red=82692, ir=91285
time=32384, red=82696, ir=91297
time=32394, red=82701, ir=91303
time=32404, red=82715, ir=91308
time=32414, red=82699, ir=91304
time=32424, red=82690, ir=91308
time=32434, red=82704, ir=91325
time=32444, red=82711, ir=91322
time=32454, red=82719, ir=91328
