AT4T27P2 - Pris - 5_5_411_50, movement around 25k ms
time=115931, red=48880, ir=55933
HR=113, SP=94
time=115958, red=48877, ir=55935
time=115971, red=48868, ir=55921
time=115991, red=48879, ir=55927
time=116011, red=48873, ir=55923
time=116031, red=48871, ir=55912
time=116051, red=48868, ir=55901
time=116071, red=48858, ir=55910
time=116091, red=48878, ir=55896
time=116111, red=48861, ir=55885
time=116131, red=48861, ir=55907
time=116151, red=48873, ir=55905
time=116171, red=48857, ir=55900
time=116191, red=48854, ir=55918
time=116211, red=48860, ir=55920
time=116231, red=48881, ir=55947
time=116251, red=48873, ir=55965
time=116271, red=48888, ir=55981
time=116291, red=48897, ir=55992
time=116311, red=48882, ir=55988
time=116331, red=48903, ir=55994
time=116351, red=48903, ir=56000
time=116371, red=48910, ir=56024
time=116391, red=48883, ir=56020
time=116411, red=48911, ir=56028
time=116431, red=48892, ir=56035
time=116451, red=48905, ir=56055
time=116471, red=48896, ir=56056
time=116491, red=48893, ir=56046
time=116511, red=48899, ir=56039
time=116531, red=48889, ir=56025
time=116551, red=48896, ir=56023
time=116571, red=48892, ir=56024
time=116591, red=48876, ir=56045
time=116611, red=48878, ir=56063
time=116631, red=48890, ir=56058
time=116651, red=48888, ir=56064
time=116671, red=48886, ir=56051
time=116691, red=48892, ir=56059
time=116711, red=48902, ir=56075
time=116731, red=48887, ir=56071
time=116751, red=48874, ir=56062
time=116771, red=48859, ir=56047
time=116791, red=48870, ir=56052
time=116811, red=48850, ir=56038
time=116831, red=48853, ir=56025
time=116851, red=48843, ir=56002
time=116871, red=48835, ir=55975
time=116891, red=48826, ir=55947
time=116911, red=48805, ir=55914
time=116931, red=48797, ir=55897
time=116951, red=48788, ir=55850
time=116971, red=48774, ir=55842
time=116991, red=48791, ir=55823
time=117011, red=48786, ir=55819
time=117031, red=48788, ir=55810
time=117051, red=48775, ir=55795
time=117071, red=48771, ir=55771
time=117091, red=48781, ir=55770
time=117111, red=48790, ir=55787
time=117131, red=48792, ir=55789
time=117151, red=48801, ir=55804
time=117171, red=48812, ir=55812
time=117191, red=48818, ir=55824
time=117211, red=48838, ir=55852
time=117231, red=48836, ir=55865
time=117251, red=48867, ir=55881
time=117271, red=48870, ir=55906
time=117290, red=48864, ir=55932
time=117310, red=48891, ir=55937
time=117330, red=48883, ir=55941
time=117350, red=48877, ir=55925
time=117370, red=48868, ir=55914
time=117390, red=48888, ir=55931
time=117410, red=48881, ir=55938
time=117430, red=48873, ir=55918
time=117450, red=48878, ir=55910
time=117470, red=48863, ir=55906
time=117490, red=48855, ir=55919
time=117510, red=48859, ir=55910
time=117530, red=48862, ir=55899
time=117550, red=48866, ir=55903
time=117570, red=48866, ir=55922
time=117590, red=48866, ir=55915
time=117610, red=48859, ir=55929
time=117630, red=48870, ir=55926
time=117650, red=48849, ir=55930
time=117670, red=48871, ir=55938
time=117690, red=48877, ir=55955
time=117710, red=48876, ir=55976
time=117730, red=48887, ir=55976
time=117750, red=48868, ir=55966
time=117770, red=48864, ir=55964
time=117790, red=48882, ir=55976
time=117810, red=48867, ir=55986
time=117830, red=48873, ir=55976
time=117850, red=48865, ir=55994
time=117870, red=48869, ir=56005
time=117890, red=48870, ir=56008
time=117910, red=48874, ir=55993
time=117930, red=48874, ir=56017
HR=115, SP=94
time=117950, red=48864, ir=56008
time=117970, red=48870, ir=56015
time=117990, red=48877, ir=56013
time=118010, red=48856, ir=56028
time=118030, red=48877, ir=56031
time=118050, red=48870, ir=56048
time=118070, red=48871, ir=56046
time=118090, red=48865, ir=56047
time=118110, red=48863, ir=56052
time=118130, red=48864, ir=56050
time=118150, red=48871, ir=56037
time=118170, red=48861, ir=56039
time=118190, red=48863, ir=56040
time=118210, red=48849, ir=56036
time=118230, red=48839, ir=56004
time=118250, red=48821, ir=55979
time=118270, red=48821, ir=55944
time=118290, red=48806, ir=55926
time=118310, red=48799, ir=55910
time=118330, red=48800, ir=55890
time=118350, red=48784, ir=55864
time=118370, red=48795, ir=55846
time=118390, red=48792, ir=55833
time=118410, red=48786, ir=55820
time=118430, red=48786, ir=55800
time=118450, red=48789, ir=55795
time=118470, red=48793, ir=55792
time=118490, red=48790, ir=55777
time=118510, red=48803, ir=55782
time=118530, red=48808, ir=55790
time=118550, red=48832, ir=55806
time=118570, red=48821, ir=55810
time=118590, red=48823, ir=55810
time=118610, red=48831, ir=55818
time=118630, red=48831, ir=55814
time=118650, red=48831, ir=55820
time=118670, red=48849, ir=55822
time=118690, red=48843, ir=55842
time=118710, red=48841, ir=55838
time=118730, red=48842, ir=55854
time=118750, red=48836, ir=55860
time=118770, red=48854, ir=55874
time=118790, red=48848, ir=55860
time=118810, red=48862, ir=55880
time=118830, red=48854, ir=55899
time=118850, red=48862, ir=55891
time=118870, red=48859, ir=55905
time=118890, red=48863, ir=55906
time=118910, red=48874, ir=55887
time=118930, red=48869, ir=55895
time=118950, red=48862, ir=55908
time=118970, red=48865, ir=55901
time=118990, red=48866, ir=55897
time=119010, red=48866, ir=55927
time=119030, red=48873, ir=55929
time=119050, red=48871, ir=55942
time=119070, red=48878, ir=55958
time=119090, red=48871, ir=55959
time=119110, red=48870, ir=55972
time=119130, red=48876, ir=55974
time=119150, red=48874, ir=55983
time=119170, red=48878, ir=55998
time=119190, red=48886, ir=56001
time=119210, red=48892, ir=56035
time=119230, red=48895, ir=56043
time=119250, red=48889, ir=56032
time=119270, red=48889, ir=56034
time=119290, red=48892, ir=56040
time=119310, red=48881, ir=56043
time=119330, red=48895, ir=56057
time=119350, red=48890, ir=56049
time=119370, red=48885, ir=56064
time=119390, red=48884, ir=56076
time=119410, red=48888, ir=56065
time=119430, red=48900, ir=56080
time=119450, red=48877, ir=56093
time=119470, red=48890, ir=56089
time=119490, red=48892, ir=56077
time=119510, red=48869, ir=56071
time=119530, red=48870, ir=56064
time=119550, red=48869, ir=56060
time=119570, red=48859, ir=56023
time=119590, red=48844, ir=56017
time=119610, red=48823, ir=55995
time=119630, red=48819, ir=55959
time=119650, red=48815, ir=55930
time=119670, red=48797, ir=55917
time=119690, red=48783, ir=55902
time=119710, red=48779, ir=55869
time=119730, red=48793, ir=55867
time=119750, red=48793, ir=55862
time=119770, red=48781, ir=55842
time=119790, red=48790, ir=55826
time=119810, red=48803, ir=55820
time=119830, red=48807, ir=55822
time=119850, red=48800, ir=55825
time=119870, red=48800, ir=55816
time=119890, red=48815, ir=55833
time=119910, red=48836, ir=55840
time=119930, red=48832, ir=55834
HR=92, SP=96
time=119954, red=48824, ir=55856
time=119970, red=48836, ir=55861
time=119990, red=48837, ir=55875
time=120010, red=48849, ir=55852
time=120030, red=48857, ir=55866
time=120050, red=48849, ir=55875
time=120070, red=48856, ir=55883
time=120090, red=48866, ir=55887
time=120110, red=48871, ir=55890
time=120130, red=48873, ir=55885
time=120150, red=48860, ir=55903
time=120170, red=48880, ir=55894
time=120190, red=48871, ir=55892
time=120210, red=48861, ir=55895
time=120230, red=48851, ir=55885
time=120250, red=48863, ir=55888
time=120270, red=48866, ir=55908
time=120290, red=48863, ir=55902
time=120310, red=48862, ir=55908
time=120330, red=48874, ir=55918
time=120350, red=48864, ir=55925
time=120370, red=48866, ir=55921
time=120390, red=48858, ir=55938
time=120410, red=48872, ir=55928
time=120430, red=48878, ir=55948
time=120450, red=48881, ir=55962
time=120470, red=48876, ir=55976
time=120490, red=48884, ir=55983
time=120510, red=48884, ir=55992
time=120530, red=48869, ir=55982
time=120550, red=48895, ir=55998
time=120570, red=48879, ir=55995
time=120590, red=48881, ir=55982
time=120610, red=48871, ir=55997
time=120630, red=48866, ir=56003
time=120650, red=48875, ir=56014
time=120670, red=48880, ir=56024
time=120690, red=48874, ir=56037
time=120710, red=48880, ir=56024
time=120730, red=48869, ir=56039
time=120750, red=48894, ir=56046
time=120770, red=48877, ir=56077
time=120790, red=48880, ir=56052
time=120810, red=48876, ir=56052
time=120830, red=48870, ir=56043
time=120850, red=48866, ir=56046
time=120870, red=48871, ir=56046
time=120890, red=48850, ir=56050
time=120910, red=48853, ir=56024
time=120930, red=48842, ir=56019
time=120950, red=48839, ir=56010
time=120970, red=48843, ir=55989
time=120990, red=48826, ir=55967
time=121010, red=48810, ir=55943
time=121030, red=48799, ir=55903
time=121050, red=48797, ir=55883
time=121070, red=48779, ir=55872
time=121090, red=48777, ir=55845
time=121110, red=48778, ir=55826
time=121130, red=48776, ir=55814
time=121150, red=48771, ir=55825
time=121170, red=48789, ir=55793
time=121190, red=48763, ir=55776
time=121210, red=48772, ir=55764
time=121230, red=48781, ir=55765
time=121250, red=48796, ir=55767
time=121269, red=48804, ir=55774
time=121289, red=48801, ir=55789
time=121309, red=48805, ir=55794
time=121329, red=48813, ir=55806
time=121349, red=48818, ir=55795
time=121369, red=48829, ir=55821
time=121389, red=48833, ir=55818
time=121409, red=48849, ir=55835
time=121429, red=48844, ir=55826
time=121449, red=48847, ir=55835
time=121469, red=48825, ir=55834
time=121489, red=48841, ir=55835
time=121509, red=48838, ir=55831
time=121529, red=48842, ir=55848
time=121549, red=48830, ir=55841
time=121569, red=48846, ir=55836
time=121589, red=48848, ir=55861
time=121609, red=48851, ir=55866
time=121629, red=48853, ir=55885
time=121649, red=48860, ir=55884
time=121669, red=48860, ir=55890
time=121689, red=48858, ir=55879
time=121709, red=48862, ir=55888
time=121729, red=48856, ir=55909
time=121749, red=48861, ir=55907
time=121769, red=48856, ir=55916
time=121789, red=48865, ir=55905
time=121809, red=48866, ir=55923
time=121829, red=48871, ir=55922
time=121849, red=48864, ir=55930
time=121869, red=48854, ir=55934
time=121889, red=48867, ir=55937
time=121909, red=48854, ir=55948
time=121929, red=48856, ir=55967
HR=83, SP=92
time=121949, red=48861, ir=55962
time=121969, red=48859, ir=55972
time=121989, red=48858, ir=55962
time=122009, red=48870, ir=55981
time=122029, red=48858, ir=55973
time=122049, red=48861, ir=55991
time=122069, red=48861, ir=55999
time=122089, red=48877, ir=55995
time=122109, red=48859, ir=56011
time=122129, red=48859, ir=55998
time=122149, red=48878, ir=56005
time=122169, red=48867, ir=56004
time=122189, red=48849, ir=55999
time=122209, red=48847, ir=56001
time=122229, red=48843, ir=56000
time=122249, red=48850, ir=56002
time=122269, red=48842, ir=56010
time=122289, red=48841, ir=56006
time=122309, red=48841, ir=55990
time=122329, red=48836, ir=55996
time=122349, red=48823, ir=55970
time=122369, red=48824, ir=55954
time=122389, red=48805, ir=55927
time=122409, red=48786, ir=55896
time=122429, red=48780, ir=55873
time=122449, red=48778, ir=55840
time=122469, red=48769, ir=55814
time=122489, red=48760, ir=55801
time=122509, red=48756, ir=55789
time=122529, red=48756, ir=55764
time=122549, red=48750, ir=55757
time=122569, red=48759, ir=55753
time=122589, red=48765, ir=55730
time=122609, red=48772, ir=55722
time=122629, red=48769, ir=55707
time=122649, red=48770, ir=55719
time=122669, red=48771, ir=55720
time=122689, red=48783, ir=55730
time=122709, red=48779, ir=55734
time=122729, red=48781, ir=55746
time=122749, red=48787, ir=55744
time=122769, red=48807, ir=55758
time=122789, red=48808, ir=55772
time=122809, red=48821, ir=55805
time=122829, red=48832, ir=55808
time=122849, red=48833, ir=55808
time=122869, red=48831, ir=55798
time=122889, red=48832, ir=55813
time=122909, red=48850, ir=55836
time=122929, red=48843, ir=55833
time=122949, red=48846, ir=55849
time=122969, red=48836, ir=55842
time=122989, red=48832, ir=55844
time=123009, red=48836, ir=55846
time=123029, red=48824, ir=55833
time=123049, red=48842, ir=55843
time=123069, red=48838, ir=55842
time=123089, red=48844, ir=55843
time=123109, red=48830, ir=55838
time=123129, red=48850, ir=55866
time=123149, red=48861, ir=55872
time=123169, red=48848, ir=55866
time=123189, red=48845, ir=55891
time=123209, red=48852, ir=55880
time=123229, red=48853, ir=55887
time=123249, red=48849, ir=55888
time=123269, red=48850, ir=55906
time=123289, red=48853, ir=55898
time=123309, red=48845, ir=55910
time=123329, red=48856, ir=55925
time=123349, red=48842, ir=55910
time=123369, red=48852, ir=55922
time=123389, red=48849, ir=55928
time=123409, red=48853, ir=55925
time=123429, red=48853, ir=55937
time=123449, red=48855, ir=55956
time=123469, red=48838, ir=55946
time=123489, red=48849, ir=55953
time=123509, red=48844, ir=55955
time=123529, red=48846, ir=55960
time=123549, red=48861, ir=55965
time=123569, red=48848, ir=55970
time=123589, red=48841, ir=55980
time=123609, red=48849, ir=55996
time=123629, red=48845, ir=55992
time=123649, red=48834, ir=55997
time=123669, red=48841, ir=56000
time=123689, red=48842, ir=56006
time=123709, red=48830, ir=56005
time=123729, red=48830, ir=56015
time=123749, red=48831, ir=56005
time=123769, red=48821, ir=55984
time=123789, red=48815, ir=55974
time=123809, red=48802, ir=55934
time=123829, red=48779, ir=55912
time=123849, red=48780, ir=55871
time=123869, red=48766, ir=55850
time=123889, red=48753, ir=55815
time=123909, red=48749, ir=55788
time=123929, red=48725, ir=55759
HR=88, SP=86
time=123953, red=48747, ir=55741
time=123969, red=48730, ir=55722
time=123989, red=48732, ir=55704
time=124009, red=48726, ir=55708
time=124029, red=48749, ir=55685
time=124049, red=48740, ir=55669
time=124069, red=48739, ir=55664
time=124089, red=48734, ir=55659
time=124109, red=48743, ir=55656
time=124129, red=48763, ir=55678
time=124149, red=48758, ir=55673
time=124169, red=48767, ir=55671
time=124189, red=48773, ir=55681
time=124209, red=48785, ir=55700
time=124229, red=48784, ir=55700
time=124249, red=48802, ir=55714
time=124269, red=48807, ir=55714
time=124289, red=48795, ir=55724
time=124309, red=48789, ir=55723
time=124329, red=48805, ir=55718
time=124349, red=48793, ir=55693
time=124369, red=48789, ir=55703
time=124389, red=48782, ir=55690
time=124409, red=48783, ir=55682
time=124429, red=48778, ir=55681
time=124449, red=48768, ir=55690
time=124469, red=48782, ir=55677
time=124489, red=48777, ir=55686
time=124509, red=48767, ir=55680
time=124529, red=48771, ir=55686
time=124549, red=48767, ir=55700
time=124569, red=48785, ir=55701
time=124589, red=48781, ir=55710
time=124609, red=48787, ir=55717
time=124629, red=48791, ir=55750
time=124649, red=48786, ir=55746
time=124669, red=48795, ir=55767
time=124689, red=48793, ir=55759
time=124709, red=48799, ir=55771
time=124729, red=48807, ir=55791
time=124749, red=48814, ir=55785
time=124769, red=48805, ir=55799
time=124789, red=48805, ir=55812
time=124809, red=48803, ir=55806
time=124829, red=48816, ir=55816
time=124849, red=48821, ir=55847
time=124869, red=48810, ir=55837
time=124889, red=48805, ir=55837
time=124909, red=48815, ir=55836
time=124929, red=48803, ir=55836
time=124949, red=48812, ir=55847
time=124969, red=48809, ir=55862
time=124989, red=48793, ir=55859
time=125009, red=48791, ir=55858
time=125029, red=48797, ir=55854
time=125049, red=48807, ir=55861
time=125069, red=48804, ir=55862
time=125089, red=48793, ir=55888
time=125109, red=48803, ir=55881
time=125129, red=48811, ir=55885
time=125149, red=48806, ir=55884
time=125169, red=48797, ir=55877
time=125189, red=48786, ir=55863
time=125209, red=48776, ir=55840
time=125229, red=48776, ir=55820
time=125249, red=48742, ir=55788
time=125269, red=48756, ir=55763
time=125288, red=48730, ir=55741
time=125308, red=48739, ir=55712
time=125328, red=48726, ir=55681
time=125348, red=48726, ir=55651
time=125368, red=48709, ir=55643
time=125388, red=48702, ir=55624
time=125408, red=48720, ir=55617
time=125428, red=48731, ir=55610
time=125448, red=48728, ir=55601
time=125468, red=48701, ir=55584
time=125488, red=48726, ir=55595
time=125508, red=48741, ir=55591
time=125528, red=48736, ir=55572
time=125548, red=48741, ir=55595
time=125568, red=48760, ir=55602
time=125588, red=48770, ir=55601
time=125608, red=48768, ir=55624
time=125628, red=48781, ir=55642
time=125648, red=48784, ir=55649
time=125668, red=48785, ir=55667
time=125688, red=48782, ir=55649
time=125708, red=48782, ir=55655
time=125728, red=48780, ir=55670
time=125748, red=48796, ir=55668
time=125768, red=48781, ir=55655
time=125788, red=48792, ir=55650
time=125808, red=48788, ir=55670
time=125828, red=48802, ir=55662
time=125848, red=48780, ir=55680
time=125868, red=48782, ir=55668
time=125888, red=48799, ir=55662
time=125908, red=48807, ir=55687
time=125928, red=48814, ir=55704
HR=86, SP=86
time=125948, red=48815, ir=55714
time=125968, red=48821, ir=55718
time=125988, red=48815, ir=55723
time=126008, red=48815, ir=55731
time=126028, red=48805, ir=55726
time=126048, red=48816, ir=55729
time=126068, red=48806, ir=55742
time=126088, red=48810, ir=55734
time=126108, red=48803, ir=55735
time=126128, red=48809, ir=55717
time=126148, red=48807, ir=55733
time=126168, red=48797, ir=55731
time=126188, red=48793, ir=55727
time=126208, red=48788, ir=55735
time=126228, red=48807, ir=55743
time=126248, red=48807, ir=55740
time=126268, red=48807, ir=55752
time=126288, red=48802, ir=55753
time=126308, red=48802, ir=55762
time=126328, red=48797, ir=55778
time=126348, red=48795, ir=55767
time=126368, red=48798, ir=55767
time=126388, red=48807, ir=55759
time=126408, red=48805, ir=55782
time=126428, red=48801, ir=55795
time=126448, red=48798, ir=55795
time=126468, red=48801, ir=55808
time=126488, red=48790, ir=55806
time=126508, red=48812, ir=55816
time=126528, red=48818, ir=55823
time=126548, red=48814, ir=55847
time=126568, red=48815, ir=55849
time=126588, red=48826, ir=55866
time=126608, red=48830, ir=55861
time=126628, red=48811, ir=55850
time=126648, red=48803, ir=55834
time=126668, red=48799, ir=55822
time=126688, red=48780, ir=55808
time=126708, red=48790, ir=55777
time=126728, red=48773, ir=55761
time=126748, red=48755, ir=55722
time=126768, red=48733, ir=55688
time=126788, red=48730, ir=55668
time=126808, red=48736, ir=55647
time=126828, red=48728, ir=55627
time=126848, red=48730, ir=55604
time=126868, red=48737, ir=55600
time=126888, red=48751, ir=55597
time=126908, red=48747, ir=55580
time=126928, red=48755, ir=55574
time=126948, red=48758, ir=55581
time=126968, red=48758, ir=55583
time=126988, red=48771, ir=55597
time=127008, red=48780, ir=55586
time=127028, red=48794, ir=55623
time=127048, red=48807, ir=55649
time=127068, red=48812, ir=55668
time=127088, red=48823, ir=55666
time=127108, red=48834, ir=55682
time=127128, red=48837, ir=55699
time=127148, red=48846, ir=55693
time=127168, red=48841, ir=55704
time=127188, red=48838, ir=55684
time=127208, red=48828, ir=55686
time=127228, red=48812, ir=55653
time=127248, red=48809, ir=55633
time=127268, red=48813, ir=55622
time=127288, red=48799, ir=55600
time=127308, red=48803, ir=55609
time=127328, red=48786, ir=55601
time=127348, red=48801, ir=55608
time=127368, red=48798, ir=55617
time=127388, red=48796, ir=55618
time=127408, red=48798, ir=55637
time=127428, red=48815, ir=55638
time=127448, red=48806, ir=55634
time=127468, red=48807, ir=55637
time=127488, red=48793, ir=55649
time=127508, red=48805, ir=55662
time=127528, red=48800, ir=55656
time=127548, red=48819, ir=55674
time=127568, red=48818, ir=55688
time=127588, red=48820, ir=55708
time=127608, red=48823, ir=55722
time=127628, red=48831, ir=55714
time=127648, red=48821, ir=55726
time=127668, red=48813, ir=55729
time=127688, red=48817, ir=55724
time=127708, red=48820, ir=55730
time=127728, red=48824, ir=55754
time=127748, red=48815, ir=55747
time=127768, red=48824, ir=55765
time=127788, red=48817, ir=55772
time=127808, red=48816, ir=55773
time=127828, red=48818, ir=55775
time=127848, red=48826, ir=55799
time=127868, red=48821, ir=55797
time=127888, red=48824, ir=55796
time=127908, red=48817, ir=55800
time=127928, red=48825, ir=55828
HR=86, SP=89
time=127953, red=48833, ir=55825
time=127968, red=48844, ir=55842
time=127988, red=48834, ir=55856
time=128008, red=48826, ir=55879
time=128028, red=48833, ir=55877
time=128048, red=48843, ir=55883
time=128068, red=48840, ir=55878
time=128088, red=48834, ir=55883
time=128108, red=48825, ir=55862
time=128128, red=48831, ir=55865
time=128148, red=48828, ir=55841
time=128168, red=48810, ir=55834
time=128188, red=48818, ir=55817
time=128208, red=48805, ir=55805
time=128228, red=48808, ir=55773
time=128248, red=48793, ir=55756
time=128268, red=48803, ir=55753
time=128288, red=48791, ir=55718
time=128308, red=48804, ir=55724
time=128328, red=48797, ir=55710
time=128348, red=48796, ir=55696
time=128368, red=48795, ir=55695
time=128388, red=48797, ir=55680
time=128408, red=48805, ir=55667
time=128428, red=48792, ir=55669
time=128448, red=48800, ir=55663
time=128468, red=48796, ir=55666
time=128488, red=48806, ir=55674
time=128508, red=48821, ir=55668
time=128528, red=48822, ir=55697
time=128548, red=48833, ir=55706
time=128568, red=48829, ir=55707
time=128588, red=48837, ir=55714
time=128608, red=48831, ir=55725
time=128628, red=48834, ir=55729
time=128648, red=48850, ir=55742
time=128668, red=48844, ir=55746
time=128688, red=48864, ir=55760
time=128708, red=48867, ir=55776
time=128728, red=48848, ir=55770
time=128748, red=48861, ir=55788
time=128768, red=48858, ir=55791
time=128788, red=48864, ir=55831
time=128808, red=48883, ir=55829
time=128828, red=48892, ir=55841
time=128848, red=48890, ir=55858
time=128868, red=48895, ir=55870
time=128888, red=48901, ir=55855
time=128908, red=48904, ir=55865
time=128928, red=48880, ir=55860
time=128948, red=48883, ir=55859
time=128968, red=48888, ir=55863
time=128988, red=48877, ir=55844
time=129008, red=48877, ir=55845
time=129028, red=48876, ir=55846
time=129048, red=48874, ir=55857
time=129068, red=48884, ir=55868
time=129088, red=48885, ir=55889
time=129108, red=48885, ir=55909
time=129128, red=48891, ir=55909
time=129148, red=48892, ir=55916
time=129168, red=48887, ir=55915
time=129188, red=48900, ir=55942
time=129208, red=48888, ir=55949
time=129228, red=48885, ir=55964
time=129248, red=48899, ir=55975
time=129268, red=48901, ir=55983
time=129288, red=48909, ir=55988
time=129308, red=48899, ir=56018
time=129328, red=48916, ir=56031
time=129348, red=48918, ir=56041
time=129368, red=48915, ir=56044
time=129388, red=48913, ir=56034
time=129408, red=48914, ir=56041
time=129428, red=48903, ir=56034
time=129447, red=48903, ir=56047
time=129467, red=48907, ir=56035
time=129487, red=48907, ir=56044
time=129507, red=48900, ir=56032
time=129527, red=48902, ir=56048
time=129547, red=48899, ir=56041
time=129567, red=48890, ir=56046
time=129587, red=48882, ir=56028
time=129607, red=48887, ir=56005
time=129627, red=48879, ir=55992
time=129647, red=48863, ir=55973
time=129667, red=48845, ir=55958
time=129687, red=48850, ir=55933
time=129707, red=48844, ir=55924
time=129727, red=48832, ir=55894
time=129747, red=48812, ir=55866
time=129767, red=48825, ir=55860
time=129787, red=48813, ir=55843
time=129807, red=48830, ir=55819
time=129827, red=48814, ir=55815
time=129847, red=48812, ir=55807
time=129867, red=48835, ir=55795
time=129887, red=48831, ir=55819
time=129907, red=48820, ir=55804
time=129927, red=48835, ir=55793
HR=84, SP=96
time=129947, red=48829, ir=55790
time=129967, red=48819, ir=55785
time=129987, red=48838, ir=55795
time=130007, red=48856, ir=55817
time=130027, red=48878, ir=55819
time=130047, red=48881, ir=55843
time=130067, red=48861, ir=55834
time=130087, red=48877, ir=55822
time=130107, red=48862, ir=55825
time=130127, red=48872, ir=55825
time=130147, red=48862, ir=55832
time=130167, red=48861, ir=55835
time=130187, red=48871, ir=55837
time=130207, red=48870, ir=55838
time=130227, red=48874, ir=55828
time=130247, red=48860, ir=55823
time=130267, red=48871, ir=55827
time=130287, red=48875, ir=55832
time=130307, red=48860, ir=55839
time=130327, red=48869, ir=55862
time=130347, red=48870, ir=55854
time=130367, red=48865, ir=55848
time=130387, red=48861, ir=55863
time=130407, red=48868, ir=55861
time=130427, red=48877, ir=55868
time=130447, red=48885, ir=55893
time=130467, red=48883, ir=55882
time=130487, red=48902, ir=55908
time=130507, red=48876, ir=55918
time=130527, red=48883, ir=55904
time=130547, red=48894, ir=55917
time=130567, red=48900, ir=55938
time=130587, red=48888, ir=55956
time=130607, red=48889, ir=55951
time=130627, red=48889, ir=55948
time=130647, red=48900, ir=55942
time=130667, red=48893, ir=55974
time=130687, red=48897, ir=55972
time=130707, red=48903, ir=55987
time=130727, red=48907, ir=55982
time=130747, red=48907, ir=55995
time=130767, red=48893, ir=55993
time=130787, red=48894, ir=55982
time=130807, red=48904, ir=55982
time=130827, red=48911, ir=56008
time=130847, red=48897, ir=55999
time=130867, red=48896, ir=56020
time=130887, red=48905, ir=56036
time=130907, red=48917, ir=56017
time=130927, red=48901, ir=56015
time=130947, red=48894, ir=56031
time=130967, red=48894, ir=56026
time=130987, red=48884, ir=56013
time=131007, red=48894, ir=56031
time=131027, red=48885, ir=56024
time=131047, red=48882, ir=56013
time=131067, red=48886, ir=56027
time=131087, red=48874, ir=56012
time=131107, red=48865, ir=55993
time=131127, red=48860, ir=55966
time=131147, red=48847, ir=55954
time=131167, red=48832, ir=55919
time=131187, red=48820, ir=55891
time=131207, red=48809, ir=55851
time=131227, red=48798, ir=55836
time=131247, red=48806, ir=55809
time=131267, red=48797, ir=55802
time=131287, red=48808, ir=55776
time=131307, red=48799, ir=55777
time=131327, red=48808, ir=55760
time=131347, red=48811, ir=55743
time=131367, red=48816, ir=55749
time=131387, red=48818, ir=55738
time=131407, red=48818, ir=55728
time=131427, red=48815, ir=55738
time=131447, red=48819, ir=55735
time=131467, red=48823, ir=55728
time=131487, red=48830, ir=55751
time=131507, red=48835, ir=55724
time=131527, red=48829, ir=55757
time=131547, red=48841, ir=55746
time=131567, red=48847, ir=55744
time=131587, red=48840, ir=55737
time=131607, red=48846, ir=55740
time=131627, red=48849, ir=55728
time=131647, red=48843, ir=55738
time=131667, red=48849, ir=55741
time=131687, red=48848, ir=55742
time=131707, red=48853, ir=55730
time=131727, red=48842, ir=55743
time=131747, red=48844, ir=55750
time=131767, red=48850, ir=55757
time=131787, red=48866, ir=55771
time=131807, red=48870, ir=55786
time=131827, red=48862, ir=55805
time=131847, red=48855, ir=55797
time=131867, red=48869, ir=55808
time=131887, red=48861, ir=55814
time=131907, red=48873, ir=55807
time=131927, red=48873, ir=55822
HR=100, SP=93
time=131954, red=48876, ir=55832
time=131967, red=48871, ir=55839
time=131987, red=48874, ir=55843
time=132007, red=48877, ir=55845
time=132027, red=48877, ir=55848
time=132047, red=48860, ir=55858
time=132067, red=48883, ir=55860
time=132087, red=48870, ir=55853
time=132107, red=48853, ir=55847
time=132127, red=48865, ir=55853
time=132147, red=48876, ir=55887
time=132167, red=48876, ir=55892
time=132187, red=48872, ir=55890
time=132207, red=48878, ir=55913
time=132227, red=48871, ir=55909
time=132247, red=48885, ir=55931
time=132267, red=48885, ir=55951
time=132287, red=48867, ir=55942
time=132307, red=48887, ir=55944
time=132327, red=48890, ir=55946
time=132347, red=48874, ir=55951
time=132367, red=48884, ir=55948
time=132387, red=48876, ir=55967
time=132407, red=48875, ir=55957
time=132427, red=48890, ir=55972
time=132447, red=48876, ir=55981
time=132467, red=48889, ir=55984
time=132487, red=48876, ir=55987
time=132507, red=48887, ir=55996
time=132527, red=48882, ir=55981
time=132547, red=48881, ir=55972
time=132567, red=48871, ir=55984
time=132587, red=48862, ir=55971
time=132607, red=48859, ir=55953
time=132627, red=48852, ir=55931
time=132647, red=48847, ir=55889
time=132667, red=48835, ir=55866
time=132687, red=48822, ir=55859
time=132707, red=48817, ir=55864
time=132727, red=48831, ir=55843
time=132747, red=48813, ir=55808
time=132767, red=48805, ir=55765
time=132787, red=48798, ir=55746
time=132807, red=48799, ir=55738
time=132827, red=48806, ir=55720
time=132847, red=48795, ir=55733
time=132867, red=48803, ir=55723
time=132887, red=48820, ir=55753
time=132907, red=48822, ir=55745
time=132927, red=48812, ir=55733
time=132947, red=48823, ir=55726
time=132967, red=48820, ir=55724
time=132987, red=48834, ir=55731
time=133007, red=48828, ir=55747
time=133027, red=48845, ir=55779
time=133047, red=48855, ir=55805
time=133067, red=48861, ir=55806
time=133087, red=48866, ir=55814
time=133107, red=48868, ir=55808
time=133127, red=48873, ir=55820
time=133147, red=48871, ir=55825
time=133167, red=48886, ir=55844
time=133187, red=48876, ir=55833
time=133207, red=48876, ir=55842
time=133227, red=48874, ir=55854
time=133247, red=48887, ir=55845
