AT4T25P2 - Pris - 20_20_411_50
time=46797, red=202721, ir=251450
time=46817, red=202742, ir=251497
time=46837, red=202764, ir=251531
time=46857, red=202768, ir=251515
time=46877, red=202796, ir=251544
time=46897, red=202805, ir=251529
time=46917, red=202774, ir=251509
time=46937, red=202813, ir=251558
time=46957, red=202874, ir=251705
time=46977, red=202879, ir=251770
time=46997, red=202843, ir=251655
time=47017, red=202810, ir=251549
time=47037, red=202752, ir=251442
time=47057, red=202724, ir=251379
time=47077, red=202701, ir=251371
time=47097, red=202698, ir=251387
time=47117, red=202742, ir=251467
time=47137, red=202776, ir=251570
time=47157, red=202879, ir=251747
time=47177, red=202918, ir=251888
time=47197, red=202933, ir=251890
time=47217, red=202906, ir=251882
time=47237, red=202870, ir=251895
time=47257, red=202897, ir=251923
time=47277, red=202900, ir=251963
time=47297, red=202911, ir=251994
time=47317, red=202985, ir=252138
time=47337, red=203022, ir=252231
time=47357, red=203070, ir=252336
time=47377, red=203077, ir=252424
time=47397, red=203074, ir=252453
time=47417, red=203116, ir=252570
time=47437, red=203146, ir=252625
time=47457, red=203110, ir=252578
time=47477, red=203058, ir=252512
time=47497, red=203019, ir=252468
time=47517, red=203005, ir=252484
time=47537, red=203034, ir=252538
time=47557, red=203044, ir=252585
time=47577, red=203042, ir=252616
time=47597, red=203057, ir=252641
time=47617, red=203049, ir=252636
time=47637, red=203025, ir=252624
time=47657, red=203030, ir=252646
time=47677, red=203012, ir=252657
time=47697, red=203018, ir=252632
time=47717, red=202982, ir=252576
time=47737, red=202930, ir=252477
time=47757, red=202914, ir=252416
time=47777, red=202907, ir=252336
time=47797, red=202871, ir=252208
time=47817, red=202821, ir=252072
time=47837, red=202812, ir=251951
time=47857, red=202846, ir=251992
time=47877, red=202884, ir=251932
time=47897, red=202879, ir=251862
time=47917, red=202896, ir=251838
time=47937, red=202995, ir=251929
time=47957, red=203013, ir=251926
HR=107, SP=93
time=47982, red=202999, ir=251836
time=47997, red=203017, ir=251786
time=48017, red=202998, ir=251738
time=48037, red=202970, ir=251675
time=48057, red=203003, ir=251645
time=48077, red=203000, ir=251697
time=48097, red=203034, ir=251743
time=48117, red=203050, ir=251765
time=48137, red=203092, ir=251893
time=48157, red=203211, ir=252066
time=48177, red=203243, ir=252146
time=48197, red=203242, ir=252154
time=48217, red=203223, ir=252129
time=48237, red=203174, ir=252101
time=48257, red=203151, ir=252095
time=48277, red=203174, ir=252117
time=48297, red=203179, ir=252114
time=48317, red=203164, ir=252146
time=48337, red=203168, ir=252158
time=48357, red=203160, ir=252188
time=48377, red=203148, ir=252190
time=48397, red=203150, ir=252173
time=48417, red=203140, ir=252184
time=48437, red=203148, ir=252208
time=48457, red=203146, ir=252245
time=48477, red=203173, ir=252285
time=48497, red=203182, ir=252345
time=48517, red=203212, ir=252405
time=48537, red=203218, ir=252470
time=48557, red=203214, ir=252486
time=48576, red=203244, ir=252542
time=48596, red=203272, ir=252574
time=48616, red=203260, ir=252646
time=48636, red=203276, ir=252676
time=48656, red=203272, ir=252683
time=48676, red=203269, ir=252687
time=48696, red=203230, ir=252662
time=48716, red=203214, ir=252655
time=48736, red=203221, ir=252696
time=48756, red=203247, ir=252772
time=48776, red=203274, ir=252804
time=48796, red=203287, ir=252861
time=48816, red=203246, ir=252862
time=48836, red=203249, ir=252875
time=48856, red=203270, ir=252921
time=48876, red=203281, ir=252980
time=48896, red=203300, ir=253036
time=48916, red=203287, ir=253011
time=48936, red=203263, ir=253018
time=48956, red=203256, ir=253069
time=48976, red=203252, ir=253084
time=48996, red=203258, ir=253092
time=49016, red=203253, ir=253100
time=49036, red=203246, ir=253021
time=49056, red=203190, ir=252954
time=49076, red=203150, ir=252815
time=49096, red=203098, ir=252714
time=49116, red=203061, ir=252618
time=49136, red=203037, ir=252525
time=49156, red=202979, ir=252385
time=49176, red=202967, ir=252300
time=49196, red=202932, ir=252178
time=49216, red=202956, ir=252111
time=49236, red=202961, ir=252087
time=49256, red=202979, ir=252066
time=49276, red=203019, ir=252069
time=49296, red=203022, ir=252006
time=49316, red=203027, ir=251981
time=49336, red=203048, ir=251958
time=49356, red=203056, ir=252001
time=49376, red=203116, ir=252019
time=49396, red=203145, ir=252055
time=49416, red=203158, ir=252090
time=49436, red=203193, ir=252162
time=49456, red=203210, ir=252187
time=49476, red=203231, ir=252246
time=49496, red=203227, ir=252267
time=49516, red=203243, ir=252311
time=49536, red=203284, ir=252357
time=49556, red=203295, ir=252395
time=49576, red=203299, ir=252440
time=49596, red=203293, ir=252428
time=49616, red=203285, ir=252469
time=49636, red=203287, ir=252447
time=49656, red=203259, ir=252438
time=49676, red=203285, ir=252481
time=49696, red=203305, ir=252505
time=49716, red=203298, ir=252546
time=49736, red=203318, ir=252629
time=49756, red=203326, ir=252644
time=49776, red=203325, ir=252631
time=49796, red=203327, ir=252663
time=49816, red=203340, ir=252746
time=49836, red=203329, ir=252716
time=49856, red=203315, ir=252778
time=49876, red=203352, ir=252856
time=49896, red=203376, ir=252886
time=49916, red=203380, ir=252940
time=49936, red=203375, ir=252998
time=49956, red=203403, ir=253044
HR=103, SP=98
time=49976, red=203416, ir=253092
time=49996, red=203407, ir=253114
time=50016, red=203422, ir=253135
time=50036, red=203398, ir=253135
time=50056, red=203405, ir=253145
time=50076, red=203377, ir=253151
time=50096, red=203369, ir=253180
time=50116, red=203378, ir=253188
time=50136, red=203377, ir=253223
time=50156, red=203377, ir=253285
time=50176, red=203384, ir=253318
time=50196, red=203372, ir=253368
time=50216, red=203374, ir=253394
time=50236, red=203391, ir=253392
time=50256, red=203388, ir=253430
time=50276, red=203371, ir=253488
time=50296, red=203379, ir=253486
time=50316, red=203363, ir=253462
time=50336, red=203331, ir=253375
time=50356, red=203275, ir=253313
time=50376, red=203230, ir=253203
time=50396, red=203181, ir=253082
time=50416, red=203132, ir=252985
time=50436, red=203091, ir=252843
time=50456, red=203046, ir=252738
time=50476, red=203005, ir=252627
time=50496, red=203034, ir=252579
time=50516, red=203067, ir=252539
time=50536, red=203052, ir=252499
time=50556, red=203052, ir=252471
time=50576, red=203078, ir=252458
time=50596, red=203061, ir=252343
time=50616, red=203041, ir=252312
time=50636, red=203117, ir=252365
time=50656, red=203163, ir=252400
time=50676, red=203166, ir=252407
time=50696, red=203192, ir=252405
time=50716, red=203243, ir=252507
time=50736, red=203330, ir=252672
time=50756, red=203365, ir=252749
time=50776, red=203361, ir=252711
time=50796, red=203319, ir=252700
time=50816, red=203359, ir=252753
time=50836, red=203423, ir=252891
time=50856, red=203428, ir=252903
time=50876, red=203407, ir=252866
time=50896, red=203385, ir=252840
time=50916, red=203368, ir=252871
time=50936, red=203413, ir=252993
time=50956, red=203439, ir=253119
time=50976, red=203480, ir=253218
time=50996, red=203504, ir=253272
time=51016, red=203457, ir=253219
time=51036, red=203410, ir=253093
time=51056, red=203367, ir=253038
time=51076, red=203338, ir=253012
time=51096, red=203263, ir=252943
time=51116, red=203244, ir=252831
time=51136, red=203182, ir=252756
time=51156, red=203114, ir=252605
time=51176, red=203047, ir=252472
time=51196, red=203010, ir=252419
time=51216, red=202989, ir=252394
time=51236, red=202967, ir=252381
time=51256, red=202953, ir=252370
time=51276, red=202925, ir=252356
time=51296, red=202971, ir=252547
time=51316, red=202958, ir=252508
time=51336, red=202963, ir=252529
time=51356, red=202964, ir=252585
time=51376, red=202947, ir=252590
