3578, 40645, 53162
3588, 40641, 53133
3598, 40646, 53155
3608, 40659, 53155
3618, 40665, 53152
3628, 40649, 53145
3638, 40691, 53161
3648, 40667, 53171
3658, 40677, 53177
3668, 40675, 53193
3678, 40690, 53188
3688, 40692, 53175
3698, 40713, 53208
3708, 40706, 53200
3718, 40703, 53197
3728, 40710, 53210
3738, 40713, 53207
3748, 40720, 53208
3758, 40719, 53234
3768, 40688, 53224
3778, 40716, 53222
3788, 40731, 53235
3798, 40720, 53238
3808, 40720, 53223
3818, 40709, 53224
3828, 40702, 53233
3838, 40719, 53244
3848, 40708, 53242
3858, 40726, 53244
3868, 40701, 53262
3878, 40707, 53229
3888, 40708, 53236
3898, 40706, 53252
3908, 40691, 53252
3918, 40723, 53272
3928, 40707, 53227
3938, 40722, 53242
3948, 40694, 53281
3958, 40703, 53248
3968, 40713, 53232
3978, 40715, 53271
3988, 40715, 53254
3998, 40716, 53282
4008, 40709, 53256
4018, 40708, 53272
4028, 40710, 53251
4038, 40714, 53252
4048, 40708, 53270
4058, 40709, 53256
4068, 40694, 53275
4078, 40727, 53283
4088, 40697, 53268
4098, 40708, 53293
4108, 40723, 53265
4118, 40733, 53306
4128, 40721, 53304
4138, 40730, 53299
4148, 40726, 53299
4158, 40736, 53319
4168, 40719, 53341
4178, 40720, 53325
4188, 40739, 53337
4198, 40722, 53312
4208, 40751, 53352
4218, 40751, 53326
4228, 40728, 53325
4238, 40741, 53323
4248, 40728, 53322
4258, 40729, 53350
4268, 40735, 53342
4278, 40733, 53345
4288, 40722, 53344
4298, 40734, 53380
4308, 40718, 53329
4318, 40728, 53338
4328, 40719, 53358
4338, 40727, 53374
4348, 40722, 53360
4358, 40714, 53395
4368, 40716, 53368
4378, 40736, 53367
4388, 40732, 53382
4398, 40732, 53408
4408, 40721, 53397
4418, 40732, 53404
4428, 40727, 53405
4438, 40721, 53398
4448, 40733, 53391
4458, 40743, 53402
4468, 40732, 53408
4478, 40736, 53404
4488, 40732, 53403
4498, 40738, 53406
4508, 40747, 53394
4518, 40738, 53435
4528, 40733, 53393
4538, 40720, 53408
4548, 40726, 53403
4558, 40715, 53397
4568, 40714, 53382
4578, 40718, 53383
4588, 40725, 53369
4598, 40695, 53356
4608, 40702, 53338
4618, 40679, 53330
4628, 40667, 53329
4638, 40700, 53297
4648, 40686, 53284
4658, 40674, 53285
4668, 40692, 53281
4678, 40673, 53252
4688, 40670, 53265
4698, 40679, 53259
4708, 40660, 53260
4718, 40672, 53236
4728, 40679, 53209
4738, 40665, 53195
4748, 40678, 53216
4758, 40686, 53206
4768, 40673, 53183
4778, 40678, 53202
4788, 40674, 53189
4798, 40661, 53177
4808, 40662, 53185
4818, 40685, 53193
4828, 40671, 53193
4838, 40687, 53194
4848, 40671, 53194
4858, 40681, 53197
4868, 40700, 53166
4878, 40687, 53177
4888, 40696, 53202
4898, 40682, 53181
4908, 40677, 53204
4918, 40688, 53202
4928, 40697, 53230
4938, 40701, 53227
4948, 40721, 53223
4958, 40690, 53222
4968, 40717, 53215
4978, 40706, 53212
4988, 40715, 53235
4998, 40710, 53256
5008, 40708, 53244
5018, 40697, 53260
5028, 40722, 53252
5038, 40722, 53234
5048, 40720, 53257
5058, 40727, 53258
5068, 40699, 53248
5078, 40720, 53260
5088, 40718, 53272
5098, 40720, 53260
5108, 40733, 53263
5118, 40713, 53297
5128, 40738, 53274
5138, 40716, 53268
5148, 40705, 53289
5158, 40727, 53268
5168, 40721, 53281
5178, 40724, 53275
5188, 40716, 53286
5198, 40718, 53264
5208, 40711, 53257
5218, 40716, 53283
5228, 40717, 53299
5238, 40708, 53279
5248, 40735, 53286
5258, 40717, 53299
5268, 40711, 53283
5278, 40714, 53285
5288, 40718, 53274
5298, 40700, 53301
5308, 40715, 53286
5318, 40718, 53301
5328, 40727, 53286
5338, 40716, 53293
5348, 40721, 53315
5358, 40708, 53317
5368, 40735, 53320
5378, 40735, 53311
5388, 40723, 53321
5398, 40726, 53326
5408, 40737, 53331
5418, 40725, 53327
5428, 40736, 53328
5438, 40733, 53312
5448, 40737, 53341
5458, 40731, 53328
5468, 40727, 53343
5478, 40735, 53329
5488, 40719, 53357
5498, 40720, 53348
5508, 40749, 53343
5518, 40732, 53347
5528, 40721, 53337
5538, 40713, 53337
5548, 40726, 53329
5558, 40732, 53343
5568, 40720, 53347
5578, 40711, 53353
5588, 40704, 53347
5598, 40708, 53356
5608, 40714, 53332
5618, 40728, 53358
5627, 40733, 53338
5637, 40711, 53370
5647, 40738, 53374
5657, 40714, 53378
5667, 40717, 53385
5677, 40733, 53369
5687, 40715, 53391
5697, 40727, 53372
5707, 40716, 53384
5717, 40716, 53380
5727, 40724, 53382
5737, 40715, 53387
5747, 40704, 53389
5757, 40716, 53383
5767, 40714, 53367
5777, 40705, 53390
5787, 40713, 53375
5797, 40719, 53375
5807, 40713, 53391
5817, 40697, 53359
5827, 40696, 53375
5837, 40700, 53354
5847, 40697, 53344
5857, 40699, 53354
5867, 40696, 53328
5877, 40683, 53316
5887, 40684, 53303
5897, 40681, 53290
5907, 40684, 53286
5917, 40667, 53270
5927, 40666, 53272
5937, 40678, 53257
5947, 40694, 53262
5957, 40680, 53240
5967, 40677, 53216
5977, 40693, 53227
5987, 40681, 53214
6012, 40666, 53213
6017, 40673, 53206
6027, 40676, 53200
6037, 40681, 53173
6047, 40670, 53195
6057, 40660, 53164
6067, 40657, 53167
6077, 40684, 53166
6087, 40667, 53169
6097, 40664, 53164
6107, 40686, 53154
6117, 40694, 53164
6127, 40706, 53168
6137, 40684, 53175
6147, 40695, 53161
6157, 40690, 53157
6167, 40680, 53193
6177, 40688, 53180
6187, 40685, 53188
6197, 40705, 53185
6207, 40699, 53202
6217, 40700, 53211
6227, 40710, 53200
6237, 40696, 53211
6247, 40708, 53224
6257, 40714, 53233
62640685, 53233
14594, 40697, 53204
14604, 40718, 53219
14614, 40694, 53213
14624, 40699, 53238
14634, 40706, 53237
14644, 40712, 53235
14654, 40692, 53235
14664, 40699, 53253
14674, 40713, 53245
14684, 40707, 53248
14694, 40716, 53238
14704, 40701, 53266
14714, 40721, 53251
14724, 40693, 53252
14734, 40710, 53256
14744, 40716, 53262
14754, 40717, 53270
14764, 40708, 53273
14774, 40705, 53272
14784, 40700, 53278
14794, 40702, 53277
14804, 40736, 53287
14814, 40700, 53290
14824, 40703, 53284
14834, 40701, 53268
14844, 40691, 53294
14854, 40694, 53288
14864, 40724, 53293
14874, 40707, 53287
14884, 40704, 53292
14894, 40710, 53317
14904, 40705, 53316
14914, 40705, 53308
14924, 40709, 53294
14934, 40704, 53305
14944, 40696, 53319
14954, 40704, 53326
14964, 40694, 53317
14974, 40706, 53314
14984, 40710, 53327
14994, 40702, 53310
15004, 40717, 53332
15014, 40691, 53342
15024, 40698, 53336
15034, 40706, 53343
15044, 40689, 53358
15054, 40721, 53339
15064, 40714, 53363
15074, 40714, 53356
15084, 40705, 53375
15094, 40712, 53352
15104, 40713, 53365
15114, 40710, 53374
15124, 40703, 53343
15134, 40709, 53363
15144, 40702, 53366
15154, 40713, 53363
15164, 40715, 53355
15174, 40694, 53352
15184, 40717, 53351
15194, 40692, 53341
15204, 40704, 53332
15214, 40702, 53337
15224, 40683, 53308
15234, 40689, 53308
15244, 40682, 53305
15254, 40672, 53297
15264, 40682, 53291
15274, 40660, 53261
15284, 40656, 53270
15294, 40658, 53232
15304, 40647, 53213
15314, 40637, 53212
15324, 40643, 53184
15334, 40655, 53174
15344, 40645, 53192
15354, 40647, 53181
15364, 40656, 53155
15374, 40631, 53156
15384, 40629, 53136
15394, 40632, 53155
15404, 40633, 53126
15414, 40628, 53132
15424, 40633, 53114
15434, 40611, 53108
15444, 40624, 53096
15454, 40625, 53097
15464, 40614, 53122
15474, 40621, 53095
15484, 40640, 53101
15494, 40645, 53073
15504, 40656, 53082
15514, 40640, 53089
15524, 40638, 53078
15534, 40638, 53098
15544, 40642, 53080
15554, 40642, 53082
15564, 40652, 53074
15574, 40650, 53095
15584, 40638, 53096
15594, 40644, 53104
15604, 40655, 53111
15614, 40662, 53124
15624, 40667, 53121
15634, 40667, 53126
15644, 40655, 53126
15654, 40649, 53137
15664, 40692, 53143
15674, 40686, 53110
15684, 40676, 53150
15694, 40666, 53143
15704, 40674, 53140
15714, 40687, 53165
15724, 40672, 53151
15734, 40673, 53159
15744, 40674, 53143
15754, 40678, 53154
15764, 40674, 53157
15774, 40705, 53150
15784, 40685, 53175
15794, 40674, 53150
15804, 40679, 53183
15814, 40687, 53163
15824, 40681, 53146
15834, 40677, 53142
15844, 40703, 53158
15854, 40696, 53140
15864, 40678, 53151
15874, 40684, 53159
15884, 40676, 53157
15894, 40691, 53140
15904, 40680, 53149
15914, 40673, 53141
15924, 40678, 53160
15934, 40675, 53153
15944, 40686, 53153
