AT4T18P2 - Pris - 5_5_411_50, approx 25,000 ms tongue movement
time=79528, red=42224, ir=52613
time=79548, red=42217, ir=52607
time=79568, red=42222, ir=52582
time=79588, red=42224, ir=52581
time=79608, red=42226, ir=52578
time=79628, red=42245, ir=52555
time=79648, red=42228, ir=52560
time=79668, red=42258, ir=52547
time=79688, red=42239, ir=52574
time=79708, red=42262, ir=52579
time=79728, red=42263, ir=52587
time=79748, red=42274, ir=52600
time=79768, red=42283, ir=52611
time=79788, red=42287, ir=52616
time=79808, red=42293, ir=52624
time=79828, red=42296, ir=52643
time=79848, red=42304, ir=52646
time=79868, red=42290, ir=52645
time=79888, red=42303, ir=52647
time=79908, red=42311, ir=52645
time=79928, red=42313, ir=52666
time=79948, red=42294, ir=52661
HR=82, SP=61
time=79973, red=42300, ir=52672
time=79988, red=42306, ir=52667
time=80008, red=42300, ir=52667
time=80028, red=42302, ir=52673
time=80048, red=42290, ir=52679
time=80068, red=42299, ir=52691
time=80088, red=42312, ir=52699
time=80108, red=42320, ir=52704
time=80128, red=42296, ir=52715
time=80148, red=42314, ir=52731
time=80168, red=42311, ir=52732
time=80188, red=42311, ir=52744
time=80208, red=42315, ir=52737
time=80228, red=42315, ir=52758
time=80248, red=42332, ir=52770
time=80268, red=42320, ir=52772
time=80288, red=42305, ir=52785
time=80308, red=42309, ir=52787
time=80328, red=42316, ir=52784
time=80348, red=42321, ir=52787
time=80368, red=42313, ir=52798
time=80388, red=42312, ir=52806
time=80408, red=42327, ir=52817
time=80428, red=42301, ir=52806
time=80448, red=42318, ir=52836
time=80468, red=42309, ir=52828
time=80488, red=42319, ir=52833
time=80508, red=42311, ir=52848
time=80528, red=42309, ir=52848
time=80548, red=42316, ir=52866
time=80568, red=42322, ir=52861
time=80588, red=42308, ir=52873
time=80608, red=42305, ir=52885
time=80628, red=42305, ir=52886
time=80648, red=42312, ir=52880
time=80668, red=42303, ir=52894
time=80688, red=42302, ir=52895
time=80708, red=42297, ir=52890
time=80728, red=42293, ir=52892
time=80748, red=42301, ir=52890
time=80768, red=42300, ir=52874
time=80788, red=42289, ir=52874
time=80808, red=42290, ir=52846
time=80828, red=42275, ir=52821
time=80848, red=42272, ir=52798
time=80868, red=42270, ir=52776
time=80888, red=42258, ir=52743
time=80908, red=42263, ir=52743
time=80928, red=42252, ir=52706
time=80948, red=42261, ir=52700
time=80968, red=42265, ir=52688
time=80988, red=42249, ir=52671
time=81008, red=42257, ir=52662
time=81028, red=42262, ir=52660
time=81048, red=42255, ir=52663
time=81068, red=42276, ir=52637
time=81088, red=42269, ir=52649
time=81108, red=42280, ir=52659
time=81128, red=42286, ir=52666
time=81148, red=42295, ir=52683
time=81168, red=42295, ir=52693
time=81188, red=42312, ir=52708
time=81208, red=42301, ir=52710
time=81228, red=42320, ir=52717
time=81248, red=42316, ir=52744
time=81268, red=42309, ir=52748
time=81288, red=42326, ir=52760
time=81308, red=42318, ir=52745
time=81328, red=42323, ir=52758
time=81348, red=42308, ir=52777
time=81368, red=42317, ir=52766
time=81388, red=42337, ir=52771
time=81408, red=42335, ir=52768
time=81428, red=42322, ir=52773
time=81448, red=42329, ir=52769
time=81468, red=42326, ir=52781
time=81488, red=42310, ir=52788
time=81508, red=42340, ir=52790
time=81528, red=42334, ir=52794
time=81548, red=42340, ir=52797
time=81568, red=42322, ir=52816
time=81588, red=42330, ir=52826
time=81608, red=42350, ir=52821
time=81628, red=42340, ir=52833
time=81648, red=42333, ir=52858
time=81668, red=42342, ir=52858
time=81688, red=42330, ir=52864
time=81708, red=42333, ir=52852
time=81728, red=42354, ir=52872
time=81748, red=42341, ir=52885
time=81768, red=42332, ir=52891
time=81788, red=42339, ir=52890
time=81808, red=42343, ir=52892
time=81828, red=42346, ir=52896
time=81848, red=42343, ir=52912
time=81868, red=42338, ir=52914
time=81888, red=42344, ir=52916
time=81908, red=42332, ir=52930
time=81928, red=42333, ir=52925
time=81948, red=42320, ir=52944
HR=83, SP=36
time=81968, red=42324, ir=52948
time=81988, red=42339, ir=52946
time=82008, red=42324, ir=52949
time=82028, red=42332, ir=52964
time=82048, red=42335, ir=52968
time=82068, red=42335, ir=52983
time=82088, red=42326, ir=52980
time=82108, red=42330, ir=52985
time=82128, red=42327, ir=52985
time=82148, red=42328, ir=52997
time=82168, red=42321, ir=52987
time=82188, red=42321, ir=52999
time=82208, red=42319, ir=52976
time=82228, red=42315, ir=52963
time=82248, red=42299, ir=52954
time=82268, red=42286, ir=52942
time=82288, red=42294, ir=52905
time=82308, red=42276, ir=52877
time=82328, red=42269, ir=52840
time=82348, red=42267, ir=52818
time=82368, red=42252, ir=52801
time=82388, red=42276, ir=52777
time=82408, red=42252, ir=52764
time=82428, red=42254, ir=52742
time=82448, red=42258, ir=52724
time=82468, red=42264, ir=52721
time=82488, red=42253, ir=52711
time=82508, red=42274, ir=52705
time=82528, red=42263, ir=52715
time=82548, red=42284, ir=52705
time=82568, red=42285, ir=52716
time=82588, red=42279, ir=52702
time=82608, red=42295, ir=52716
time=82628, red=42313, ir=52734
time=82648, red=42313, ir=52744
time=82668, red=42324, ir=52749
time=82688, red=42312, ir=52771
time=82708, red=42319, ir=52774
time=82728, red=42325, ir=52793
time=82748, red=42330, ir=52796
time=82768, red=42329, ir=52794
time=82788, red=42339, ir=52793
time=82808, red=42337, ir=52809
time=82828, red=42335, ir=52794
time=82848, red=42342, ir=52792
time=82868, red=42328, ir=52799
time=82888, red=42322, ir=52810
time=82907, red=42332, ir=52811
time=82927, red=42345, ir=52822
time=82947, red=42335, ir=52823
time=82967, red=42333, ir=52819
time=82987, red=42342, ir=52835
time=83007, red=42336, ir=52839
time=83027, red=42343, ir=52841
time=83047, red=42338, ir=52863
time=83067, red=42346, ir=52854
time=83087, red=42339, ir=52869
time=83107, red=42352, ir=52867
time=83127, red=42341, ir=52884
time=83147, red=42336, ir=52888
time=83167, red=42349, ir=52895
time=83187, red=42359, ir=52906
time=83207, red=42344, ir=52897
time=83227, red=42347, ir=52920
time=83247, red=42344, ir=52917
time=83267, red=42350, ir=52932
time=83287, red=42345, ir=52923
time=83307, red=42345, ir=52911
time=83327, red=42332, ir=52915
time=83347, red=42347, ir=52937
time=83367, red=42342, ir=52932
time=83387, red=42344, ir=52951
time=83407, red=42343, ir=52945
time=83427, red=42325, ir=52948
time=83447, red=42326, ir=52954
time=83467, red=42344, ir=52953
time=83487, red=42331, ir=52955
time=83507, red=42334, ir=52983
time=83527, red=42338, ir=52982
time=83547, red=42336, ir=52981
time=83567, red=42334, ir=52992
time=83587, red=42326, ir=52995
time=83607, red=42329, ir=52996
time=83627, red=42338, ir=53013
time=83647, red=42334, ir=53014
time=83667, red=42328, ir=53018
time=83687, red=42325, ir=52991
time=83707, red=42299, ir=52977
time=83727, red=42308, ir=52956
time=83747, red=42303, ir=52936
time=83767, red=42283, ir=52894
time=83787, red=42278, ir=52879
time=83807, red=42276, ir=52836
time=83827, red=42276, ir=52822
time=83847, red=42262, ir=52797
time=83867, red=42259, ir=52781
time=83887, red=42272, ir=52749
time=83907, red=42262, ir=52724
time=83927, red=42262, ir=52724
time=83947, red=42285, ir=52703
HR=85, SP=7
time=83972, red=42261, ir=52708
time=83987, red=42275, ir=52692
time=84007, red=42284, ir=52703
time=84027, red=42290, ir=52720
time=84047, red=42296, ir=52708
time=84067, red=42303, ir=52715
time=84087, red=42307, ir=52724
time=84107, red=42308, ir=52730
time=84127, red=42296, ir=52751
time=84147, red=42304, ir=52753
time=84167, red=42328, ir=52754
time=84187, red=42316, ir=52766
time=84207, red=42326, ir=52782
time=84227, red=42323, ir=52768
time=84247, red=42337, ir=52780
time=84267, red=42338, ir=52777
time=84287, red=42326, ir=52775
time=84307, red=42329, ir=52779
time=84327, red=42326, ir=52782
time=84347, red=42325, ir=52780
time=84367, red=42332, ir=52785
time=84387, red=42335, ir=52796
time=84407, red=42327, ir=52792
time=84427, red=42333, ir=52811
time=84447, red=42331, ir=52805
time=84467, red=42357, ir=52805
time=84487, red=42332, ir=52822
time=84507, red=42329, ir=52818
time=84527, red=42343, ir=52828
time=84547, red=42341, ir=52828
time=84567, red=42330, ir=52841
time=84587, red=42338, ir=52855
time=84607, red=42326, ir=52869
time=84627, red=42344, ir=52887
time=84647, red=42339, ir=52883
time=84667, red=42347, ir=52882
time=84687, red=42338, ir=52883
time=84707, red=42345, ir=52897
time=84727, red=42340, ir=52904
time=84747, red=42345, ir=52910
time=84767, red=42335, ir=52914
time=84787, red=42345, ir=52925
time=84807, red=42338, ir=52927
time=84827, red=42336, ir=52924
time=84847, red=42332, ir=52929
time=84867, red=42328, ir=52938
time=84887, red=42336, ir=52927
time=84907, red=42335, ir=52931
time=84927, red=42323, ir=52949
time=84947, red=42344, ir=52953
time=84967, red=42330, ir=52980
time=84987, red=42331, ir=52959
time=85007, red=42327, ir=52970
time=85027, red=42328, ir=52979
time=85047, red=42335, ir=52977
time=85067, red=42326, ir=52979
time=85087, red=42335, ir=52976
time=85107, red=42319, ir=52985
time=85127, red=42325, ir=52951
time=85147, red=42319, ir=52958
time=85167, red=42296, ir=52936
time=85187, red=42293, ir=52899
time=85207, red=42281, ir=52878
time=85227, red=42279, ir=52852
time=85247, red=42270, ir=52834
time=85267, red=42271, ir=52803
time=85287, red=42268, ir=52778
time=85307, red=42270, ir=52753
time=85327, red=42280, ir=52748
time=85347, red=42270, ir=52722
time=85367, red=42279, ir=52730
time=85387, red=42286, ir=52716
time=85407, red=42281, ir=52700
time=85427, red=42280, ir=52702
time=85447, red=42278, ir=52700
time=85467, red=42297, ir=52705
time=85487, red=42277, ir=52703
time=85507, red=42302, ir=52715
time=85527, red=42303, ir=52729
time=85547, red=42316, ir=52725
time=85567, red=42307, ir=52755
time=85587, red=42318, ir=52759
time=85607, red=42311, ir=52747
time=85627, red=42314, ir=52752
time=85647, red=42317, ir=52759
time=85667, red=42313, ir=52755
time=85687, red=42322, ir=52771
time=85707, red=42329, ir=52766
time=85727, red=42340, ir=52788
time=85747, red=42335, ir=52804
time=85767, red=42327, ir=52822
time=85787, red=42325, ir=52814
time=85807, red=42323, ir=52844
time=85827, red=42315, ir=52850
time=85847, red=42315, ir=52852
time=85867, red=42309, ir=52864
time=85887, red=42315, ir=52852
time=85907, red=42341, ir=52847
time=85927, red=42326, ir=52867
time=85947, red=42342, ir=52873
HR=85, SP=20
time=85967, red=42344, ir=52871
time=85987, red=42337, ir=52893
time=86007, red=42337, ir=52896
time=86027, red=42332, ir=52899
time=86047, red=42348, ir=52915
time=86067, red=42360, ir=52942
time=86087, red=42365, ir=52957
time=86107, red=42382, ir=52980
time=86127, red=42371, ir=52979
time=86147, red=42391, ir=52984
time=86167, red=42382, ir=52990
time=86187, red=42383, ir=53000
time=86207, red=42385, ir=53020
time=86227, red=42375, ir=53031
time=86247, red=42385, ir=53047
time=86267, red=42382, ir=53053
time=86287, red=42381, ir=53061
time=86307, red=42372, ir=53085
time=86327, red=42368, ir=53070
time=86347, red=42367, ir=53097
time=86367, red=42359, ir=53108
time=86387, red=42364, ir=53126
time=86407, red=42363, ir=53137
time=86427, red=42370, ir=53151
time=86447, red=42366, ir=53152
time=86467, red=42367, ir=53177
time=86487, red=42351, ir=53180
time=86507, red=42362, ir=53184
time=86527, red=42350, ir=53199
time=86547, red=42354, ir=53216
time=86567, red=42351, ir=53229
time=86587, red=42352, ir=53218
time=86607, red=42347, ir=53214
time=86627, red=42343, ir=53202
time=86647, red=42344, ir=53209
time=86667, red=42339, ir=53181
time=86687, red=42321, ir=53158
time=86707, red=42304, ir=53134
time=86727, red=42296, ir=53116
time=86747, red=42309, ir=53103
time=86767, red=42284, ir=53065
time=86787, red=42289, ir=53067
time=86807, red=42285, ir=53038
time=86827, red=42285, ir=53010
time=86847, red=42286, ir=53003
time=86867, red=42310, ir=52984
time=86887, red=42296, ir=52986
time=86907, red=42288, ir=52965
time=86927, red=42277, ir=52954
time=86947, red=42309, ir=52963
time=86967, red=42319, ir=52986
time=86987, red=42318, ir=52968
time=87006, red=42317, ir=52994
time=87026, red=42322, ir=53002
time=87046, red=42317, ir=53016
time=87066, red=42342, ir=53041
time=87086, red=42346, ir=53041
time=87106, red=42348, ir=53045
time=87126, red=42338, ir=53055
time=87146, red=42341, ir=53069
time=87166, red=42345, ir=53065
time=87186, red=42350, ir=53058
time=87206, red=42345, ir=53052
time=87226, red=42335, ir=53064
time=87246, red=42347, ir=53080
time=87266, red=42346, ir=53058
time=87286, red=42340, ir=53061
time=87306, red=42346, ir=53086
time=87326, red=42343, ir=53074
time=87346, red=42353, ir=53084
time=87366, red=42344, ir=53076
time=87386, red=42344, ir=53099
time=87406, red=42335, ir=53106
time=87426, red=42345, ir=53110
time=87446, red=42349, ir=53115
time=87466, red=42340, ir=53106
time=87486, red=42346, ir=53128
time=87506, red=42347, ir=53131
time=87526, red=42334, ir=53141
time=87546, red=42341, ir=53137
time=87566, red=42329, ir=53149
time=87586, red=42336, ir=53160
time=87606, red=42335, ir=53155
time=87626, red=42341, ir=53159
time=87646, red=42326, ir=53148
time=87666, red=42344, ir=53160
time=87686, red=42325, ir=53175
time=87706, red=42326, ir=53174
time=87726, red=42318, ir=53168
time=87746, red=42324, ir=53171
time=87766, red=42338, ir=53178
time=87786, red=42345, ir=53189
time=87806, red=42324, ir=53180
time=87826, red=42330, ir=53181
time=87846, red=42327, ir=53192
time=87866, red=42325, ir=53196
time=87886, red=42331, ir=53193
time=87906, red=42324, ir=53199
time=87926, red=42316, ir=53197
time=87946, red=42317, ir=53202
HR=83, SP=66
time=87971, red=42322, ir=53197
time=87986, red=42306, ir=53207
time=88006, red=42302, ir=53185
time=88026, red=42300, ir=53166
time=88046, red=42290, ir=53157
time=88066, red=42270, ir=53131
time=88086, red=42260, ir=53090
time=88106, red=42262, ir=53063
time=88126, red=42265, ir=53023
time=88146, red=42248, ir=53004
time=88166, red=42237, ir=52978
time=88186, red=42240, ir=52943
time=88206, red=42228, ir=52906
time=88226, red=42249, ir=52908
time=88246, red=42226, ir=52870
time=88266, red=42238, ir=52859
time=88286, red=42240, ir=52856
time=88306, red=42223, ir=52832
time=88326, red=42242, ir=52837
time=88346, red=42247, ir=52845
time=88366, red=42254, ir=52851
time=88386, red=42272, ir=52856
time=88406, red=42278, ir=52862
time=88426, red=42278, ir=52875
time=88446, red=42305, ir=52888
time=88466, red=42304, ir=52894
time=88486, red=42304, ir=52897
time=88506, red=42312, ir=52912
time=88526, red=42318, ir=52922
time=88546, red=42325, ir=52940
time=88566, red=42319, ir=52921
time=88586, red=42322, ir=52929
time=88606, red=42317, ir=52929
time=88626, red=42318, ir=52943
time=88646, red=42329, ir=52920
time=88666, red=42315, ir=52938
time=88686, red=42331, ir=52940
time=88706, red=42322, ir=52935
time=88726, red=42318, ir=52942
time=88746, red=42333, ir=52942
time=88766, red=42338, ir=52930
time=88786, red=42330, ir=52945
time=88806, red=42339, ir=52949
time=88826, red=42327, ir=52973
time=88846, red=42329, ir=52951
time=88866, red=42325, ir=52973
time=88886, red=42312, ir=52991
time=88906, red=42323, ir=52980
time=88926, red=42338, ir=52981
time=88946, red=42332, ir=52985
time=88966, red=42338, ir=53004
time=88986, red=42334, ir=53007
time=89006, red=42330, ir=53016
time=89026, red=42333, ir=53027
time=89046, red=42336, ir=53042
time=89066, red=42339, ir=53051
time=89086, red=42335, ir=53044
time=89106, red=42332, ir=53069
time=89126, red=42338, ir=53073
time=89146, red=42339, ir=53069
time=89166, red=42338, ir=53073
time=89186, red=42332, ir=53059
time=89206, red=42323, ir=53074
time=89226, red=42336, ir=53078
time=89246, red=42331, ir=53070
time=89266, red=42330, ir=53075
time=89286, red=42335, ir=53087
time=89306, red=42332, ir=53096
time=89326, red=42334, ir=53098
time=89346, red=42328, ir=53110
time=89366, red=42314, ir=53116
time=89386, red=42337, ir=53121
time=89406, red=42328, ir=53115
time=89426, red=42312, ir=53106
time=89446, red=42313, ir=53103
time=89466, red=42308, ir=53085
time=89486, red=42299, ir=53066
time=89506, red=42279, ir=53050
time=89526, red=42277, ir=53016
time=89546, red=42268, ir=52991
time=89566, red=42258, ir=52950
time=89586, red=42245, ir=52931
time=89606, red=42259, ir=52895
time=89626, red=42255, ir=52886
time=89646, red=42242, ir=52874
time=89666, red=42248, ir=52846
time=89686, red=42250, ir=52826
time=89706, red=42262, ir=52808
time=89726, red=42250, ir=52803
time=89746, red=42240, ir=52790
time=89766, red=42258, ir=52797
time=89786, red=42261, ir=52795
time=89806, red=42278, ir=52790
time=89826, red=42286, ir=52819
time=89846, red=42302, ir=52816
time=89866, red=42306, ir=52833
time=89886, red=42319, ir=52841
time=89906, red=42309, ir=52857
time=89926, red=42316, ir=52852
time=89946, red=42316, ir=52860
HR=82, SP=75
time=89966, red=42324, ir=52868
time=89986, red=42314, ir=52882
time=90006, red=42327, ir=52881
time=90026, red=42325, ir=52896
time=90046, red=42314, ir=52896
time=90066, red=42333, ir=52893
time=90086, red=42324, ir=52895
time=90105, red=42335, ir=52895
time=90125, red=42327, ir=52895
time=90145, red=42334, ir=52901
time=90165, red=42334, ir=52905
time=90185, red=42337, ir=52912
time=90205, red=42335, ir=52917
time=90225, red=42325, ir=52916
time=90245, red=42334, ir=52920
time=90265, red=42335, ir=52945
time=90285, red=42337, ir=52936
time=90305, red=42333, ir=52935
time=90325, red=42338, ir=52949
time=90345, red=42341, ir=52944
time=90365, red=42343, ir=52948
time=90385, red=42340, ir=52971
time=90405, red=42336, ir=52959
time=90425, red=42346, ir=52973
time=90445, red=42342, ir=52984
time=90465, red=42347, ir=52991
time=90485, red=42350, ir=52994
time=90505, red=42355, ir=53000
time=90525, red=42351, ir=53003
time=90545, red=42347, ir=52991
time=90565, red=42339, ir=52992
time=90585, red=42344, ir=53018
time=90605, red=42338, ir=53018
time=90625, red=42347, ir=53016
time=90645, red=42346, ir=53032
time=90665, red=42344, ir=53039
time=90685, red=42344, ir=53032
time=90705, red=42339, ir=53052
time=90725, red=42330, ir=53057
time=90745, red=42350, ir=53062
time=90765, red=42334, ir=53063
time=90785, red=42345, ir=53066
time=90805, red=42342, ir=53084
time=90825, red=42332, ir=53073
time=90845, red=42323, ir=53051
time=90865, red=42338, ir=53049
time=90885, red=42318, ir=53029
time=90905, red=42315, ir=53006
time=90925, red=42297, ir=52977
time=90945, red=42294, ir=52948
time=90965, red=42289, ir=52924
time=90985, red=42277, ir=52895
time=91005, red=42272, ir=52875
time=91025, red=42270, ir=52845
time=91045, red=42261, ir=52823
time=91065, red=42276, ir=52814
time=91085, red=42267, ir=52794
time=91105, red=42275, ir=52778
time=91125, red=42271, ir=52777
time=91145, red=42285, ir=52743
time=91165, red=42286, ir=52759
time=91185, red=42291, ir=52735
time=91205, red=42291, ir=52752
time=91225, red=42308, ir=52762
time=91245, red=42315, ir=52780
time=91265, red=42311, ir=52788
time=91285, red=42317, ir=52792
time=91305, red=42325, ir=52793
time=91325, red=42324, ir=52822
time=91345, red=42317, ir=52825
time=91365, red=42343, ir=52828
time=91385, red=42335, ir=52845
time=91405, red=42344, ir=52833
time=91425, red=42345, ir=52840
time=91445, red=42340, ir=52852
time=91465, red=42338, ir=52852
time=91485, red=42336, ir=52848
time=91505, red=42331, ir=52857
time=91525, red=42356, ir=52861
time=91545, red=42345, ir=52863
time=91565, red=42356, ir=52859
time=91585, red=42353, ir=52869
time=91605, red=42337, ir=52870
time=91625, red=42350, ir=52864
time=91645, red=42339, ir=52873
time=91665, red=42348, ir=52878
time=91685, red=42351, ir=52884
time=91705, red=42348, ir=52908
time=91725, red=42345, ir=52896
time=91745, red=42345, ir=52925
time=91765, red=42356, ir=52911
time=91785, red=42348, ir=52921
time=91805, red=42351, ir=52930
time=91825, red=42356, ir=52943
time=91845, red=42358, ir=52947
time=91865, red=42355, ir=52943
