1267, 42355, 54304
1287, 42344, 54277
1307, 42353, 54243
1327, 42333, 54224
1347, 42322, 54201
1367, 42330, 54170
1387, 42315, 54167
1407, 42312, 54149
1427, 42308, 54135
1447, 42314, 54123
1467, 42316, 54122
1487, 42331, 54129
1507, 42320, 54135
1526, 42343, 54142
1546, 42359, 54163
1566, 42360, 54168
1586, 42360, 54184
1606, 42362, 54178
1626, 42372, 54185
1646, 42382, 54186
1666, 42376, 54202
1686, 42387, 54205
1706, 42395, 54202
1726, 42386, 54214
1746, 42396, 54222
1766, 42407, 54214
1786, 42391, 54213
1806, 42406, 54215
1826, 42412, 54226
1846, 42401, 54241
1866, 42405, 54243
1886, 42410, 54234
1906, 42421, 54252
1926, 42423, 54271
1946, 42420, 54270
1966, 42433, 54278
1986, 42421, 54300
2006, 42424, 54300
2026, 42439, 54298
2046, 42441, 54316
2066, 42434, 54315
2086, 42442, 54324
2106, 42441, 54328
2126, 42424, 54329
2146, 42439, 54337
2166, 42446, 54340
2186, 42442, 54337
2206, 42441, 54340
2226, 42441, 54354
2246, 42443, 54365
2266, 42432, 54368
2286, 42448, 54377
2306, 42442, 54382
2326, 42442, 54385
2346, 42441, 54410
2366, 42456, 54424
2386, 42451, 54431
2406, 42464, 54438
2426, 42452, 54458
2446, 42452, 54448
2466, 42473, 54462
2486, 42460, 54469
2506, 42455, 54459
2526, 42463, 54455
2546, 42460, 54449
2566, 42446, 54420
2586, 42426, 54406
2606, 42422, 54392
2626, 42420, 54353
2646, 42392, 54333
2666, 42401, 54305
2686, 42372, 54274
2706, 42373, 54264
2726, 42368, 54247
2746, 42347, 54217
2766, 42368, 54205
2786, 42366, 54202
2806, 42348, 54188
2826, 42352, 54185
2846, 42373, 54181
2866, 42369, 54170
2886, 42353, 54188
2906, 42369, 54184
2926, 42374, 54187
2946, 42378, 54194
2966, 42382, 54201
2986, 42398, 54222
3006, 42380, 54199
3026, 42403, 54224
3046, 42413, 54233
3066, 42416, 54223
3086, 42406, 54228
3106, 42408, 54231
3126, 42396, 54214
3146, 42417, 54228
3166, 42406, 54224
3186, 42432, 54240
3206, 42410, 54244
3226, 42416, 54237
3246, 42412, 54244
3266, 42414, 54256
3286, 42435, 54272
3306, 42425, 54275
3326, 42426, 54287
3346, 42422, 54285
3366, 42423, 54290
3386, 42423, 54302
3406, 42433, 54316
3426, 42444, 54321
3446, 42446, 54344
3466, 42448, 54344
3486, 42456, 54370
3506, 42451, 54381
3526, 42446, 54390
3546, 42468, 54408
3566, 42463, 54412
3586, 42469, 54433
3606, 42472, 54445
3626, 42462, 54445
3646, 42476, 54458
3666, 42484, 54446
3686, 42484, 54455
3706, 42479, 54479
3726, 42470, 54478
3746, 42474, 54479
3766, 42487, 54486
3786, 42489, 54491
3806, 42493, 54510
3826, 42487, 54509
3846, 42480, 54503
3866, 42466, 54490
3886, 42475, 54490
3906, 42459, 54483
3926, 42459, 54486
3946, 42438, 54464
3966, 42448, 54431
3986, 42438, 54403
4006, 42427, 54391
4026, 42420, 54349
4046, 42409, 54331
4066, 42390, 54311
4086, 42397, 54296
4106, 42383, 54286
4126, 42371, 54253
4146, 42392, 54234
4166, 42374, 54235
4186, 42378, 54221
4206, 42390, 54235
4225, 42391, 54243
4245, 42391, 54240
4265, 42400, 54262
4285, 42403, 54262
4305, 42398, 54283
4325, 42413, 54302
4345, 42428, 54305
4365, 42436, 54316
4385, 42440, 54331
4405, 42444, 54315
4425, 42432, 54316
4445, 42442, 54309
4465, 42440, 54320
4485, 42457, 54326
4505, 42460, 54347
4525, 42457, 54359
4545, 42466, 54376
4565, 42461, 54380
4585, 42465, 54408
4605, 42479, 54410
4625, 42488, 54416
4645, 42497, 54417
4665, 42503, 54443
4685, 42502, 54454
4705, 42508, 54452
4725, 42512, 54486
4745, 42515, 54480
4765, 42515, 54488
4785, 42501, 54492
4805, 42520, 54497
4825, 42507, 54516
4845, 42518, 54515
4865, 42512, 54513
4885, 42520, 54531
4905, 42525, 54540
4925, 42519, 54543
4945, 42518, 54544
4965, 42516, 54531
4985, 42517, 54547
5005, 42525, 54542
5025, 42512, 54547
5045, 42519, 54554
5065, 42504, 54559
5085, 42508, 54565
5105, 42509, 54562
5125, 42518, 54575
5145, 42512, 54586
5165, 42512, 54569
5185, 42514, 54585
5205, 42513, 54575
5225, 42506, 54586
5245, 42503, 54595
5265, 42500, 54595
5285, 42504, 54601
5305, 42496, 54584
5325, 42497, 54575
5345, 42488, 54566
5365, 42478, 54541
5385, 42482, 54528
5405, 42463, 54519
5425, 42447, 54479
5445, 42459, 54466
5465, 42445, 54453
5485, 42434, 54426
5505, 42432, 54407
5525, 42417, 54402
5545, 42440, 54402
5565, 42424, 54387
5585, 42424, 54384
5605, 42430, 54362
5625, 42438, 54372
5645, 42436, 54379
5665, 42422, 54380
5685, 42454, 54393
5705, 42453, 54413
5725, 42459, 54426
5745, 42468, 54435
5765, 42476, 54453
5785, 42497, 54483
5805, 42492, 54482
5825, 42509, 54492
5845, 42505, 54508
5865, 42505, 54518
5885, 42511, 54519
5905, 42528, 54521
5925, 42521, 54517
5945, 42534, 54520
5965, 42526, 54522
5985, 42532, 54521
6005, 42524, 54515
6025, 42534, 54515
6045, 42523, 54519
6065, 42532, 54516
6085, 42537, 54520
6105, 42539, 54509
6125, 42530, 54543
6145, 42531, 54521
6165, 42531, 54553
6185, 42549, 54553
6205, 42543, 54571
6225, 42559, 54567
6245, 42553, 54587
6265, 42568, 54590
6285, 42564, 54619
6305, 42559, 54619
6325, 42570, 54623
6345, 42563, 54658
6365, 42570, 54665
6385, 42566, 54679
6405, 42591, 54685
6425, 42593, 54699
6445, 42586, 54696
6465, 42592, 54713
6485, 42593, 54711
6505, 42583, 54706
6525, 42574, 54711
6545, 42582, 54704
6565, 42571, 54693
6585, 42574, 54690
660time=10203, 42492, 54245
10223, 42504, 54232
10243, 42501, 54246
10263, 42497, 54249
10283, 42516, 54275
10303, 42511, 54305
10323, 42530, 54311
10343, 42524, 54306
10363, 42513, 54324
10383, 42513, 54335
10403, 42509, 54331
10423, 42534, 54359
10443, 42531, 54372
10463, 42526, 54366
10483, 42516, 54358
10503, 42520, 54361
10523, 42527, 54356
10543, 42516, 54373
10563, 42506, 54367
10583, 42489, 54345
10603, 42495, 54353
10623, 42478, 54318
10643, 42472, 54304
10663, 42469, 54297
10683, 42442, 54269
10703, 42446, 54235
10723, 42434, 54203
10743, 42419, 54193
10763, 42415, 54170
10783, 42407, 54147
10803, 42405, 54119
10823, 42406, 54131
10843, 42420, 54099
10863, 42409, 54118
10883, 42428, 54132
10903, 42414, 54124
10923, 42419, 54120
10943, 42437, 54129
10963, 42438, 54135
10983, 42446, 54160
11003, 42433, 54182
11023, 42440, 54188
11043, 42450, 54197
11063, 42454, 54217
11083, 42455, 54217
11103, 42456, 54213
11123, 42462, 54207
11143, 42469, 54202
11163, 42479, 54194
11183, 42468, 54199
11203, 42475, 54215
11223, 42480, 54229
11243, 42480, 54239
11263, 42488, 54247
11283, 42482, 54253
11303, 42487, 54260
11323, 42489, 54263
