AT4T21P2 - Pris - 5_5_411_50, movement around 80k ms
time=64091, red=46801, ir=54293
time=64111, red=46802, ir=54289
time=64131, red=46813, ir=54291
time=64151, red=46811, ir=54296
time=64171, red=46815, ir=54300
time=64191, red=46821, ir=54312
time=64211, red=46828, ir=54316
time=64231, red=46831, ir=54319
time=64251, red=46832, ir=54329
time=64271, red=46839, ir=54324
time=64291, red=46830, ir=54324
time=64311, red=46849, ir=54348
time=64331, red=46835, ir=54361
time=64351, red=46845, ir=54351
time=64371, red=46844, ir=54365
time=64391, red=46840, ir=54380
time=64411, red=46847, ir=54377
time=64431, red=46844, ir=54376
time=64451, red=46846, ir=54389
time=64471, red=46856, ir=54401
time=64491, red=46835, ir=54406
time=64511, red=46858, ir=54410
time=64531, red=46850, ir=54422
time=64551, red=46855, ir=54418
time=64571, red=46847, ir=54426
time=64591, red=46852, ir=54435
time=64611, red=46843, ir=54428
time=64631, red=46845, ir=54434
time=64651, red=46843, ir=54440
time=64671, red=46848, ir=54436
time=64691, red=46841, ir=54444
time=64711, red=46845, ir=54446
time=64731, red=46837, ir=54443
time=64751, red=46847, ir=54440
time=64771, red=46835, ir=54440
time=64791, red=46825, ir=54422
time=64811, red=46825, ir=54421
time=64831, red=46831, ir=54428
time=64851, red=46824, ir=54419
time=64871, red=46820, ir=54414
time=64891, red=46815, ir=54410
time=64911, red=46802, ir=54410
time=64931, red=46810, ir=54390
time=64951, red=46806, ir=54381
time=64971, red=46791, ir=54363
time=64991, red=46786, ir=54340
time=65011, red=46790, ir=54316
time=65031, red=46774, ir=54290
time=65051, red=46760, ir=54257
time=65071, red=46763, ir=54231
time=65091, red=46769, ir=54218
time=65111, red=46742, ir=54215
time=65131, red=46748, ir=54192
time=65151, red=46762, ir=54185
time=65171, red=46759, ir=54188
time=65191, red=46762, ir=54162
time=65211, red=46756, ir=54176
time=65231, red=46764, ir=54167
time=65251, red=46774, ir=54168
time=65271, red=46777, ir=54166
time=65291, red=46787, ir=54174
time=65311, red=46779, ir=54184
time=65331, red=46801, ir=54208
time=65351, red=46790, ir=54195
time=65371, red=46798, ir=54226
time=65391, red=46827, ir=54233
time=65411, red=46824, ir=54247
time=65431, red=46817, ir=54236
time=65451, red=46824, ir=54252
time=65471, red=46812, ir=54251
time=65491, red=46821, ir=54270
time=65511, red=46817, ir=54269
time=65531, red=46822, ir=54269
time=65551, red=46822, ir=54279
time=65571, red=46837, ir=54269
time=65591, red=46833, ir=54282
time=65611, red=46831, ir=54277
time=65631, red=46845, ir=54269
time=65651, red=46824, ir=54288
time=65671, red=46828, ir=54282
time=65691, red=46825, ir=54292
time=65711, red=46833, ir=54300
time=65731, red=46832, ir=54306
time=65751, red=46833, ir=54289
time=65771, red=46836, ir=54308
time=65791, red=46848, ir=54319
time=65811, red=46830, ir=54325
time=65831, red=46830, ir=54324
time=65851, red=46828, ir=54329
time=65871, red=46844, ir=54330
time=65891, red=46832, ir=54345
time=65911, red=46843, ir=54352
time=65931, red=46837, ir=54363
time=65951, red=46837, ir=54357
HR=125, SP=94
time=65971, red=46842, ir=54369
time=65991, red=46858, ir=54375
time=66011, red=46842, ir=54377
time=66031, red=46844, ir=54377
time=66051, red=46828, ir=54374
time=66071, red=46838, ir=54388
time=66091, red=46831, ir=54403
time=66111, red=46834, ir=54397
time=66131, red=46832, ir=54408
time=66151, red=46832, ir=54415
time=66171, red=46843, ir=54431
time=66191, red=46834, ir=54434
time=66211, red=46841, ir=54439
time=66231, red=46838, ir=54444
time=66251, red=46831, ir=54435
time=66271, red=46828, ir=54439
time=66291, red=46822, ir=54420
time=66311, red=46824, ir=54402
time=66331, red=46814, ir=54378
time=66351, red=46794, ir=54344
time=66371, red=46794, ir=54322
time=66391, red=46780, ir=54275
time=66411, red=46773, ir=54244
time=66431, red=46759, ir=54228
time=66450, red=46762, ir=54209
time=66470, red=46757, ir=54170
time=66490, red=46744, ir=54151
time=66510, red=46766, ir=54151
time=66530, red=46740, ir=54138
time=66550, red=46760, ir=54125
time=66570, red=46746, ir=54134
time=66590, red=46762, ir=54138
time=66610, red=46774, ir=54139
time=66630, red=46779, ir=54156
time=66650, red=46784, ir=54161
time=66670, red=46782, ir=54161
time=66690, red=46802, ir=54200
time=66710, red=46804, ir=54196
time=66730, red=46816, ir=54203
time=66750, red=46816, ir=54220
time=66770, red=46822, ir=54214
time=66790, red=46818, ir=54225
time=66810, red=46823, ir=54221
time=66830, red=46823, ir=54210
time=66850, red=46817, ir=54214
time=66870, red=46805, ir=54200
time=66890, red=46827, ir=54217
time=66910, red=46825, ir=54222
time=66930, red=46817, ir=54233
time=66950, red=46825, ir=54233
time=66970, red=46839, ir=54228
time=66990, red=46815, ir=54241
time=67010, red=46822, ir=54248
time=67030, red=46815, ir=54247
time=67050, red=46821, ir=54253
time=67070, red=46825, ir=54241
time=67090, red=46819, ir=54255
time=67110, red=46833, ir=54257
time=67130, red=46839, ir=54280
time=67150, red=46823, ir=54286
time=67170, red=46841, ir=54289
time=67190, red=46830, ir=54313
time=67210, red=46844, ir=54313
time=67230, red=46846, ir=54322
time=67250, red=46842, ir=54336
time=67270, red=46834, ir=54341
time=67290, red=46835, ir=54353
time=67310, red=46845, ir=54365
time=67330, red=46842, ir=54375
time=67350, red=46852, ir=54392
time=67370, red=46857, ir=54388
time=67390, red=46849, ir=54395
time=67410, red=46847, ir=54410
time=67430, red=46845, ir=54379
time=67450, red=46840, ir=54391
time=67470, red=46830, ir=54379
time=67490, red=46839, ir=54361
time=67510, red=46826, ir=54346
time=67530, red=46822, ir=54342
time=67550, red=46817, ir=54326
time=67570, red=46810, ir=54319
time=67590, red=46804, ir=54286
time=67610, red=46799, ir=54258
time=67630, red=46768, ir=54238
time=67650, red=46776, ir=54221
time=67670, red=46769, ir=54207
time=67690, red=46754, ir=54183
time=67710, red=46753, ir=54186
time=67730, red=46768, ir=54168
time=67750, red=46753, ir=54159
time=67770, red=46751, ir=54131
time=67790, red=46758, ir=54126
time=67810, red=46762, ir=54136
time=67830, red=46749, ir=54133
time=67850, red=46768, ir=54138
time=67870, red=46775, ir=54139
time=67890, red=46788, ir=54158
time=67910, red=46790, ir=54151
time=67930, red=46803, ir=54180
time=67950, red=46799, ir=54185
HR=125, SP=93
time=67977, red=46807, ir=54200
time=67990, red=46818, ir=54193
time=68010, red=46813, ir=54205
time=68030, red=46811, ir=54212
time=68050, red=46809, ir=54226
time=68070, red=46829, ir=54218
time=68090, red=46808, ir=54222
time=68110, red=46838, ir=54234
time=68130, red=46836, ir=54225
time=68150, red=46832, ir=54225
time=68170, red=46820, ir=54235
time=68190, red=46828, ir=54250
time=68210, red=46821, ir=54235
time=68230, red=46825, ir=54246
time=68250, red=46832, ir=54255
time=68270, red=46827, ir=54250
time=68290, red=46841, ir=54257
time=68310, red=46838, ir=54274
time=68330, red=46835, ir=54270
time=68350, red=46833, ir=54279
time=68370, red=46829, ir=54278
time=68390, red=46839, ir=54289
time=68410, red=46847, ir=54310
time=68430, red=46862, ir=54313
time=68450, red=46853, ir=54331
time=68470, red=46841, ir=54314
time=68490, red=46863, ir=54325
time=68510, red=46848, ir=54323
time=68530, red=46851, ir=54328
time=68550, red=46850, ir=54321
time=68570, red=46852, ir=54327
time=68590, red=46845, ir=54337
time=68610, red=46849, ir=54335
time=68630, red=46835, ir=54337
time=68650, red=46842, ir=54341
time=68670, red=46840, ir=54345
time=68690, red=46845, ir=54358
time=68710, red=46851, ir=54363
time=68730, red=46849, ir=54394
time=68750, red=46867, ir=54398
time=68770, red=46847, ir=54382
time=68790, red=46846, ir=54400
time=68810, red=46852, ir=54399
time=68830, red=46862, ir=54399
time=68850, red=46866, ir=54418
time=68870, red=46857, ir=54407
time=68890, red=46852, ir=54388
time=68910, red=46832, ir=54386
time=68930, red=46841, ir=54378
time=68950, red=46825, ir=54341
time=68970, red=46829, ir=54323
time=68990, red=46822, ir=54322
time=69010, red=46822, ir=54298
time=69030, red=46808, ir=54280
time=69050, red=46804, ir=54262
time=69069, red=46804, ir=54244
time=69089, red=46804, ir=54232
time=69109, red=46809, ir=54227
time=69129, red=46811, ir=54219
time=69149, red=46802, ir=54224
time=69169, red=46803, ir=54227
time=69189, red=46797, ir=54201
time=69209, red=46809, ir=54198
time=69229, red=46812, ir=54203
time=69249, red=46816, ir=54223
time=69269, red=46819, ir=54229
time=69289, red=46838, ir=54241
time=69309, red=46835, ir=54253
time=69329, red=46835, ir=54286
time=69349, red=46858, ir=54295
time=69369, red=46860, ir=54311
time=69389, red=46865, ir=54316
time=69409, red=46864, ir=54345
time=69429, red=46873, ir=54329
time=69449, red=46871, ir=54344
time=69469, red=46876, ir=54355
time=69489, red=46869, ir=54339
time=69509, red=46871, ir=54338
time=69529, red=46862, ir=54337
time=69549, red=46877, ir=54349
time=69569, red=46868, ir=54336
time=69589, red=46862, ir=54344
time=69609, red=46881, ir=54350
time=69629, red=46879, ir=54346
time=69649, red=46872, ir=54356
time=69669, red=46865, ir=54359
time=69689, red=46876, ir=54357
time=69709, red=46869, ir=54350
time=69729, red=46881, ir=54379
time=69749, red=46878, ir=54387
time=69769, red=46875, ir=54401
time=69789, red=46877, ir=54401
time=69809, red=46876, ir=54414
time=69829, red=46879, ir=54404
time=69849, red=46876, ir=54411
time=69869, red=46868, ir=54409
time=69889, red=46862, ir=54416
time=69909, red=46872, ir=54414
time=69929, red=46877, ir=54426
time=69949, red=46876, ir=54424
HR=139, SP=96
time=69969, red=46877, ir=54422
time=69989, red=46873, ir=54436
time=70009, red=46876, ir=54450
time=70029, red=46876, ir=54484
time=70049, red=46874, ir=54479
time=70069, red=46877, ir=54499
time=70089, red=46882, ir=54507
time=70109, red=46876, ir=54507
time=70129, red=46881, ir=54531
time=70149, red=46882, ir=54553
time=70169, red=46883, ir=54555
time=70189, red=46885, ir=54579
time=70209, red=46882, ir=54603
time=70229, red=46876, ir=54615
time=70249, red=46878, ir=54645
time=70269, red=46880, ir=54661
time=70289, red=46873, ir=54658
time=70309, red=46856, ir=54663
time=70329, red=46849, ir=54631
time=70349, red=46816, ir=54606
time=70369, red=46791, ir=54553
time=70389, red=46781, ir=54494
time=70409, red=46762, ir=54460
time=70429, red=46753, ir=54419
time=70449, red=46760, ir=54365
time=70469, red=46747, ir=54342
time=70489, red=46744, ir=54310
time=70509, red=46741, ir=54278
time=70529, red=46746, ir=54237
time=70549, red=46736, ir=54234
time=70569, red=46722, ir=54215
time=70589, red=46739, ir=54193
time=70609, red=46733, ir=54195
time=70629, red=46743, ir=54190
time=70649, red=46727, ir=54171
time=70669, red=46741, ir=54174
time=70689, red=46745, ir=54178
time=70709, red=46735, ir=54172
time=70729, red=46748, ir=54167
time=70749, red=46721, ir=54171
time=70769, red=46734, ir=54174
time=70789, red=46730, ir=54176
time=70809, red=46727, ir=54183
time=70829, red=46749, ir=54190
time=70849, red=46748, ir=54201
time=70869, red=46762, ir=54210
time=70889, red=46752, ir=54218
time=70909, red=46751, ir=54213
time=70929, red=46748, ir=54241
time=70949, red=46757, ir=54232
time=70969, red=46765, ir=54258
time=70989, red=46768, ir=54278
time=71009, red=46783, ir=54313
time=71029, red=46782, ir=54326
time=71049, red=46784, ir=54337
time=71069, red=46789, ir=54353
time=71089, red=46805, ir=54381
time=71109, red=46812, ir=54390
time=71129, red=46804, ir=54397
time=71149, red=46800, ir=54393
time=71169, red=46794, ir=54402
time=71189, red=46799, ir=54380
time=71209, red=46797, ir=54398
time=71229, red=46810, ir=54388
time=71249, red=46792, ir=54387
time=71269, red=46794, ir=54384
time=71289, red=46800, ir=54371
time=71309, red=46782, ir=54364
time=71329, red=46779, ir=54379
time=71349, red=46791, ir=54384
time=71369, red=46781, ir=54400
time=71389, red=46800, ir=54395
time=71409, red=46810, ir=54395
time=71429, red=46799, ir=54419
time=71449, red=46802, ir=54423
time=71469, red=46800, ir=54432
time=71489, red=46809, ir=54423
time=71509, red=46810, ir=54428
time=71529, red=46799, ir=54425
time=71549, red=46787, ir=54411
time=71569, red=46776, ir=54384
time=71589, red=46762, ir=54375
time=71609, red=46749, ir=54338
time=71629, red=46741, ir=54339
time=71649, red=46744, ir=54313
time=71669, red=46732, ir=54290
time=71689, red=46730, ir=54284
time=71709, red=46725, ir=54276
time=71729, red=46717, ir=54242
time=71749, red=46721, ir=54238
time=71769, red=46712, ir=54232
time=71789, red=46723, ir=54232
time=71809, red=46717, ir=54206
time=71829, red=46718, ir=54211
time=71849, red=46709, ir=54218
time=71869, red=46724, ir=54198
time=71889, red=46740, ir=54209
time=71909, red=46728, ir=54195
time=71929, red=46734, ir=54195
time=71949, red=46736, ir=54203
HR=122, SP=94
time=71973, red=46739, ir=54214
time=71989, red=46743, ir=54184
time=72008, red=46734, ir=54204
time=72028, red=46746, ir=54182
time=72048, red=46731, ir=54188
time=72068, red=46742, ir=54194
time=72088, red=46769, ir=54224
time=72108, red=46760, ir=54214
time=72128, red=46765, ir=54229
time=72148, red=46766, ir=54215
time=72168, red=46764, ir=54208
time=72188, red=46778, ir=54224
time=72208, red=46778, ir=54235
time=72228, red=46772, ir=54240
time=72248, red=46771, ir=54237
time=72268, red=46791, ir=54272
time=72288, red=46786, ir=54270
time=72308, red=46780, ir=54259
time=72328, red=46779, ir=54262
time=72348, red=46798, ir=54273
time=72368, red=46797, ir=54268
time=72388, red=46790, ir=54292
time=72408, red=46793, ir=54301
time=72428, red=46795, ir=54306
time=72448, red=46799, ir=54296
time=72468, red=46786, ir=54286
time=72488, red=46766, ir=54281
time=72508, red=46800, ir=54307
time=72528, red=46804, ir=54324
time=72548, red=46817, ir=54329
time=72568, red=46817, ir=54336
time=72588, red=46811, ir=54343
time=72608, red=46810, ir=54369
time=72628, red=46830, ir=54378
time=72648, red=46819, ir=54400
time=72668, red=46835, ir=54411
time=72688, red=46834, ir=54447
time=72708, red=46860, ir=54457
time=72728, red=46889, ir=54550
time=72748, red=46921, ir=54600
time=72768, red=46911, ir=54619
time=72788, red=46895, ir=54596
time=72808, red=46875, ir=54562
time=72828, red=46845, ir=54538
time=72848, red=46797, ir=54512
time=72868, red=46541, ir=54292
time=72888, red=46014, ir=53992
time=72908, red=45744, ir=53773
time=72928, red=45720, ir=53726
time=72948, red=45683, ir=53648
time=72968, red=45650, ir=53583
time=72988, red=45610, ir=53524
time=73008, red=45589, ir=53465
time=73028, red=45571, ir=53435
time=73048, red=45545, ir=53456
time=73068, red=45560, ir=53514
time=73088, red=45650, ir=53697
time=73108, red=45742, ir=53928
time=73128, red=45799, ir=54085
time=73148, red=45865, ir=54213
time=73168, red=45952, ir=54401
time=73188, red=46087, ir=54623
time=73208, red=46237, ir=54876
time=73228, red=46374, ir=55042
time=73248, red=46565, ir=55235
time=73268, red=46843, ir=55606
time=73288, red=47164, ir=55905
time=73308, red=47369, ir=56031
time=73328, red=47488, ir=56150
time=73348, red=47458, ir=55798
time=73368, red=47184, ir=55221
time=73388, red=46805, ir=54747
time=73408, red=46284, ir=54331
time=73428, red=45610, ir=54563
time=73448, red=45267, ir=54575
time=73468, red=45059, ir=54118
time=73488, red=44547, ir=53701
time=73508, red=48907, ir=56098
time=73528, red=49302, ir=54799
time=73548, red=48929, ir=54627
time=73568, red=47682, ir=54696
time=73588, red=44670, ir=53202
time=73608, red=47137, ir=54820
time=73628, red=48729, ir=56641
time=73648, red=47368, ir=56653
time=73668, red=31999, ir=57613
time=73688, red=17773, ir=57926
time=73708, red=17732, ir=57821
time=73728, red=17868, ir=57688
time=73748, red=18356, ir=57566
time=73768, red=18200, ir=57526
time=73788, red=18998, ir=57883
time=73808, red=48289, ir=56931
time=73828, red=49945, ir=56426
time=73848, red=47624, ir=54976
time=73868, red=44425, ir=52980
time=73888, red=43556, ir=51804
time=73908, red=37775, ir=49767
time=73928, red=34854, ir=50889
time=73948, red=35113, ir=52654
HR=139, SP=37
time=73968, red=37246, ir=52039
time=73988, red=36559, ir=53116
time=74008, red=34720, ir=53497
time=74028, red=25832, ir=50584
time=74048, red=29881, ir=48542
time=74068, red=23878, ir=46858
time=74088, red=25808, ir=47562
time=74108, red=26167, ir=47249
time=74128, red=27699, ir=48154
time=74148, red=30681, ir=50048
time=74168, red=35571, ir=54283
time=74188, red=31481, ir=54411
time=74208, red=34217, ir=55161
time=74228, red=34675, ir=55353
time=74248, red=33001, ir=53570
time=74268, red=28875, ir=54162
time=74288, red=28547, ir=54233
time=74308, red=32035, ir=54412
time=74328, red=29391, ir=52570
time=74348, red=33177, ir=52553
time=74368, red=34891, ir=51585
time=74388, red=38771, ir=51890
time=74408, red=45560, ir=53417
time=74428, red=48081, ir=56971
time=74448, red=51886, ir=59657
time=74468, red=49209, ir=56380
time=74488, red=46864, ir=52865
time=74508, red=45409, ir=51283
time=74528, red=44167, ir=50054
time=74548, red=43668, ir=49995
time=74568, red=43232, ir=52626
time=74588, red=45882, ir=53686
time=74608, red=46063, ir=54953
time=74628, red=46762, ir=56245
time=74647, red=46811, ir=55946
time=74667, red=47135, ir=56393
time=74687, red=46589, ir=55830
time=74707, red=44278, ir=53874
time=74727, red=43301, ir=53110
time=74747, red=46197, ir=54562
time=74767, red=47257, ir=56149
time=74787, red=48201, ir=56752
time=74807, red=45378, ir=54320
time=74827, red=42056, ir=51131
time=74847, red=40467, ir=50416
time=74867, red=34658, ir=48683
time=74887, red=32189, ir=51067
time=74907, red=32220, ir=52337
time=74927, red=34352, ir=54165
time=74947, red=29036, ir=51256
time=74967, red=30079, ir=47922
time=74987, red=26305, ir=54181
time=75007, red=33297, ir=47487
time=75027, red=22819, ir=33717
time=75047, red=20203, ir=30947
time=75067, red=33893, ir=50348
time=75087, red=40225, ir=56536
time=75107, red=28214, ir=50994
time=75127, red=35962, ir=56188
time=75147, red=35809, ir=56054
time=75167, red=33203, ir=54710
time=75187, red=27694, ir=51769
time=75207, red=34238, ir=55194
time=75227, red=33328, ir=54845
time=75247, red=35591, ir=54326
time=75267, red=46138, ir=58371
time=75287, red=47546, ir=58142
time=75307, red=47758, ir=56443
time=75327, red=50280, ir=58169
time=75347, red=47319, ir=55271
time=75367, red=49388, ir=57223
time=75387, red=47321, ir=55765
time=75407, red=47136, ir=55469
time=75427, red=46310, ir=55115
time=75447, red=46222, ir=54915
time=75467, red=45442, ir=54462
time=75487, red=45977, ir=54570
time=75507, red=47375, ir=55704
time=75527, red=49259, ir=56447
time=75547, red=49408, ir=55738
time=75567, red=45119, ir=53289
time=75587, red=41007, ir=50713
time=75607, red=33855, ir=50185
time=75627, red=34824, ir=53233
time=75647, red=34104, ir=54063
time=75667, red=36108, ir=57388
time=75687, red=38526, ir=58655
time=75707, red=39709, ir=55861
time=75727, red=28294, ir=49803
time=75747, red=16431, ir=48131
time=75767, red=15485, ir=47424
time=75787, red=16381, ir=47864
time=75807, red=16377, ir=47855
time=75827, red=16166, ir=47529
time=75847, red=18106, ir=48756
time=75867, red=24941, ir=50138
time=75887, red=44334, ir=55480
time=75907, red=32322, ir=38216
time=75927, red=36905, ir=48750
time=75947, red=39139, ir=50604
HR=428, SP=-1
time=75974, red=39194, ir=55721
time=75987, red=45146, ir=54781
time=76007, red=50058, ir=56165
time=76027, red=49222, ir=57204
time=76047, red=48932, ir=57292
time=76067, red=48725, ir=56520
time=76087, red=45956, ir=55504
time=76107, red=43063, ir=55224
time=76127, red=43575, ir=54280
time=76147, red=42587, ir=54139
time=76167, red=41046, ir=54877
time=76187, red=40754, ir=59132
time=76207, red=39907, ir=60063
time=76227, red=47000, ir=55181
time=76247, red=44474, ir=52228
time=76267, red=47220, ir=55631
time=76287, red=48252, ir=56614
time=76307, red=49781, ir=57829
time=76327, red=45853, ir=53807
time=76347, red=45224, ir=54921
time=76367, red=43449, ir=52619
time=76387, red=35997, ir=49709
time=76407, red=37940, ir=52815
time=76427, red=37849, ir=53953
time=76447, red=39589, ir=53786
time=76467, red=36944, ir=56455
time=76487, red=31911, ir=52929
time=76507, red=27756, ir=52419
time=76527, red=29318, ir=52726
time=76547, red=29123, ir=52183
time=76567, red=28831, ir=51451
time=76587, red=28763, ir=51185
time=76607, red=29218, ir=51197
time=76627, red=30597, ir=53398
time=76647, red=30308, ir=51665
time=76667, red=35711, ir=56150
time=76687, red=32269, ir=55544
time=76707, red=31386, ir=54708
time=76727, red=34707, ir=56304
time=76747, red=36617, ir=55994
time=76767, red=36933, ir=55304
time=76787, red=36378, ir=54559
time=76807, red=36083, ir=54880
time=76827, red=34228, ir=53999
time=76847, red=34074, ir=53554
time=76867, red=32738, ir=53770
time=76887, red=31547, ir=53361
time=76907, red=29203, ir=53085
time=76927, red=28342, ir=52368
time=76947, red=28180, ir=52830
time=76967, red=31138, ir=55242
time=76987, red=31572, ir=52824
time=77007, red=33663, ir=53138
time=77027, red=36506, ir=52608
time=77047, red=40856, ir=53463
time=77067, red=48777, ir=56794
time=77087, red=48862, ir=56796
time=77107, red=51223, ir=57198
time=77127, red=51959, ir=57997
time=77147, red=49884, ir=57469
time=77167, red=49971, ir=57002
time=77187, red=49400, ir=58362
time=77207, red=48219, ir=59468
time=77227, red=48877, ir=60455
time=77247, red=48327, ir=59459
time=77267, red=49845, ir=59387
time=77287, red=49231, ir=58901
time=77307, red=48300, ir=58050
time=77327, red=45913, ir=55239
time=77347, red=45876, ir=54643
time=77367, red=46427, ir=55243
time=77387, red=48798, ir=56095
time=77407, red=46744, ir=53902
time=77427, red=44006, ir=53610
time=77447, red=41566, ir=51296
time=77467, red=35236, ir=48407
time=77487, red=34891, ir=50943
time=77507, red=36011, ir=52230
time=77527, red=36668, ir=52995
time=77547, red=33588, ir=52695
time=77567, red=29906, ir=50886
time=77587, red=25751, ir=49252
time=77607, red=18979, ir=42291
time=77627, red=15671, ir=39114
time=77647, red=15515, ir=34842
time=77667, red=17603, ir=39572
time=77687, red=24428, ir=49437
time=77707, red=22068, ir=49115
time=77727, red=23021, ir=49645
time=77747, red=22448, ir=50588
time=77767, red=36041, ir=56491
time=77787, red=35332, ir=54703
time=77807, red=36103, ir=53033
time=77827, red=36077, ir=54825
time=77847, red=39360, ir=55021
time=77867, red=42628, ir=56381
time=77887, red=47977, ir=56929
time=77907, red=52262, ir=57998
time=77926, red=51292, ir=57489
time=77946, red=48631, ir=56323
HR=428, SP=-1
time=77966, red=45323, ir=54145
time=77986, red=46288, ir=55652
time=78006, red=46201, ir=55312
time=78026, red=46969, ir=55432
time=78046, red=45744, ir=54992
time=78066, red=45575, ir=54833
time=78086, red=46002, ir=54636
time=78106, red=46124, ir=54032
time=78126, red=45357, ir=53869
time=78146, red=46384, ir=52547
time=78166, red=43972, ir=53115
time=78186, red=39984, ir=50243
time=78206, red=38675, ir=51227
time=78226, red=34458, ir=50606
time=78246, red=31492, ir=51421
time=78266, red=27887, ir=52508
time=78286, red=32868, ir=53906
time=78306, red=33066, ir=54446
time=78326, red=32156, ir=56585
time=78346, red=32244, ir=56233
time=78366, red=37927, ir=55892
time=78386, red=36366, ir=55939
time=78406, red=36390, ir=55968
time=78426, red=36295, ir=55836
time=78446, red=36079, ir=55947
time=78466, red=35772, ir=56016
time=78486, red=36345, ir=57648
time=78506, red=41282, ir=57979
time=78526, red=34757, ir=50952
time=78546, red=32821, ir=54305
time=78566, red=29317, ir=54586
time=78586, red=30397, ir=54766
time=78606, red=35494, ir=54423
time=78626, red=45289, ir=56368
time=78646, red=48606, ir=57726
time=78666, red=44913, ir=55915
time=78686, red=48033, ir=57520
time=78706, red=46951, ir=57146
time=78726, red=46469, ir=55521
time=78746, red=49793, ir=57768
time=78766, red=49191, ir=55898
time=78786, red=49401, ir=56353
time=78806, red=49657, ir=56266
time=78826, red=49024, ir=55318
time=78846, red=49022, ir=55367
time=78866, red=47647, ir=54224
time=78886, red=45624, ir=53237
time=78906, red=46945, ir=54856
time=78926, red=46960, ir=55565
time=78946, red=44590, ir=52574
time=78966, red=40583, ir=50444
time=78986, red=35399, ir=48295
time=79006, red=32565, ir=49815
time=79026, red=31005, ir=51674
time=79046, red=34514, ir=52953
time=79066, red=36272, ir=55011
time=79086, red=35146, ir=56851
time=79106, red=30783, ir=55278
time=79126, red=31346, ir=54302
time=79146, red=25089, ir=54047
time=79166, red=23678, ir=53171
time=79186, red=23792, ir=53130
time=79206, red=23809, ir=52849
time=79226, red=23349, ir=52070
time=79246, red=23890, ir=53284
time=79266, red=27680, ir=54140
time=79286, red=39116, ir=55430
time=79306, red=47268, ir=52026
time=79326, red=36197, ir=42629
time=79346, red=34916, ir=36744
time=79366, red=43964, ir=55598
time=79386, red=37835, ir=54463
time=79406, red=45200, ir=55035
time=79426, red=54215, ir=60262
time=79446, red=51074, ir=58895
time=79466, red=49068, ir=55219
time=79486, red=49023, ir=54823
time=79506, red=49020, ir=54933
time=79526, red=47321, ir=54899
time=79546, red=48536, ir=55684
time=79566, red=45251, ir=53284
time=79586, red=46594, ir=53038
time=79606, red=49384, ir=53006
time=79626, red=49971, ir=54256
time=79646, red=45440, ir=50888
time=79666, red=48453, ir=55738
time=79686, red=48402, ir=56819
time=79706, red=50008, ir=57706
time=79726, red=46978, ir=54426
time=79746, red=46690, ir=54918
time=79766, red=44518, ir=53619
time=79786, red=43244, ir=51437
time=79806, red=42433, ir=51585
time=79826, red=43755, ir=52425
time=79846, red=43345, ir=51917
time=79866, red=39326, ir=51017
time=79886, red=37268, ir=53082
time=79906, red=42294, ir=55025
time=79926, red=40096, ir=55327
time=79946, red=39087, ir=52729
HR=500, SP=52
time=79971, red=42783, ir=54799
time=79986, red=42594, ir=57349
time=80006, red=38050, ir=56091
time=80026, red=33325, ir=55733
time=80046, red=29098, ir=54984
time=80066, red=29458, ir=54961
time=80086, red=29427, ir=54680
time=80106, red=29301, ir=54230
time=80126, red=29039, ir=53464
time=80146, red=28540, ir=53784
time=80166, red=38334, ir=56557
time=80186, red=41013, ir=55459
time=80206, red=40148, ir=56152
time=80226, red=41069, ir=55743
time=80246, red=44100, ir=57318
time=80266, red=49716, ir=58615
time=80286, red=52388, ir=59276
time=80306, red=51972, ir=60463
time=80326, red=51063, ir=59304
time=80346, red=48480, ir=58492
time=80366, red=45948, ir=57177
time=80386, red=42095, ir=53396
time=80406, red=37195, ir=43120
time=80426, red=46253, ir=52640
time=80446, red=45566, ir=55531
time=80466, red=45024, ir=58535
time=80486, red=47115, ir=61415
time=80506, red=52040, ir=61473
time=80526, red=51639, ir=61232
time=80546, red=49477, ir=58865
time=80566, red=43931, ir=55761
time=80586, red=46400, ir=55701
time=80606, red=47896, ir=55947
time=80626, red=46227, ir=54615
time=80646, red=43743, ir=53169
time=80666, red=40535, ir=50827
time=80686, red=39966, ir=51579
time=80706, red=34356, ir=49937
time=80726, red=31366, ir=51141
time=80746, red=30172, ir=51965
time=80766, red=30683, ir=51340
time=80786, red=28458, ir=51235
time=80806, red=31283, ir=52720
time=80826, red=25940, ir=50097
time=80846, red=20787, ir=47556
time=80866, red=14939, ir=48593
time=80886, red=14301, ir=50165
time=80906, red=14111, ir=50229
time=80926, red=13641, ir=48836
time=80946, red=12664, ir=45916
time=80966, red=12917, ir=44771
time=80986, red=14663, ir=47205
time=81006, red=23550, ir=51841
time=81026, red=25362, ir=52553
time=81046, red=33648, ir=54698
time=81066, red=29119, ir=52679
time=81086, red=25512, ir=53460
time=81106, red=40831, ir=55771
time=81126, red=47791, ir=56046
time=81146, red=49282, ir=55933
time=81166, red=48960, ir=55272
time=81186, red=48919, ir=53846
time=81206, red=49850, ir=55210
time=81226, red=48852, ir=54879
time=81246, red=48880, ir=55540
time=81266, red=49217, ir=55771
time=81286, red=49221, ir=55803
time=81306, red=48328, ir=54757
time=81326, red=46536, ir=54110
time=81346, red=47581, ir=55285
time=81366, red=47663, ir=55872
time=81386, red=48851, ir=56962
time=81406, red=47709, ir=54982
