AT4T8P1 - Bandit - (10,7)
























Press any key to start conversion
time=1, red=9, ir=9
time=1226, red=6, ir=3
time=1236, red=4, ir=0
time=1246, red=6, ir=5
time=1256, red=7, ir=8
time=1266, red=3, ir=0
time=1276, red=5, ir=0
time=1286, red=3, ir=6
time=1296, red=6, ir=0
time=1306, red=20, ir=3
time=1316, red=4, ir=0
time=1326, red=9, ir=2
time=1336, red=8, ir=11
time=1346, red=0, ir=0
time=1356, red=0, ir=4
time=1366, red=12, ir=11
time=1376, red=2, ir=8
time=1386, red=15, ir=3
time=1396, red=3, ir=6
time=1406, red=13, ir=0
time=1416, red=0, ir=7
time=1426, red=11, ir=10
time=1436, red=12, ir=0
time=1446, red=8, ir=6
time=1456, red=1, ir=0
time=1466, red=0, ir=0
time=1476, red=0, ir=7
time=1486, red=6, ir=12
time=1496, red=4, ir=5
time=1506, red=9, ir=3
time=1516, red=19, ir=0
time=1526, red=3, ir=11
time=1536, red=0, ir=12
time=1546, red=9, ir=6
time=1556, red=3, ir=11
time=1566, red=12, ir=12
time=1576, red=18, ir=0
time=1586, red=4, ir=0
time=1596, red=8, ir=8
time=1606, red=9, ir=6
time=1616, red=3, ir=5
time=1626, red=2, ir=0
time=1636, red=15, ir=6
time=1646, red=1, ir=4
time=1656, red=2, ir=0
time=1666, red=17, ir=0
time=1676, red=4, ir=2
time=1686, red=1, ir=0
time=1696, red=5, ir=5
time=1706, red=0, ir=4
time=1716, red=9, ir=5
time=1726, red=2, ir=0
time=1736, red=16, ir=2
time=1746, red=0, ir=12
time=1756, red=7, ir=0
time=1766, red=0, ir=14
time=1776, red=3, ir=0
time=1786, red=8, ir=0
time=1796, red=10, ir=1
time=1806, red=0, ir=0
time=1816, red=1, ir=22
time=1826, red=7, ir=0
time=1836, red=0, ir=1
time=1846, red=0, ir=6
time=1856, red=4, ir=10
time=1866, red=1, ir=9
time=1876, red=1, ir=0
time=1886, red=10, ir=10
time=1896, red=0, ir=11
time=1906, red=0, ir=0
time=1916, red=10, ir=11
time=1926, red=7, ir=8
time=1936, red=0, ir=2
time=1946, red=0, ir=18
time=1956, red=6, ir=2
time=1966, red=7, ir=0
time=1976, red=16, ir=7
time=1986, red=17, ir=14
time=1996, red=0, ir=0
time=2006, red=0, ir=6
time=2016, red=0, ir=4
time=2026, red=8, ir=3
time=2036, red=1, ir=7
time=2046, red=7, ir=16
time=2056, red=4, ir=5
time=2066, red=5, ir=11
time=2076, red=7, ir=0
time=2086, red=0, ir=11
time=2096, red=0, ir=9
time=2106, red=2, ir=0
time=2116, red=12, ir=12
time=2126, red=0, ir=7
time=2136, red=8, ir=0
time=2146, red=11, ir=0
time=2156, red=2, ir=9
time=2166, red=7, ir=0
time=2176, red=2, ir=5
time=2186, red=9, ir=4
time=2196, red=8, ir=3
time=2206, red=8, ir=2
time=2216, red=0, ir=0
time=2226, red=2, ir=7
time=2236, red=0, ir=8
time=2246, red=4, ir=9
time=2256, red=1, ir=5
time=2266, red=6, ir=0
time=2276, red=3, ir=0
time=2286, red=2, ir=0
time=2296, red=6, ir=4
time=2306, red=9, ir=8
time=2316, red=0, ir=5
time=2326, red=0, ir=0
time=2336, red=8, ir=5
time=2346, red=0, ir=0
time=2356, red=7, ir=1
time=2366, red=0, ir=6
time=2376, red=5, ir=9
time=2386, red=7, ir=6
time=2396, red=0, ir=0
time=2406, red=4, ir=5
time=2416, red=0, ir=1
time=2426, red=0, ir=14
time=2436, red=6, ir=9
time=2446, red=9, ir=3
time=2456, red=0, ir=10
time=2466, red=3, ir=5
time=2476, red=6, ir=7
time=2486, red=11, ir=9
time=2496, red=0, ir=0
time=2506, red=3, ir=5
time=2516, red=4, ir=7
time=2526, red=3, ir=2
time=2536, red=5, ir=12
time=2546, red=6, ir=0
time=2556, red=0, ir=2
time=2566, red=2, ir=6
time=2576, red=8, ir=11
time=2586, red=5, ir=0
time=2596, red=17, ir=4
time=2606, red=7, ir=19
time=2616, red=5, ir=6
time=2626, red=14, ir=14
time=2636, red=4, ir=10
time=2646, red=0, ir=0
time=2656, red=9, ir=4
time=2666, red=1, ir=0
time=2676, red=9, ir=3
time=2686, red=6, ir=1
time=2696, red=0, ir=10
time=2706, red=15, ir=1
time=2716, red=10, ir=0
time=2726, red=5, ir=6
time=2736, red=6, ir=6
time=2746, red=2, ir=0
time=2756, red=11, ir=17
time=2766, red=14, ir=0
time=2776, red=0, ir=10
time=2786, red=9, ir=3
time=2796, red=9, ir=11
time=2806, red=9, ir=17
time=2816, red=0, ir=3
time=2826, red=8, ir=4
time=2836, red=0, ir=0
time=2846, red=8, ir=9
time=2856, red=4, ir=9
time=2866, red=12, ir=22
time=2876, red=0, ir=1
time=2886, red=0, ir=8
time=2896, red=3, ir=14
time=2906, red=8, ir=10
time=2916, red=9, ir=0
time=2926, red=2, ir=7
time=2936, red=2, ir=0
time=2946, red=22, ir=7
time=2956, red=14, ir=15
time=2966, red=5, ir=5
time=2976, red=10, ir=9
time=2986, red=4, ir=10
time=2996, red=9, ir=0
time=3006, red=7, ir=8
time=3016, red=9, ir=11
time=3026, red=16, ir=0
time=3036, red=11, ir=0
time=3046, red=6, ir=6
time=3056, red=3, ir=0
time=3066, red=20, ir=13
time=3076, red=9, ir=6
time=3086, red=0, ir=14
time=3096, red=0, ir=0
time=3106, red=0, ir=12
time=3116, red=3, ir=8
time=3126, red=0, ir=0
time=3136, red=0, ir=2
time=3146, red=11, ir=2
time=3156, red=4, ir=3
time=3166, red=1, ir=10
time=3176, red=0, ir=2
time=3186, red=13, ir=3
time=3196, red=3, ir=7
time=3206, red=4, ir=4
time=3216, red=7, ir=7
time=3226, red=13, ir=3
time=3236, red=2, ir=2
time=3246, red=5, ir=1
time=3256, red=11, ir=3
time=3266, red=4, ir=0
time=3276, red=9, ir=7
time=3286, red=8, ir=1
time=3296, red=15, ir=10
time=3306, red=2, ir=7
time=3316, red=0, ir=6
time=3326, red=13, ir=4
time=3336, red=0, ir=3
time=3346, red=16, ir=4
time=3356, red=3, ir=9
time=3366, red=9, ir=0
time=3376, red=5, ir=0
time=3386, red=1, ir=0
time=3396, red=0, ir=0
time=3406, red=15, ir=3
time=3416, red=11, ir=0
time=3426, red=5, ir=4
time=3436, red=0, ir=6
time=3446, red=4, ir=12
time=3456, red=2, ir=18
time=3466, red=1, ir=5
time=3476, red=14, ir=5
time=3486, red=4, ir=5
time=3496, red=12, ir=0
time=3506, red=0, ir=6
time=3516, red=5, ir=4
time=3526, red=16, ir=7
time=3536, red=2, ir=0
time=3546, red=0, ir=8
time=3556, red=2, ir=0
time=3566, red=0, ir=0
time=3576, red=18, ir=8
time=3586, red=10, ir=16
time=3596, red=8, ir=5
time=3606, red=5, ir=7
time=3616, red=5, ir=6
time=3626, red=0, ir=0
time=3636, red=0, ir=3
time=3646, red=1, ir=2
time=3656, red=9, ir=8
time=3666, red=8, ir=9
time=3676, red=12, ir=13
time=3686, red=15, ir=6
time=3696, red=0, ir=3
time=3706, red=9, ir=0
time=3716, red=1, ir=4
time=3726, red=7, ir=11
time=3736, red=0, ir=7
time=3746, red=0, ir=1
time=3756, red=12, ir=4
time=3766, red=3, ir=2
time=3776, red=1, ir=17
time=3786, red=0, ir=0
time=3796, red=12, ir=2
time=3806, red=5, ir=3
time=3816, red=4, ir=11
time=3826, red=9, ir=10
time=3836, red=11, ir=0
time=3846, red=0, ir=9
time=3856, red=0, ir=7
time=3866, red=11, ir=12
time=3876, red=0, ir=7
time=3886, red=1, ir=8
time=3896, red=3, ir=6
time=3906, red=17, ir=0
time=3916, red=0, ir=2
time=3926, red=5, ir=9
time=3936, red=1, ir=0
time=3946, red=13, ir=0
time=3956, red=15, ir=1
time=3966, red=8, ir=14
time=3976, red=13, ir=7
time=3986, red=18, ir=0
time=3996, red=0, ir=0
time=4006, red=7, ir=5
time=4016, red=7, ir=6
time=4026, red=9, ir=0
time=4036, red=4, ir=5
time=4046, red=12, ir=8
time=4056, red=8, ir=0
time=4066, red=10, ir=9
time=4076, red=10, ir=0
time=4086, red=13, ir=3
time=4096, red=2, ir=4
time=4106, red=0, ir=5
time=4116, red=4, ir=4
time=4126, red=2, ir=5
time=4136, red=5, ir=9
time=4146, red=16, ir=2
time=4156, red=0, ir=14
time=4166, red=0, ir=7
time=4176, red=5, ir=2
time=4186, red=6, ir=0
time=4196, red=7, ir=3
time=4206, red=7, ir=7
time=4216, red=5, ir=8
time=4226, red=0, ir=0
time=4236, red=13, ir=12
time=4246, red=15, ir=3
time=4256, red=8, ir=12
time=4266, red=1, ir=0
time=4275, red=0, ir=11
time=4285, red=0, ir=12
time=4295, red=12, ir=4
time=4305, red=6, ir=2
time=4315, red=17, ir=0
time=4325, red=3, ir=0
time=4335, red=3, ir=6
time=4345, red=0, ir=0
time=4355, red=2, ir=7
time=4365, red=8, ir=0
time=4375, red=9, ir=0
time=4385, red=4, ir=2
time=4395, red=1, ir=1
time=4405, red=0, ir=10
time=4415, red=4, ir=2
time=4425, red=11, ir=0
time=4435, red=0, ir=0
time=4445, red=10, ir=2
time=4455, red=0, ir=7
time=4465, red=0, ir=13
time=4475, red=0, ir=0
time=4485, red=5, ir=1
time=4495, red=12, ir=0
time=4505, red=19, ir=0
time=4515, red=3, ir=0
time=4525, red=10, ir=1
time=4535, red=1, ir=7
time=4545, red=11, ir=14
time=4555, red=5, ir=0
time=4565, red=0, ir=8
time=4575, red=0, ir=6
time=4585, red=11, ir=3
time=4595, red=5, ir=1
time=4605, red=7, ir=14
time=4615, red=0, ir=4
time=4625, red=6, ir=1
time=4635, red=0, ir=3
time=4645, red=3, ir=13
time=4655, red=4, ir=6
time=4665, red=0, ir=1
time=4675, red=11, ir=0
time=4685, red=1, ir=5
time=4695, red=4, ir=0
time=4705, red=0, ir=3
time=4715, red=0, ir=0
time=4725, red=4, ir=0
time=4735, red=6, ir=0
time=4745, red=0, ir=17
time=4755, red=0, ir=12
time=4765, red=0, ir=0
time=4775, red=0, ir=5
time=4785, red=0, ir=0
time=4795, red=0, ir=0
time=4805, red=13, ir=0
time=4815, red=1, ir=5
time=4825, red=0, ir=0
time=4835, red=12, ir=0
time=4845, red=6, ir=0
time=4855, red=12, ir=0
time=4865, red=13, ir=5
time=4875, red=0, ir=3
time=4885, red=13, ir=0
time=4895, red=0, ir=14
time=4905, red=0, ir=8
time=4915, red=6, ir=4
time=4925, red=5, ir=10
time=4935, red=3, ir=1
time=4945, red=0, ir=4
time=4955, red=4, ir=10
time=4965, red=3, ir=0
time=4975, red=0, ir=5
time=4985, red=4, ir=3
time=4995, red=0, ir=10
time=5005, red=15, ir=5
time=5015, red=0, ir=21
time=5025, red=3, ir=0
time=5035, red=0, ir=0
time=5045, red=5, ir=0
time=5055, red=12, ir=0
time=5065, red=16, ir=15
time=5075, red=10, ir=0
time=5085, red=0, ir=5
time=5095, red=13, ir=0
time=5105, red=2, ir=8
time=5115, red=0, ir=4
time=5125, red=0, ir=0
time=5135, red=13, ir=5
time=5145, red=0, ir=5
time=5155, red=13, ir=5
time=5165, red=5, ir=19
time=5175, red=12, ir=9
time=5185, red=0, ir=9
time=5195, red=6, ir=3
time=5205, red=1, ir=0
time=5215, red=4, ir=8
time=5225, red=8, ir=11
time=5235, red=5, ir=7
time=5245, red=10, ir=13
time=5255, red=16, ir=5
time=5265, red=8, ir=6
time=5275, red=4, ir=15
time=5285, red=5, ir=16
time=5295, red=4, ir=8
time=5305, red=2, ir=6
time=5315, red=6, ir=4
time=5325, red=6, ir=0
time=5335, red=0, ir=12
time=5345, red=0, ir=3
time=5355, red=0, ir=7
time=5365, red=9, ir=4
time=5375, red=12, ir=12
time=5385, red=1, ir=0
time=5395, red=5, ir=2
time=5405, red=0, ir=0
time=5415, red=1, ir=3
time=5425, red=0, ir=0
time=5435, red=9, ir=5
time=5445, red=5, ir=22
time=5455, red=0, ir=5
time=5465, red=9, ir=7
time=5475, red=3, ir=1
time=5485, red=4, ir=7
time=5495, red=5, ir=1
time=5505, red=2, ir=4
time=5515, red=4, ir=8
time=5525, red=4, ir=6
time=5535, red=2, ir=4
time=5545, red=4, ir=5
time=5555, red=8, ir=0
time=5565, red=3, ir=0
time=5575, red=8, ir=2
time=5585, red=3, ir=2
time=5595, red=3, ir=6
time=5605, red=0, ir=1
time=5615, red=5, ir=8
time=5625, red=3, ir=0
time=5635, red=0, ir=10
time=5645, red=5, ir=0
time=5655, red=4, ir=0
time=5665, red=7, ir=0
time=5675, red=9, ir=3
time=5685, red=16, ir=6
time=5695, red=12, ir=5
time=5705, red=12, ir=0
time=5715, red=3, ir=10
time=5725, red=0, ir=1
time=5735, red=4, ir=0
time=5745, red=0, ir=0
time=5755, red=0, ir=5
time=5765, red=10, ir=7
time=5775, red=8, ir=6
time=5785, red=10, ir=6
time=5795, red=13, ir=9
time=5805, red=3, ir=0
time=5815, red=11, ir=0
time=5825, red=0, ir=0
time=5835, red=8, ir=9
time=5845, red=0, ir=8
time=5855, red=3, ir=8
time=5865, red=18, ir=20
time=5875, red=4, ir=0
time=5885, red=3, ir=14
time=5895, red=0, ir=0
time=5905, red=13, ir=6
time=5915, red=7, ir=0
time=5925, red=0, ir=11
time=5935, red=0, ir=0
time=5945, red=0, ir=0
time=5955, red=0, ir=0
time=5965, red=5, ir=5
time=5975, red=6, ir=0
time=5985, red=8, ir=7
HR=127, SP=-1
time=6011, red=4, ir=7
time=6015, red=5, ir=0
time=6025, red=0, ir=7
time=6035, red=9, ir=2
time=6045, red=8, ir=13
time=6055, red=0, ir=9
time=6065, red=2, ir=0
time=6075, red=5, ir=3
time=6085, red=0, ir=0
time=6095, red=10, ir=5
time=6105, red=11, ir=0
time=6115, red=0, ir=8
time=6125, red=0, ir=6
time=6135, red=10, ir=7
time=6145, red=7, ir=0
time=6155, red=5, ir=0
time=6165, red=10, ir=8
time=6175, red=3, ir=16
time=6185, red=15, ir=8
time=6195, red=5, ir=13
time=6205, red=1, ir=3
time=6215, red=2, ir=12
time=6225, red=0, ir=7
time=6235, red=10, ir=0
time=6245, red=0, ir=20
time=6255, red=19, ir=2
time=6265, red=3, ir=6
time=6275, red=6, ir=5
time=6285, red=2, ir=5
time=6295, red=4, ir=0
time=6305, red=2, ir=2
time=6315, red=0, ir=4
time=6325, red=17, ir=10
time=6335, red=0, ir=0
time=6345, red=3, ir=0
time=6355, red=7, ir=0
time=6365, red=1, ir=1
time=6375, red=1, ir=8
time=6385, red=3, ir=0
time=6395, red=4, ir=6
time=6405, red=0, ir=6
time=6415, red=14, ir=10
time=6425, red=4, ir=11
time=6435, red=15, ir=0
time=6445, red=9, ir=7
time=6455, red=0, ir=7
time=6465, red=7, ir=0
time=6475, red=3, ir=5
time=6485, red=4, ir=0
time=6495, red=9, ir=3
time=6505, red=11, ir=0
time=6515, red=0, ir=0
time=6525, red=3, ir=14
time=6535, red=0, ir=6
time=6545, red=0, ir=14
time=6555, red=11, ir=2
time=6565, red=0, ir=11
time=6575, red=2, ir=0
time=6585, red=3, ir=5
time=6595, red=5, ir=8
time=6605, red=7, ir=3
time=6615, red=7, ir=1
time=6625, red=12, ir=5
time=6635, red=2, ir=0
time=6645, red=1, ir=0
time=6655, red=8, ir=0
time=6665, red=1, ir=0
time=6675, red=4, ir=4
time=6685, red=0, ir=1
time=6695, red=3, ir=0
time=6705, red=12, ir=4
time=6715, red=6, ir=0
time=6725, red=2, ir=16
time=6735, red=1, ir=0
time=6745, red=9, ir=1
time=6755, red=9, ir=0
time=6765, red=10, ir=0
time=6775, red=3, ir=0
time=6785, red=5, ir=1
time=6795, red=11, ir=8
time=6805, red=0, ir=5
time=6815, red=4, ir=6
time=6825, red=3, ir=15
time=6835, red=0, ir=6
time=6845, red=7, ir=0
time=6855, red=0, ir=8
time=6865, red=1, ir=8
time=6875, red=2, ir=2
time=6885, red=7, ir=0
time=6895, red=9, ir=0
time=6905, red=9, ir=0
time=6915, red=1, ir=17
time=6925, red=7, ir=15
time=6935, red=11, ir=0
time=6945, red=5, ir=7
time=6955, red=0, ir=7
time=6965, red=7, ir=12
time=6975, red=11, ir=8
time=6985, red=0, ir=0
time=6995, red=4, ir=4
HR=285, SP=-1
time=7005, red=12, ir=2
time=7015, red=7, ir=1
time=7025, red=0, ir=0
time=7035, red=3, ir=3
time=7045, red=6, ir=0
time=7055, red=5, ir=0
time=7065, red=4, ir=11
time=7075, red=15, ir=0
time=7085, red=2, ir=5
time=7095, red=15, ir=0
time=7105, red=4, ir=0
time=7115, red=0, ir=5
time=7125, red=4, ir=12
time=7135, red=13, ir=0
time=7145, red=9, ir=1
time=7155, red=1, ir=0
time=7165, red=0, ir=7
time=7175, red=15, ir=0
time=7185, red=1, ir=2
time=7195, red=6, ir=6
time=7205, red=3, ir=1
time=7215, red=4, ir=2
time=7225, red=16, ir=8
time=7235, red=5, ir=4
time=7245, red=4, ir=0
time=7255, red=7, ir=3
time=7265, red=5, ir=4
time=7275, red=0, ir=2
time=7285, red=0, ir=15
time=7295, red=0, ir=0
time=7305, red=14, ir=5
time=7315, red=5, ir=6
time=7325, red=3, ir=18
time=7335, red=0, ir=2
time=7345, red=3, ir=5
time=7355, red=14, ir=4
time=7365, red=12, ir=0
time=7375, red=9, ir=0
time=7385, red=8, ir=0
time=7395, red=3, ir=0
time=7405, red=9, ir=3
time=7415, red=0, ir=1
time=7425, red=0, ir=0
time=7435, red=0, ir=8
time=7445, red=8, ir=4
time=7455, red=9, ir=0
time=7465, red=4, ir=13
time=7475, red=0, ir=7
time=7485, red=0, ir=5
time=7495, red=0, ir=9
time=7505, red=0, ir=11
time=7515, red=0, ir=16
time=7525, red=1, ir=3
time=7535, red=2, ir=16
time=7545, red=1, ir=0
time=7555, red=1, ir=7
time=7565, red=11, ir=0
time=7575, red=9, ir=7
time=7585, red=0, ir=0
time=7595, red=13, ir=0
time=7605, red=3, ir=4
time=7615, red=8, ir=2
time=7625, red=8, ir=2
time=7635, red=2, ir=3
time=7645, red=0, ir=1
time=7655, red=0, ir=0
time=7665, red=0, ir=0
time=7675, red=9, ir=0
time=7685, red=3, ir=6
time=7695, red=0, ir=7
time=7705, red=9, ir=0
time=7715, red=4, ir=7
time=7725, red=0, ir=8
time=7735, red=6, ir=15
time=7745, red=3, ir=12
time=7755, red=0, ir=8
time=7765, red=14, ir=2
time=7775, red=7, ir=6
time=7785, red=0, ir=0
time=7795, red=7, ir=9
time=7805, red=10, ir=2
time=7815, red=15, ir=2
time=7825, red=5, ir=0
time=7835, red=0, ir=0
time=7845, red=3, ir=12
time=7855, red=10, ir=11
time=7865, red=15, ir=0
time=7874, red=7, ir=8
time=7884, red=1, ir=3
time=7894, red=11, ir=3
time=7904, red=14, ir=1
time=7914, red=10, ir=12
time=7924, red=0, ir=6
time=7934, red=0, ir=2
time=7944, red=15, ir=7
time=7954, red=4, ir=1
time=7964, red=0, ir=4
time=7974, red=5, ir=4
time=7984, red=4, ir=10
time=7994, red=0, ir=8
HR=260, SP=-1
time=8018, red=1, ir=10
time=8024, red=4, ir=5
time=8034, red=2, ir=8
time=8044, red=0, ir=11
time=8054, red=0, ir=7
time=8064, red=1, ir=11
time=8074, red=0, ir=6
time=8084, red=0, ir=3
time=8094, red=19, ir=6
time=8104, red=0, ir=1
time=8114, red=5, ir=5
time=8124, red=8, ir=4
time=8134, red=2, ir=11
time=8144, red=7, ir=1
time=8154, red=12, ir=0
time=8164, red=0, ir=3
time=8174, red=5, ir=0
time=8184, red=9, ir=4
time=8194, red=5, ir=0
time=8204, red=0, ir=0
time=8214, red=14, ir=0
time=8224, red=10, ir=0
time=8234, red=6, ir=2
time=8244, red=5, ir=6
time=8254, red=7, ir=11
time=8264, red=0, ir=10
time=8274, red=1, ir=10
time=8284, red=11, ir=6
time=8294, red=2, ir=5
time=8304, red=0, ir=0
time=8314, red=3, ir=14
time=8324, red=0, ir=0
time=8334, red=4, ir=10
time=8344, red=10, ir=3
time=8354, red=0, ir=6
time=8364, red=3, ir=5
time=8374, red=0, ir=11
time=8384, red=4, ir=2
time=8394, red=0, ir=4
time=8404, red=3, ir=6
time=8414, red=0, ir=6
time=8424, red=6, ir=23
time=8434, red=0, ir=12
time=8444, red=6, ir=8
time=8454, red=0, ir=1
time=8464, red=6, ir=0
time=8474, red=5, ir=8
time=8484, red=12, ir=3
time=8494, red=8, ir=4
time=8504, red=2, ir=12
time=8514, red=0, ir=0
time=8524, red=12, ir=0
time=8534, red=15, ir=6
time=8544, red=0, ir=2
time=8554, red=2, ir=12
time=8564, red=6, ir=14
time=8574, red=0, ir=8
time=8584, red=0, ir=0
time=8594, red=6, ir=0
time=8604, red=1, ir=3
time=8614, red=0, ir=5
time=8624, red=12, ir=7
time=8634, red=8, ir=0
time=8644, red=22, ir=4
time=8654, red=0, ir=11
time=8664, red=2, ir=8
time=8674, red=0, ir=7
time=8684, red=3, ir=2
time=8694, red=0, ir=0
time=8704, red=19, ir=5
time=8714, red=0, ir=8
time=8724, red=8, ir=3
time=8734, red=3, ir=4
time=8744, red=8, ir=3
time=8754, red=9, ir=0
time=8764, red=1, ir=7
time=8774, red=3, ir=0
time=8784, red=0, ir=1
time=8794, red=10, ir=0
time=8804, red=6, ir=0
time=8814, red=5, ir=0
time=8824, red=0, ir=9
time=8834, red=8, ir=1
time=8844, red=5, ir=0
time=8854, red=16, ir=5
time=8864, red=0, ir=0
time=8874, red=6, ir=7
time=8884, red=14, ir=4
time=8894, red=0, ir=1
time=8904, red=13, ir=9
time=8914, red=4, ir=5
time=8924, red=0, ir=14
time=8934, red=0, ir=15
time=8944, red=0, ir=11
time=8954, red=0, ir=0
time=8964, red=6, ir=0
time=8974, red=12, ir=9
time=8984, red=9, ir=7
time=8994, red=14, ir=13
time=9004, red=13, ir=5
HR=272, SP=-1
time=9014, red=0, ir=0
time=9024, red=1, ir=0
time=9034, red=7, ir=0
time=9044, red=6, ir=10
time=9054, red=7, ir=6
time=9064, red=13, ir=3
time=9074, red=0, ir=4
time=9084, red=2, ir=15
time=9094, red=20, ir=0
time=9104, red=0, ir=2
time=9114, red=6, ir=6
time=9124, red=0, ir=9
time=9134, red=20, ir=17
time=9144, red=10, ir=3
time=9154, red=0, ir=0
time=9164, red=0, ir=1
time=9174, red=5, ir=0
time=9184, red=4, ir=10
time=9194, red=0, ir=10
time=9204, red=7, ir=0
time=9214, red=0, ir=11
time=9224, red=6, ir=5
time=9234, red=4, ir=8
time=9244, red=9, ir=4
time=9254, red=0, ir=6
time=9264, red=0, ir=13
time=9274, red=3, ir=4
time=9284, red=0, ir=11
time=9294, red=1, ir=3
time=9304, red=3, ir=9
time=9314, red=0, ir=2
time=9324, red=0, ir=8
time=9334, red=1, ir=4
time=9344, red=10, ir=0
time=9354, red=6, ir=6
time=9364, red=0, ir=9
time=9374, red=0, ir=8
time=9384, red=7, ir=0
time=9394, red=5, ir=0
time=9404, red=2, ir=8
time=9414, red=2, ir=12
time=9424, red=0, ir=11
time=9434, red=2, ir=7
time=9444, red=4, ir=0
time=9454, red=11, ir=0
time=9464, red=1, ir=1
time=9474, red=4, ir=8
time=9484, red=6, ir=0
time=9494, red=2, ir=2
time=9504, red=9, ir=2
time=9514, red=8, ir=12
time=9524, red=0, ir=3
time=9534, red=0, ir=3
time=9544, red=12, ir=3
time=9554, red=12, ir=0
time=9564, red=8, ir=0
time=9574, red=1, ir=11
time=9584, red=0, ir=16
time=9594, red=0, ir=0
time=9604, red=9, ir=10
time=9614, red=8, ir=0
time=9624, red=7, ir=11
time=9634, red=10, ir=4
time=9644, red=1, ir=0
time=9654, red=0, ir=16
time=9664, red=9, ir=0
time=9674, red=17, ir=0
time=9684, red=0, ir=11
time=9694, red=13, ir=3
time=9704, red=0, ir=11
time=9714, red=0, ir=4
time=9724, red=0, ir=0
time=9734, red=0, ir=8
time=9744, red=19, ir=0
time=9754, red=0, ir=0
time=9764, red=0, ir=9
time=9774, red=12, ir=0
time=9784, red=11, ir=10
time=9794, red=0, ir=18
time=9804, red=2, ir=6
time=9814, red=14, ir=2
time=9824, red=0, ir=4
time=9834, red=1, ir=2
time=9844, red=26, ir=2
time=9854, red=11, ir=0
time=9864, red=11, ir=7
time=9874, red=0, ir=9
time=9884, red=6, ir=0
time=9894, red=2, ir=4
time=9904, red=1, ir=10
time=9914, red=0, ir=0
time=9924, red=3, ir=6
time=9934, red=0, ir=0
time=9944, red=8, ir=0
time=9954, red=0, ir=0
time=9964, red=1, ir=2
time=9974, red=11, ir=11
