42833, red=47808, 55498
42853, red=47796, 55502
42873, red=47811, 55515
42893, red=47798, 55536
42913, red=47803, 55525
42933, red=47792, 55541
42953, red=47799, 55539
42973, red=47797, 55562
42993, red=47806, 55590
43013, red=47810, 55588
43033, red=47810, 55591
43053, red=47817, 55584
43073, red=47817, 55597
43093, red=47803, 55595
43113, red=47796, 55619
43133, red=47807, 55624
43153, red=47793, 55629
43173, red=47795, 55636
43193, red=47806, 55633
43213, red=47797, 55633
43233, red=47801, 55650
43253, red=47809, 55658
43273, red=47805, 55639
43293, red=47781, 55593
43313, red=47759, 55581
43333, red=47783, 55553
43353, red=47748, 55522
43373, red=47734, 55507
43393, red=47713, 55455
43413, red=47717, 55444
43433, red=47708, 55416
43453, red=47697, 55398
43473, red=47691, 55368
43493, red=47693, 55355
43513, red=47708, 55370
43533, red=47713, 55369
43553, red=47728, 55341
43573, red=47717, 55352
43593, red=47722, 55336
43613, red=47745, 55353
43633, red=47746, 55372
43653, red=47743, 55369
43673, red=47759, 55389
43693, red=47779, 55393
43713, red=47771, 55397
43733, red=47782, 55417
43753, red=47787, 55413
43773, red=47771, 55416
43793, red=47778, 55413
43813, red=47782, 55410
43833, red=47771, 55403
43853, red=47783, 55424
43873, red=47797, 55428
43893, red=47788, 55423
43913, red=47787, 55428
43933, red=47786, 55446
43953, red=47788, 55445
43978, red=47785, 55451
43993, red=47793, 55449
44013, red=47789, 55449
44033, red=47773, 55461
44053, red=47787, 55467
44073, red=47783, 55468
44093, red=47776, 55468
44113, red=47767, 55473
44133, red=47766, 55494
44153, red=47778, 55474
44173, red=47768, 55505
44193, red=47772, 55495
44213, red=47764, 55504
44233, red=47765, 55513
44253, red=47765, 55526
44273, red=47770, 55522
44293, red=47769, 55533
44313, red=47770, 55526
44333, red=47771, 55536
44353, red=47757, 55533
44373, red=47767, 55542
44393, red=47768, 55553
44413, red=47780, 55561
44433, red=47776, 55567
44453, red=47762, 55569
44473, red=47771, 55585
44493, red=47760, 55587
44513, red=47751, 55588
44533, red=47768, 55598
44553, red=47783, 55607
44573, red=47781, 55616
44593, red=47766, 55623
44613, red=47761, 55629
44633, red=47767, 55647
44653, red=47773, 55641
44673, red=47775, 55657
44693, red=47769, 55668
44713, red=47779, 55655
44733, red=47759, 55649
44753, red=47764, 55641
ti51791, red=32816, 53170
51811, red=33754, 54738
51831, red=31111, 55449
51851, red=34840, 57099
51871, red=31301, 54947
51891, red=33988, 54290
51911, red=38889, 55527
51931, red=43898, 56523
51951, red=47933, 59259
51977, red=47186, 58048
51991, red=49852, 58954
52011, red=50106, 59559
52031, red=47665, 57122
52051, red=47383, 55701
52071, red=49429, 57375
52091, red=48186, 55749
52111, red=48306, 55831
52131, red=48383, 56000
52151, red=48534, 56090
52171, red=48770, 56281
52191, red=49912, 57376
52211, red=50669, 58378
52231, red=48712, 56093
52250, red=48560, 55833
52270, red=48236, 54999
52290, red=47798, 55714
52310, red=47505, 55124
52330, red=46405, 53829
52350, red=44086, 51620
52370, red=45789, 52550
52390, red=46016, 53088
52410, red=46031, 53306
52430, red=46212, 53449
52450, red=46399, 53667
52470, red=46502, 53887
52490, red=46509, 53963
52510, red=46517, 53997
52530, red=46554, 54094
52550, red=46590, 54138
52570, red=46593, 54143
52590, red=46619, 54201
52610, red=46637, 54219
52630, red=46674, 54292
52650, red=46684, 54330
52670, red=46696, 54342
52690, red=46719, 54405
52710, red=46767, 54468
52730, red=46777, 54511
52750, red=46787, 54504
52770, red=46813, 54555
52790, red=46834, 54593
52810, red=46841, 54606
52830, red=46840, 54640
52850, red=46869, 54699
52870, red=46881, 54749
52890, red=46911, 54783
52910, red=46910, 54800
52930, red=46900, 54810
52950, red=46906, 54863
52970, red=46941, 54898
52990, red=46941, 54921
53010, red=46929, 54924
53030, red=46943, 54968
53050, red=46937, 54963
53070, red=46922, 54980
53090, red=46948, 54986
53110, red=46937, 55003
53130, red=46953, 55049
53150, red=46940, 55050
53170, red=46925, 55036
53190, red=46964, 55096
53210, red=46949, 55064
53230, red=46950, 55085
53250, red=46958, 55068
53270, red=46935, 55032
53290, red=46914, 55020
53310, red=46920, 55027
53330, red=46916, 55057
53350, red=46912, 55067
53370, red=46904, 55029
53390, red=46885, 55001
53410, red=46892, 55003
53430, red=46867, 55010
53450, red=46842, 54957
53470, red=46803, 54919
53490, red=46791, 54900
53510, red=46778, 54930
53530, red=46761, 54921
53550, red=46751, 54917
53570, red=46739, 54904
53590, red=46724, 54898
53610, red=46695, 54893
53630, red=46696, 54912
53650, red=46646, 54887
53670, red=46622, 54833
53690, red=46593, 54795
53710, red=46568, 54798
53730, red=46550, 54801
53750, red=46525, 54800
53770, red=46515, 54819
53790, red=46483, 54804
53810, red=46462, 54774
53830, red=46442, 54793
53850, red=46428, 54803
53870, red=46413, 54778
53890, red=46396, 54760
53910, red=46381, 54739
53930, red=46350, 54727
53950, red=46328, 54733
53970, red=46309, 54737
53990, red=46282, 54753
54010, red=46245, 54716
54030, red=46229, 54688
54050, red=46194, 54651
54070, red=46197, 54637
54090, red=46197, 54661
54110, red=46193, 54679
54130, red=46180, 54681
54150, red=46161, 54661
54170, red=46152, 54682
54190, red=46151, 54676
54210, red=46137, 54669
54230, red=46133, 54654
54250, red=46100, 54618
54270, red=46079, 54609
54290, red=46071, 54612
54310, red=46064, 54645
54330, red=46112, 54693
54350, red=46117, 54694
54370, red=46115, 54661
54390, red=46094, 54670
54410, red=46077, 54633
54430, red=46082, 54635
54450, red=46080, 54653
54470, red=46126, 54689
54490, red=46136, 54710
54510, red=46153, 54697
54530, red=46189, 54706
54550, red=46189, 54706
54570, red=46206, 54717
54590, red=46201, 54715
54610, red=46191, 54698
54630, red=46178, 54684
54650, red=46184, 54669
54670, red=46188, 54652
54690, red=46198, 54656
54710, red=46216, 54677
54730, red=46206, 54665
54750, red=46213, 54661
54770, red=46203, 54660
54790, red=46211, 54665
54810, red=46252, 54691
54830, red=46297, 54703
54850, red=46297, 54690
54870, red=46309, 54671
54890, red=46296, 54679
54910, red=46295, 54666
54930, red=46297, 54637
54950, red=46295, 54627
54970, red=46297, 54602
54990, red=46300, 54550
55010, red=46256, 54497
55030, red=46271, 54501
55050, red=46284, 54461
55070, red=46267, 54411
55090, red=46278, 54365
55110, red=46274, 54338
55130, red=46276, 54343
55150, red=46270, 54307
55170, red=46299, 54271
55190, red=46306, 54245
55210, red=46352, 54260
55230, red=46370, 54258
55250, red=46362, 54239
55270, red=46401, 54249
55290, red=46439, 54258
55310, red=46445, 54257
55330, red=46452, 54236
55350, red=46476, 54216
55369, red=46468, 54234
55389, red=46501, 54241
55409, red=46507, 54269
55429, red=46551, 54292
55449, red=46553, 54287
55469, red=46560, 54281
55489, red=46577, 54272
55509, red=46573, 54273
55529, red=46604, 54287
55549, red=46617, 54280
55569, red=46615, 54277
55589, red=46646, 54321
55609, red=46671, 54340
55629, red=46682, 54327
55649, red=46694, 54330
55669, red=46689, 54331
55689, red=46705, 54321
55709, red=46713, 54354
55729, red=46720, 54361
55749, red=46731, 54363
55769, red=46734, 54351
55789, red=46762, 54404
55809, red=46774, 54418
55829, red=46781, 54419
55849, red=46804, 54436
55869, red=46792, 54433
55889, red=46792, 54419
55909, red=46817, 54431
55929, red=46793, 54426
55949, red=46806, 54434
55974, red=46807, 54443
55989, red=46796, 54444
56009, red=46798, 54433
56029, red=46801, 54441
56049, red=46849, 54513
56069, red=46838, 54540
56089, red=46849, 54537
56109, red=46860, 54552
56129, red=46849, 54540
56149, red=46859, 54533
56169, red=46870, 54543
56189, red=46858, 54570
56209, red=46872, 54575
56229, red=46872, 54582
56249, red=46874, 54587
56269, red=46876, 54598
56289, red=46879, 54606
56309, red=46872, 54615
56329, red=46868, 54612
56349, red=46884, 54611
56369, red=46869, 54641
56389, red=46881, 54654
56409, red=46888, 54659
56429, red=46880, 54665
56449, red=46883, 54682
56469, red=46898, 54674
56489, red=46885, 54699
56509, red=46893, 54704
56529, red=46883, 54686
56549, red=46883, 54688
56569, red=46879, 54655
56589, red=46866, 54619
56609, red=46847, 54602
56629, red=46833, 54587
56649, red=46820, 54555
56669, red=46817, 54509
56689, red=46811, 54478
56709, red=46825, 54464
56729, red=46815, 54439
56749, red=46812, 54432
56769, red=46804, 54413
56789, red=46820, 54403
56809, red=46832, 54411
56829, red=46828, 54379
56849, red=46838, 54378
56869, red=46833, 54361
56889, red=46830, 54365
56909, red=46836, 54364
56929, red=46861, 54381
56949, red=46874, 54407
56969, red=46883, 54423
56989, red=46887, 54445
57009, red=46897, 54446
57029, red=46890, 54458
57049, red=46886, 54475
57069, red=46892, 54466
57089, red=46917, 54489
57109, red=46909, 54485
57129, red=46897, 54484
57149, red=46900, 54488
57169, red=46890, 54480
57189, red=46884, 54500
57209, red=46911, 54515
57229, red=46915, 54533
57249, red=46914, 54528
57269, red=46921, 54555
57289, red=46904, 54546
57309, red=46902, 54542
57329, red=46908, 54551
57349, red=46901, 54567
57369, red=46908, 54579
57389, red=46912, 54582
57409, red=46892, 54583
57429, red=46909, 54616
57449, red=46920, 54633
57469, red=46938, 54651
57489, red=46930, 54657
57509, red=46924, 54664
57529, red=46945, 54672
57549, red=46932, 54686
57569, red=46922, 54691
57589, red=46933, 54708
57609, red=46917, 54727
57629, red=46918, 54732
57649, red=46932, 54719
57669, red=46919, 54758
57689, red=46930, 54764
57709, red=46923, 54769
57729, red=46929, 54808
57749, red=46926, 54829
57769, red=46928, 54828
57789, red=46930, 54860
57809, red=46934, 54839
57829, red=46930, 54852
57849, red=46924, 54870
57869, red=46945, 54896
57889, red=46926, 54885
57909, red=46939, 54915
57929, red=46929, 54919
57949, red=46925, 54917
57969, red=46916, 54916
57989, red=46913, 54929
58009, red=46907, 54937
58029, red=46920, 54929
58049, red=46908, 54952
58069, red=46909, 54950
58089, red=46909, 54962
58109, red=46900, 54991
58129, red=46904, 54981
58149, red=46908, 55004
58169, red=46904, 55014
58189, red=46897, 54998
58209, red=46897, 55012
58229, red=46886, 55013
58249, red=46888, 55004
58269, red=46878, 55015
58289, red=46871, 54984
58309, red=46859, 54953
58329, red=46840, 54925
58349, red=46818, 54894
58369, red=46822, 54872
58389, red=46779, 54834
58409, red=46793, 54806
58429, red=46788, 54782
58448, red=46777, 54767
58468, red=46774, 54740
58488, red=46762, 54714
58508, red=46774, 54698
58528, red=46778, 54689
58548, red=46762, 54671
58568, red=46770, 54660
58588, red=46772, 54678
58608, red=46788, 54674
58628, red=46795, 54676
58648, red=46797, 54679
58668, red=46798, 54696
58688, red=46808, 54711
58708, red=46798, 54719
58728, red=46817, 54721
58748, red=46816, 54721
58768, red=46819, 54731
58788, red=46822, 54740
58808, red=46830, 54746
58828, red=46834, 54745
58848, red=46813, 54751
58868, red=46823, 54756
58888, red=46824, 54755
58908, red=46832, 54764
58928, red=46819, 54766
58948, red=46821, 54785
58968, red=46808, 54771
58988, red=46824, 54781
59008, red=46817, 54779
59028, red=46804, 54775
59048, red=46820, 54790
59068, red=46824, 54797
59088, red=46824, 54800
59108, red=46840, 54802
59128, red=46826, 54828
59148, red=46828, 54833
59168, red=46826, 54843
59188, red=46823, 54832
59208, red=46823, 54867
59228, red=46830, 54869
59248, red=46837, 54886
59268, red=46822, 54876
59288, red=46824, 54870
59308, red=46823, 54879
59328, red=46821, 54890
59348, red=46821, 54895
59368, red=46806, 54902
59388, red=46810, 54900
59408, red=46814, 54920
59428, red=46801, 54914
59448, red=46782, 54929
59468, red=46804, 54947
59488, red=46813, 54941
59508, red=46819, 54948
59528, red=46811, 54962
59548, red=46810, 54977
59568, red=46807, 54980
59588, red=46799, 55000
59608, red=46797, 55008
59628, red=46794, 55010
59648, red=46792, 55026
59668, red=46805, 55028
59688, red=46781, 55038
59708, red=46782, 55056
59728, red=46790, 55066
59748, red=46793, 55053
59768, red=46786, 55078
59788, red=46776, 55076
59808, red=46781, 55079
59828, red=46780, 55103
59848, red=46782, 55127
59868, red=46791, 55100
59888, red=46772, 55119
59908, red=46777, 55115
59928, red=46769, 55123
59948, red=46773, 55121
59975, red=46750, 55102
59988, red=46736, 55111
60008, red=46752, 55081
60028, red=46736, 55051
60048, red=46711, 55030
60068, red=46707, 54987
60088, red=46690, 54960
60108, red=46676, 54927
60128, red=46666, 54902
60148, red=46659, 54888
60168, red=46663, 54850
60188, red=46666, 54851
60208, red=46654, 54839
60228, red=46664, 54818
60248, red=46669, 54817
60268, red=46661, 54794
60288, red=46656, 54789
60308, red=46664, 54775
60328, red=46677, 54797
60348, red=46672, 54801
60368, red=46673, 54810
60388, red=46688, 54807
60408, red=46689, 54824
60428, red=46701, 54832
60448, red=46692, 54832
60468, red=46710, 54858
60488, red=46719, 54867
60508, red=46716, 54870
60528, red=46704, 54881
60548, red=46712, 54882
60568, red=46728, 54901
60588, red=46757, 54928
60608, red=46841, 55058
60628, red=46921, 55160
60648, red=46958, 55215
60668, red=46934, 55231
60688, red=46896, 55201
60708, red=46878, 55164
60728, red=46841, 55132
60748, red=46809, 55123
60768, red=46799, 55124
60788, red=46776, 55126
60808, red=46790, 55138
60828, red=46806, 55151
60848, red=46802, 55150
60868, red=46774, 55152
60888, red=46774, 55145
60908, red=46771, 55134
60928, red=46771, 55145
60948, red=46773, 55147
60968, red=46788, 55162
60988, red=46833, 55178
61008, red=46861, 55195
61028, red=46971, 55302
61048, red=47246, 55551
61068, red=47393, 55449
61088, red=46745, 54958
61108, red=44621, 54389
61128, red=42314, 52963
61148, red=41519, 53828
61168, red=40615, 53315
61188, red=40489, 54355
61208, red=36126, 53312
61228, red=35969, 53110
61248, red=32901, 52446
61268, red=33297, 52638
61288, red=26487, 50703
61308, red=30655, 51485
61328, red=29963, 52034
61348, red=30444, 49204
61368, red=30353, 50436
61388, red=30613, 51057
61408, red=30894, 51598
61428, red=33005, 53312
61448, red=35551, 57089
61468, red=34767, 56666
61488, red=34690, 56170
61508, red=33997, 54809
61528, red=33686, 55453
61548, red=28912, 53832
61568, red=33047, 53760
61588, red=31569, 52249
61608, red=30497, 52540
61628, red=27922, 54951
61648, red=32303, 55386
61668, red=33725, 56493
61688, red=33800, 56023
61708, red=35909, 55001
61728, red=36497, 55515
61748, red=36368, 55380
61768, red=36615, 55051
61787, red=40674, 57351
61807, red=43212, 58117
61827, red=43552, 57287
61847, red=45321, 57697
61867, red=49477, 58885
61887, red=48330, 58052
61907, red=47703, 57513
61927, red=48986, 58802
61947, red=49435, 59001
61967, red=48750, 58072
61987, red=49128, 58267
62007, red=49634, 58373
62027, red=50401, 59145
62047, red=50586, 59218
62067, red=50987, 59253
62087, red=51001, 59341
62107, red=51039, 59413
62127, red=51387, 59682
62147, red=51982, 60617
62167, red=51915, 61135
62187, red=51738, 59430
62207, red=50224, 58716
62227, red=48207, 57134
62247, red=44599, 52541
62267, red=42907, 51496
62287, red=43082, 51704
62307, red=39206, 50652
62327, red=37852, 51656
62347, red=37401, 52315
62367, red=38782, 54516
62387, red=33787, 53694
62407, red=31264, 52516
62427, red=34896, 53219
62447, red=30385, 50025
62467, red=30516, 48424
62487, red=27962, 47529
62507, red=26885, 37272
62527, red=22428, 32299
62547, red=25647, 33047
62567, red=26458, 34122
62587, red=32829, 47605
62607, red=33085, 54565
62627, red=35265, 56947
62647, red=34491, 55905
62667, red=35324, 55953
62687, red=31989, 53397
62707, red=32709, 52242
62727, red=30632, 51728
62747, red=32042, 53607
62767, red=34147, 56381
62787, red=38531, 55912
62807, red=41237, 55345
62827, red=47864, 57399
62847, red=48886, 58617
62867, red=50792, 60667
62887, red=50288, 59973
62907, red=48935, 57947
62927, red=48688, 58144
62947, red=48793, 58438
62967, red=48209, 58284
62987, red=48158, 58377
63007, red=48291, 58637
63027, red=49043, 59435
63047, red=50091, 59794
63067, red=50626, 59271
63087, red=50545, 57982
63107, red=49435, 56959
63127, red=48667, 57200
63147, red=49355, 57073
63167, red=46346, 54753
63187, red=45368, 53025
63207, red=44801, 52327
63227, red=45330, 52310
63247, red=45669, 52315
63267, red=46148, 52690
63287, red=46673, 53252
63307, red=46971, 53718
63327, red=47299, 54048
63347, red=47310, 54365
63367, red=47409, 54591
63387, red=47486, 54730
63407, red=47559, 54819
63427, red=47571, 54851
63447, red=47627, 54967
63467, red=47674, 55047
63487, red=47688, 55092
63507, red=47690, 55111
63527, red=47714, 55131
63547, red=47733, 55163
63567, red=47731, 55187
63587, red=47726, 55186
63607, red=47703, 55172
63627, red=47682, 55142
63647, red=47701, 55215
63667, red=47706, 55249
63687, red=47725, 55264
63707, red=47744, 55304
63727, red=47736, 55297
63747, red=47727, 55304
63767, red=47716, 55304
63787, red=47709, 55325
63807, red=47689, 55323
63827, red=47682, 55307
63847, red=47680, 55311
63867, red=47667, 55327
63887, red=47654, 55361
63907, red=47645, 55345
63927, red=47654, 55359
63947, red=47676, 55381
63971, red=47702, 55413
63987, red=47707, 55405
64007, red=47699, 55386
64027, red=47716, 55410
64047, red=47767, 55424
64067, red=47793, 55435
64087, red=47813, 55432
64107, red=47810, 55442
64127, red=47811, 55419
64147, red=47798, 55413
64167, red=47793, 55420
64187, red=47734, 55437
64207, red=47700, 55416
64227, red=47666, 55407
64247, red=47602, 55360
64267, red=47547, 55339
64287, red=47499, 55348
64307, red=47492, 55394
64327, red=47514, 55449
64347, red=47484, 55438
64367, red=47467, 55412
64387, red=47453, 55402
64407, red=47422, 55399
64427, red=47407, 55390
64447, red=47390, 55374
64467, red=47366, 55369
64487, red=47359, 55374
64507, red=47330, 55361
64527, red=47325, 55353
64547, red=47313, 55323
64567, red=47289, 55333
64587, red=47280, 55332
64607, red=47262, 55329
64627, red=47237, 55341
64647, red=47228, 55319
64667, red=47195, 55321
64687, red=47191, 55343
64707, red=47195, 55356
64727, red=47181, 55357
64747, red=47159, 55349
64767, red=47118, 55339
64786, red=47120, 55337
64806, red=47115, 55327
64826, red=47126, 55354
64846, red=47116, 55361
64866, red=47088, 55338
64886, red=47059, 55325
64906, red=47035, 55301
64926, red=47033, 55275
64946, red=46983, 55245
64966, red=46969, 55242
64986, red=46951, 55224
65006, red=46940, 55190
65026, red=46927, 55198
65046, red=46922, 55167
65066, red=46899, 55151
65086, red=46853, 55113
65106, red=46839, 55081
65126, red=46800, 55059
65146, red=46769, 55047
65166, red=46753, 55040
65186, red=46724, 55006
65206, red=46705, 54987
65226, red=46669, 54980
65246, red=46677, 54966
65266, red=46667, 54959
65286, red=46658, 54936
65306, red=46616, 54929
65326, red=46628, 54925
65346, red=46607, 54898
65366, red=46594, 54893
65386, red=46593, 54894
65406, red=46576, 54869
65426, red=46563, 54869
65446, red=46573, 54869
65466, red=46595, 54865
65486, red=46578, 54845
65506, red=46589, 54833
65526, red=46601, 54834
65546, red=46573, 54813
65566, red=46578, 54804
65586, red=46575, 54782
65606, red=46605, 54820
65626, red=46614, 54809
65646, red=46626, 54801
65666, red=46595, 54795
65686, red=46609, 54762
65706, red=46606, 54773
65726, red=46611, 54779
65746, red=46622, 54784
65766, red=46627, 54755
65786, red=46644, 54763
65806, red=46637, 54755
65826, red=46646, 54744
65846, red=46651, 54743
65866, red=46676, 54734
65886, red=46700, 54741
65906, red=46720, 54752
65926, red=46739, 54741
65946, red=46740, 54749
65966, red=46732, 54752
65986, red=46745, 54747
66006, red=46763, 54734
66026, red=46755, 54730
66046, red=46770, 54749
66066, red=46802, 54759
66086, red=46817, 54767
66106, red=46826, 54756
66126, red=46826, 54742
66146, red=46835, 54736
66166, red=46847, 54740
66186, red=46846, 54735
66206, red=46861, 54756
66226, red=46867, 54758
66246, red=46872, 54760
66266, red=46896, 54767
66286, red=46930, 54799
66306, red=46923, 54797
66326, red=46946, 54788
66346, red=46950, 54803
66366, red=46969, 54817
66386, red=46970, 54806
66406, red=46992, 54812
66426, red=46992, 54808
66446, red=46993, 54769
66466, red=47006, 54741
66486, red=46991, 54716
66506, red=46992, 54670
66526, red=46980, 54651
66546, red=46976, 54613
66566, red=46952, 54553
66586, red=46935, 54508
66606, red=46919, 54459
66626, red=46913, 54422
66646, red=46911, 54379
66666, red=46910, 54335
66686, red=46904, 54310
66706, red=46930, 54283
66726, red=46947, 54247
66746, red=46952, 54237
66766, red=46967, 54227
66786, red=46988, 54229
66806, red=47020, 54227
66826, red=47057, 54249
66846, red=47100, 54262
66866, red=47120, 54246
66886, red=47144, 54241
66906, red=47145, 54240
66926, red=47174, 54256
66946, red=47188, 54235
66966, red=47189, 54217
66986, red=47204, 54205
67006, red=47219, 54194
67026, red=47244, 54203
67046, red=47278, 54226
67066, red=47308, 54237
67086, red=47324, 54240
67106, red=47335, 54242
67126, red=47354, 54227
67146, red=47352, 54223
67166, red=47371, 54214
67186, red=47371, 54215
67206, red=47395, 54243
67226, red=47415, 54257
67246, red=47442, 54256
67266, red=47452, 54267
67286, red=47478, 54285
67306, red=47514, 54330
67326, red=47523, 54309
67346, red=47543, 54330
67366, red=47540, 54340
67386, red=47549, 54336
67406, red=47570, 54347
67426, red=47578, 54376
67446, red=47599, 54384
67466, red=47618, 54405
67486, red=47618, 54395
67506, red=47636, 54432
67526, red=47633, 54418
67546, red=47651, 54433
67566, red=47655, 54434
67586, red=47660, 54447
67606, red=47677, 54468
67626, red=47673, 54463
67646, red=47689, 54462
67666, red=47686, 54455
67686, red=47687, 54446
67706, red=47672, 54449
67726, red=47695, 54463
67746, red=47708, 54485
67766, red=47729, 54517
67786, red=47736, 54509
67806, red=47735, 54503
67826, red=47742, 54513
67846, red=47725, 54504
67865, red=47735, 54534
67885, red=47741, 54541
67905, red=47745, 54547
67925, red=47742, 54553
67945, red=47736, 54521
67972, red=47743, 54499
67985, red=47724, 54501
68005, red=47731, 54482
68025, red=47740, 54459
68045, red=47734, 54427
68065, red=47722, 54395
68085, red=47723, 54346
68105, red=47703, 54316
68125, red=47708, 54311
68145, red=47701, 54290
68165, red=47709, 54275
68185, red=47719, 54255
68205, red=47725, 54263
68225, red=47752, 54237
68245, red=47767, 54226
68265, red=47762, 54232
68285, red=47782, 54223
68305, red=47786, 54224
68325, red=47802, 54239
68345, red=47816, 54242
68365, red=47836, 54267
68385, red=47841, 54283
68405, red=47871, 54346
68425, red=47885, 54352
68445, red=47893, 54363
68465, red=47877, 54358
68485, red=47876, 54346
68505, red=47890, 54351
68525, red=47893, 54347
68545, red=47881, 54359
68565, red=47891, 54355
68585, red=47881, 54344
68605, red=47887, 54376
68625, red=47910, 54387
68645, red=47918, 54399
68665, red=47921, 54417
68685, red=47926, 54414
68705, red=47911, 54407
68725, red=47911, 54404
68745, red=47906, 54416
68765, red=47909, 54434
68785, red=47911, 54430
68805, red=47906, 54444
68825, red=47929, 54469
68845, red=47938, 54494
68865, red=47955, 54517
68885, red=47947, 54521
68905, red=47955, 54509
68925, red=47951, 54526
68945, red=47932, 54523
68965, red=47938, 54545
68985, red=47944, 54537
69005, red=47928, 54565
69025, red=47941, 54589
69045, red=47952, 54599
69065, red=47955, 54613
69085, red=47944, 54619
69105, red=47948, 54618
69125, red=47943, 54608
69145, red=47942, 54617
69165, red=47944, 54643
69185, red=47939, 54641
69205, red=47947, 54652
69225, red=47935, 54662
69245, red=47939, 54660
69265, red=47949, 54670
69285, red=47947, 54685
69305, red=47938, 54687
69325, red=47940, 54683
69345, red=47925, 54682
69365, red=47919, 54698
69385, red=47927, 54721
69405, red=47943, 54732
69425, red=47955, 54756
69445, red=47957, 54767
69465, red=47963, 54782
69485, red=47942, 54799
69505, red=47945, 54803
69525, red=47955, 54815
69545, red=47936, 54798
69565, red=47928, 54802
69585, red=47925, 54818
69605, red=47928, 54819
69625, red=47914, 54816
69645, red=47897, 54796
69665, red=47902, 54783
69685, red=47890, 54769
69705, red=47875, 54742
69725, red=47877, 54739
69745, red=47857, 54679
69765, red=47845, 54654
69785, red=47842, 54612
69805, red=47820, 54586
69825, red=47828, 54557
69845, red=47817, 54551
69865, red=47799, 54524
69885, red=47804, 54504
69905, red=47822, 54508
